ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
ULCC,Long,PULLBACK,T1-STRONG_LONG,100,2.1,4.44,4.1225,5.1,7.7,HIGH,57.89,0.14,1.9,0.0,26.3,6.0,B,118,,0.9556,0.644,0.678,0.7,0.911,4.25,4.44,4.4844,784,314,276,6.67,2.08,1.7,4.1225,5.1,10:30
ANF,Long,PULLBACK,T2-LONG,72,2.0,91.82,88.8811,97.6978,5.6,MED,41.38,0.02,1.7,0.0,7.8,7.5,B,1325,,0.8678,0.311,0.456,0.044,0.333,91.63,91.82,92.7382,36,34,25,2.21,2.0,1.29,88.8811,97.6978,10:30
UNIT,Long,PULLBACK,T1-STRONG_LONG,96,2.0,11.22,10.5924,12.4752,6.0,HIGH,175.11,0.01,1.1,0.0,12.7,99.9,A,151,,0.8456,0.311,0.511,0.344,0.078,10.92,11.22,11.3322,305,159,135,4.75,2.0,1.55,10.5924,12.4752,10:30
MP,Long,PULLBACK,T1-STRONG_LONG,96,2.0,60.43,57.7344,65.8212,8.8,HIGH,142.7,0.04,1.7,0.0,17.4,8.8,A,2608,,0.84,0.311,0.856,0.344,0.622,59.52,60.43,61.0343,56,37,30,3.53,2.0,1.45,57.7344,65.8212,10:30
BAND,Long,PULLBACK,T1-STRONG_LONG,100,2.0,21.77,21.0296,23.2508,9.8,MED,28.17,0.02,2.2,1.0,45.1,99.9,A,481,,0.8344,0.311,1.0,0.7,0.333,21.68,21.77,21.9877,153,135,104,2.42,2.0,1.32,21.0296,23.2508,10:30
BLDR,Long,PULLBACK,T1-STRONG_LONG,92,2.0,91.32,81.6934,110.5732,4.0,HIGH,107.41,0.01,1.5,0.0,10.9,10.9,C,104,,0.7922,0.311,0.222,0.233,0.078,84.22,91.32,92.2332,39,10,9,10.43,2.0,1.74,81.6934,110.5732,10:30
BULL,Long,PULLBACK,T2-LONG,83,2.0,7.01,6.2856,8.4588,5.0,MEGA,377.73,0.04,1.4,1.0,30.2,2.9,C,78,,0.7533,0.311,0.378,0.156,0.622,6.48,7.01,7.0801,514,138,125,10.18,2.0,1.74,6.2856,8.4588,10:30
RXO,Long,PULLBACK,T1-STRONG_LONG,100,2.0,18.31,17.5376,19.8548,6.4,HIGH,125.56,0.01,1.4,0.0,23.0,99.9,A,263,,0.7522,0.311,0.556,0.7,0.078,18.08,18.31,18.4931,184,129,104,3.27,2.0,1.43,17.5376,19.8548,10:30
YOU,Long,PULLBACK,T1-STRONG_LONG,100,2.0,52.46,49.7319,57.9162,7.7,HIGH,86.86,0.02,1.2,0.0,18.8,99.9,A,1827,,0.7378,0.311,0.678,0.7,0.333,51.27,52.46,52.9846,65,36,30,4.32,2.0,1.52,49.7319,57.9162,10:30
PGEN,Long,BOUNCE,T1-STRONG_LONG,83,2.0,4.11,3.8315,4.667,2.7,HIGH,168.88,0.02,0.7,0.0,13.2,4.9,B,84,,0.7311,0.311,0.111,0.156,0.333,3.95,4.11,4.1511,843,359,312,6.05,2.0,1.61,3.8315,4.667,10:30
ORBS,Long,PULLBACK,T2-LONG,35,2.0,1.01,0.9212,1.1876,3.6,MEGA,257.33,0.06,0.6,0.0,47.7,2.0,D,0,,0.7267,0.311,0.2,0.0,0.722,0.9712,1.01,1.03,2000,1126,919,4.33,2.0,1.45,0.9212,1.1876,10:30
AMPX,Long,PULLBACK,T1-STRONG_LONG,93,2.0,18.45,17.751,19.848,5.9,HIGH,128.25,0.07,1.5,0.0,17.2,99.9,A,441,,0.7233,0.311,0.489,0.278,0.756,18.3,18.45,18.6345,182,143,113,2.82,2.0,1.37,17.751,19.848,10:30
NXE,Long,PULLBACK,T1-STRONG_LONG,100,2.0,12.0,11.5042,12.9916,5.6,MEGA,639.01,0.01,1.1,0.0,12.2,99.9,A,92,,0.7222,0.311,0.456,0.7,0.078,11.86,12.0,12.12,281,201,162,3.18,2.0,1.42,11.5042,12.9916,10:30
KURA,Long,BOUNCE,T1-STRONG_LONG,93,2.0,9.78,8.6912,11.9576,3.0,HIGH,64.88,0.02,1.1,1.0,14.3,8.4,A,522,,0.7011,0.311,0.133,0.278,0.333,8.96,9.78,9.8778,372,91,84,11.15,2.0,1.75,8.6912,11.9576,10:30
CRI,Long,PULLBACK,T1-STRONG_LONG,95,2.0,39.15,35.8415,45.767,3.2,MED,34.68,0.02,1.5,1.0,15.6,99.9,A,596,,0.7011,0.311,0.167,0.311,0.333,36.95,39.15,39.5415,90,30,27,7.95,2.0,1.68,35.8415,45.767,10:30
TMC,Long,PULLBACK,T1-STRONG_LONG,100,2.0,5.305,4.9664,5.9822,6.3,MEGA,240.02,0.02,0.9,0.0,22.8,5.1,B,47,,0.6944,0.311,0.533,0.7,0.333,5.12,5.305,5.358,651,295,255,5.61,2.0,1.59,4.9664,5.9822,10:30
DFTX,Long,BOUNCE,T2-LONG,81,2.0,23.18,21.7862,25.9676,2.2,HIGH,93.69,0.04,3.0,1.0,22.3,3.1,C,272,,0.6867,0.311,0.089,0.089,0.622,22.46,23.18,23.4118,148,71,61,5.21,2.0,1.57,21.7862,25.9676,10:30
SANA,Long,PULLBACK,T2-LONG,100,2.0,3.545,3.1025,4.43,7.2,HIGH,179.72,0.03,1.7,1.0,22.5,4.2,B,6,,0.6678,0.311,0.578,0.7,0.533,3.25,3.545,3.5804,677,225,209,8.0,2.0,1.78,3.1025,4.43,10:30
CMPS,Long,PULLBACK,T1-STRONG_LONG,100,2.0,8.63,5.765,14.36,8.8,HIGH,102.16,0.31,9.9,2.0,80.1,99.9,A,1571,,0.6667,0.311,0.856,0.7,0.956,6.72,8.63,8.7163,104,34,33,8.0,2.0,1.91,5.765,14.36,10:30
PENG,Long,PULLBACK,T1-STRONG_LONG,100,2.0,26.64,25.3073,29.3054,5.2,MED,49.06,0.02,1.3,0.0,15.1,99.9,A,526,,0.6578,0.311,0.411,0.7,0.333,26.09,26.64,26.9064,127,75,62,4.11,2.0,1.5,25.3073,29.3054,10:30
NKTR,Long,PULLBACK,T1-STRONG_LONG,99,2.0,100.35,80.235,140.58,4.9,MED,24.99,0.11,4.9,1.0,39.5,3.4,C,12444,,0.6356,0.311,0.356,0.378,0.844,85.29,100.35,101.3535,19,4,4,10.94,2.0,1.86,80.235,140.58,10:30
SGML,Long,PULLBACK,T1-STRONG_LONG,100,2.0,20.04,19.109,21.902,7.6,HIGH,58.68,0.08,1.1,0.0,28.2,99.9,A,925,,0.6322,0.311,0.622,0.7,0.778,19.7,20.04,20.2404,169,107,88,3.73,2.0,1.47,19.109,21.902,10:30
ISPC,Long,BOUNCE,T2-LONG,64,2.0,0.1332,0.0665,0.2666,2.1,MED,29.66,0.63,0.7,1.0,96.2,57.2,D,0,,0.6289,0.311,0.067,0.022,0.978,0.1165,0.1332,0.1532,2000,1499,1153,3.0,2.0,1.31,0.0665,0.2666,10:30
VIR,Long,PULLBACK,T1-STRONG_LONG,100,2.0,11.09,10.0201,13.2298,4.4,HIGH,102.83,0.02,1.5,0.0,24.7,99.9,A,161,,0.6244,0.311,0.3,0.7,0.333,10.33,11.09,11.2009,322,93,84,9.36,2.0,1.72,10.0201,13.2298,10:30
AEVA,Long,PULLBACK,T1-STRONG_LONG,100,2.0,15.79,14.3463,18.6774,4.7,MED,30.4,0.03,1.1,0.0,21.0,3.6,C,403,,0.5944,0.311,0.333,0.7,0.533,14.79,15.79,15.9479,225,69,62,8.76,2.0,1.7,14.3463,18.6774,10:30
ARM,Long,PULLBACK,T1-STRONG_LONG,100,2.0,175.1,157.4601,210.3798,4.4,HIGH,136.56,0.04,1.0,0.0,12.2,99.9,A,817,,0.5667,0.311,0.3,0.7,0.622,162.33,175.1,176.851,20,5,5,9.87,2.0,1.73,157.4601,210.3798,10:30
OBE,Long,BOUNCE,T1-STRONG_LONG,100,2.0,10.56,9.7873,12.1054,0.6,HIGH,60.36,0.02,1.4,1.0,16.4,99.9,A,90,,0.5344,0.311,0.0,0.7,0.333,10.09,10.56,10.6656,330,129,113,6.66,2.0,1.64,9.7873,12.1054,10:30
CWH,Long,PULLBACK,T1-STRONG_LONG,100,2.0,7.75,7.1101,9.0298,3.2,HIGH,56.15,0.13,3.6,1.0,25.9,7.4,B,171,,0.4733,0.311,0.167,0.7,0.889,7.33,7.75,7.8275,454,156,139,7.73,2.0,1.68,7.1101,9.0298,10:30
ATAI,Long,BOUNCE,T1-STRONG_LONG,100,2.0,4.9,3.675,7.35,2.0,MEGA,302.85,0.12,7.5,2.0,45.4,20.2,A,475,,0.4411,0.311,0.044,0.7,0.867,4.05,4.9,4.949,266,81,78,8.8,2.0,1.88,3.675,7.35,10:30
TOVX,Long,BOUNCE,T1-STRONG_LONG,100,2.0,0.41,0.1802,0.8696,1.3,MED,45.14,8.21,13.0,1.0,104.1,14.4,B,70,,0.4078,0.311,0.022,0.7,1.0,0.255,0.41,0.43,1336,435,400,8.22,2.0,1.76,0.1802,0.8696,10:30
