ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
WOLF,BOUNCED_WAITING,0,0,2.7,2,-5.9,False,4.9,15m,5,21,False,1d,889,True,2566,4677,4904.5,53,78,1d.56t | 1d.53t | 4h.180t~,2026-05-27T06:30:00.000,76.9492,2026-05-27T10:30:00.000,54.56,77.0,53.6126,23.68,22,0,False,0.03,10600288,0,131
RGTI,BOUNCED_CLEAN,0,0,3.3,3,-0.1,False,3.9,1d,20,132,True,5m,6,True,20070,2640,21390.0,12,1,1d.209t | 1d.168t | 1d.165t,2026-05-22T09:45:00.000,26.01,2026-05-28T10:00:00.000,24.7885,26.99,24.3512,5.03,0,0,False,0.03,48039167,0,13
MASK,BOUNCED_WAITING,0,3,26.0,5,10.0,False,2.7,4h,12,24,False,1m,2,False,38899,2596,40197.0,65,19,1d.175t | 1d.175t | 1d.125t,2026-05-28T12:15:00.000,5.8998,2026-05-29T16:00:00.000,4.6408,7.015,3.5928,2.27,18,0,False,0.25,13601883,0,84
