ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
UMAC,Long,PULLBACK,T1-STRONG_LONG,100,4.1,14.27,13.5849,17.08,7.5,MED,36.19,0.12,1.1,0.0,27.1,10.8,A,304,,1.0713,0.741,0.713,0.704,0.861,14.005,14.27,14.4127,238,145,120,7.32,4.1,3.22,13.5849,17.08,10:30
TMC,Long,PULLBACK,T1-STRONG_LONG,100,2.4,4.76,4.4814,5.44,7.0,MEGA,240.02,0.02,1.0,0.0,22.2,6.3,C,48,,1.0426,0.611,0.648,0.704,0.259,4.62,4.76,4.8076,721,358,306,5.92,2.44,1.94,4.4814,5.44,10:30
HOOD,Long,PULLBACK,T1-STRONG_LONG,100,3.0,81.5,76.7755,95.89,6.7,MEGA,783.36,0.06,2.4,1.0,29.1,9.8,A,4870,,1.013,0.676,0.593,0.704,0.648,79.15,81.5,82.315,42,21,18,7.05,3.05,2.45,76.7755,95.89,10:30
SMMT,Long,PULLBACK,T1-STRONG_LONG,100,3.0,21.12,19.4146,26.29,4.8,HIGH,133.88,0.02,1.6,0.0,17.6,24.5,A,435,,1.013,0.676,0.333,0.704,0.259,20.015,21.12,21.3312,166,58,52,10.45,3.03,2.59,19.4146,26.29,10:30
SES,Long,PULLBACK,T1-STRONG_LONG,96,2.0,1.049,0.98,1.187,9.6,MEGA,283.46,0.02,1.4,0.0,25.0,3.4,C,44,,0.938,0.287,1.0,0.324,0.259,1.03,1.049,1.069,1999,1449,1123,3.14,2.0,1.33,0.98,1.187,10:30
USAR,Long,PULLBACK,T1-STRONG_LONG,100,2.4,17.2,16.2863,19.39,6.3,HIGH,169.39,0.07,1.4,0.0,21.3,5.7,B,184,,0.9185,0.611,0.537,0.704,0.713,16.79,17.2,17.372,198,109,92,5.16,2.4,1.86,16.2863,19.39,10:30
DDOG,Long,PULLBACK,T1-STRONG_LONG,78,2.0,113.26,107.2529,125.2742,6.4,MEGA,325.03,0.01,1.3,0.0,20.2,6.0,B,1351,,0.8935,0.287,0.556,0.157,0.065,110.57,113.26,114.3926,30,16,14,4.43,2.0,1.52,107.2529,125.2742,10:30
BLDP,Long,PULLBACK,T1-STRONG_LONG,100,2.0,2.78,2.6481,3.0438,9.4,MEGA,300.59,0.01,1.4,0.0,21.9,9.9,B,118,,0.8546,0.287,0.972,0.704,0.065,2.73,2.78,2.8078,1221,758,626,3.83,2.0,1.48,2.6481,3.0438,10:30
IRWD,Long,PULLBACK,T1-STRONG_LONG,100,2.0,3.96,3.5325,4.815,9.4,HIGH,125.58,0.02,1.6,1.0,31.2,4.1,B,123,,0.8157,0.287,0.972,0.704,0.259,3.675,3.96,3.9996,701,233,214,8.0,2.0,1.75,3.5325,4.815,10:30
NVDA,Long,PULLBACK,T1-STRONG_LONG,75,2.0,198.87,183.7762,229.0576,4.1,MEGA,23321.68,0.01,1.2,0.0,11.0,2.6,C,3428,,0.813,0.287,0.222,0.093,0.065,189.46,198.87,200.8587,17,6,5,6.97,2.0,1.65,183.7762,229.0576,10:30
BFLY,Long,PULLBACK,T1-STRONG_LONG,97,2.0,4.53,4.3068,4.9764,6.8,HIGH,186.03,0.02,1.3,0.0,23.3,99.9,A,55,,0.813,0.287,0.611,0.352,0.259,4.44,4.53,4.5753,750,448,372,4.03,2.0,1.49,4.3068,4.9764,10:30
SMR,Long,PULLBACK,T1-STRONG_LONG,77,2.0,10.79,9.9716,12.4268,7.9,MEGA,285.39,0.16,2.4,1.0,35.8,3.3,C,412,,0.8056,0.287,0.787,0.12,0.907,10.28,10.79,10.8979,324,122,107,6.96,2.0,1.65,9.9716,12.4268,10:30
HIMX,Long,PULLBACK,T1-STRONG_LONG,100,2.0,9.4,9.0016,10.1968,7.7,MEGA,247.07,0.01,1.2,0.0,16.2,99.9,A,185,,0.788,0.287,0.75,0.704,0.065,9.28,9.4,9.494,359,251,203,3.29,2.0,1.43,9.0016,10.1968,10:30
UUUU,Long,PULLBACK,T1-STRONG_LONG,94,2.0,19.78,18.7792,21.7816,5.8,MEGA,238.57,0.04,1.4,0.0,22.0,2.9,C,461,,0.7435,0.287,0.5,0.287,0.537,19.36,19.78,19.9778,172,99,83,4.17,2.0,1.5,18.7792,21.7816,10:30
SERV,Long,PULLBACK,T1-STRONG_LONG,100,2.0,8.7,8.2401,9.6197,9.0,HIGH,62.88,0.05,1.3,0.0,20.7,7.4,B,273,,0.737,0.287,0.926,0.704,0.583,8.495,8.7,8.787,392,217,182,4.41,2.0,1.52,8.2401,9.6197,10:30
LAC,Long,BOUNCE,T1-STRONG_LONG,78,2.0,4.56,4.2486,5.1828,1.1,MEGA,322.42,0.02,1.0,0.0,15.0,2.0,C,24,,0.7046,0.287,0.056,0.157,0.259,4.38,4.56,4.6056,761,321,280,6.11,2.0,1.62,4.2486,5.1828,10:30
PUMP,Long,PULLBACK,T1-STRONG_LONG,99,2.0,14.49,13.2696,16.9308,4.4,HIGH,89.95,0.02,1.6,0.0,9.6,99.9,A,259,,0.6991,0.287,0.269,0.389,0.259,13.68,14.49,14.6349,243,81,73,7.92,2.0,1.68,13.2696,16.9308,10:30
TDOC,Long,PULLBACK,T1-STRONG_LONG,82,2.0,5.54,5.0634,6.4932,4.0,HIGH,176.23,0.03,1.5,0.0,12.3,17.0,C,40,,0.6935,0.287,0.194,0.204,0.454,5.22,5.54,5.5954,638,209,187,8.13,2.0,1.69,5.0634,6.4932,10:30
OSS,Long,PULLBACK,T2-LONG,80,2.0,9.83,8.7834,11.9233,4.9,MED,21.54,0.08,1.3,0.0,30.5,2.5,C,110,,0.688,0.287,0.361,0.185,0.759,9.055,9.83,9.9283,368,95,87,10.56,2.0,1.74,8.7834,11.9233,10:30
OKLO,Long,PULLBACK,T1-STRONG_LONG,100,2.0,58.11,51.885,70.56,8.3,HIGH,123.73,0.12,2.6,2.0,40.6,4.3,B,2562,,0.6676,0.287,0.88,0.704,0.861,53.96,58.11,58.6911,48,16,14,8.0,2.0,1.74,51.885,70.56,10:30
BULL,Long,PULLBACK,T1-STRONG_LONG,87,2.0,6.47,5.6648,8.0804,4.5,MEGA,379.66,0.08,3.1,1.0,37.2,6.6,B,346,,0.6574,0.287,0.306,0.231,0.759,5.84,6.47,6.5347,570,124,114,12.79,2.0,1.78,5.6648,8.0804,10:30
ANNX,Long,PULLBACK,T1-STRONG_LONG,100,2.0,5.93,5.6357,6.5186,6.6,HIGH,130.72,0.03,1.9,0.0,12.5,99.9,A,112,,0.6574,0.287,0.574,0.704,0.454,5.81,5.93,5.9893,573,339,282,4.07,2.0,1.5,5.6357,6.5186,10:30
ZSPC,Long,PULLBACK,T2-LONG,72,2.0,0.0717,0.0181,0.1789,4.0,MED,19.64,1.11,1.8,1.0,32.3,4.2,D,0,,0.6343,0.287,0.194,0.074,0.944,0.0681,0.0717,0.0917,2000,1865,1358,2.22,2.0,1.18,0.0181,0.1789,10:30
KLAR,Long,BOUNCE,T1-STRONG_LONG,87,2.0,14.86,13.8322,16.9156,2.2,HIGH,140.05,0.04,1.2,0.0,17.9,7.0,C,133,,0.6324,0.287,0.074,0.231,0.537,14.26,14.86,15.0086,233,97,85,6.21,2.0,1.62,13.8322,16.9156,10:30
IRDM,Long,PULLBACK,T1-STRONG_LONG,100,2.0,37.99,34.1731,45.6238,4.9,HIGH,92.46,0.02,1.7,0.0,14.9,99.9,A,870,,0.6324,0.287,0.361,0.704,0.259,35.23,37.99,38.3699,94,26,23,9.83,2.0,1.73,34.1731,45.6238,10:30
SLDP,Long,PULLBACK,T1-STRONG_LONG,100,2.0,3.08,2.9003,3.4394,5.5,HIGH,185.53,0.03,2.1,1.0,17.4,4.4,B,67,,0.6269,0.287,0.472,0.704,0.454,2.99,3.08,3.1108,1114,556,475,5.01,2.0,1.56,2.9003,3.4394,10:30
LYFT,Long,PULLBACK,T1-STRONG_LONG,100,2.0,13.85,13.192,15.166,5.5,MEGA,321.09,0.04,1.4,0.0,14.6,3.0,C,73,,0.6102,0.287,0.472,0.704,0.537,13.6,13.85,13.9885,245,151,125,3.84,2.0,1.48,13.192,15.166,10:30
AGAE,Long,PULLBACK,T1-STRONG_LONG,100,2.0,0.4356,0.2833,0.7401,7.7,MED,17.09,21.48,19.6,1.0,242.4,6.0,C,16,,0.6009,0.287,0.75,0.704,1.0,0.3341,0.4356,0.4556,1968,656,580,7.99,2.0,1.65,0.2833,0.7401,10:30
TSM,Long,BOUNCE,T1-STRONG_LONG,100,2.0,375.1,359.8603,405.5794,0.5,MEGA,24177.93,0.0,1.1,0.0,5.9,3.0,C,8129,,0.5787,0.287,0.009,0.704,0.0,370.99,375.1,378.851,8,6,5,3.11,2.0,1.41,359.8603,405.5794,10:30
JOBY,Long,PULLBACK,T1-STRONG_LONG,100,2.0,9.13,8.2838,10.8224,4.5,MEGA,660.44,0.03,1.3,0.0,15.2,5.9,B,77,,0.5769,0.287,0.306,0.704,0.454,8.54,9.13,9.2213,390,118,106,8.91,2.0,1.71,8.2838,10.8224,10:30
NNE,Long,PULLBACK,T1-STRONG_LONG,100,2.0,23.0,21.3303,26.3394,5.3,MED,40.04,0.06,1.6,0.0,24.9,3.1,C,715,,0.5741,0.287,0.426,0.704,0.648,21.99,23.0,23.23,151,59,52,6.59,2.0,1.64,21.3303,26.3394,10:30
GSAT,Long,BOUNCE,T1-STRONG_LONG,100,2.0,80.64,71.13,99.66,2.7,HIGH,51.45,0.06,2.3,2.0,12.6,99.9,A,5189,,0.4741,0.287,0.093,0.704,0.648,73.57,80.64,81.4464,40,10,9,10.69,2.0,1.77,71.13,99.66,10:30
CRWV,Long,PULLBACK,T1-STRONG_LONG,100,2.0,118.69,106.9619,142.1462,3.2,MEGA,264.16,0.11,1.5,2.0,43.1,3.8,C,3306,,0.4611,0.287,0.167,0.704,0.824,110.27,118.69,119.8769,30,8,7,9.64,2.0,1.72,106.9619,142.1462,10:30
SNAP,Long,BOUNCE,T1-STRONG_LONG,100,2.0,6.04,5.4708,7.1784,2.8,MEGA,1104.69,0.11,2.2,1.0,33.1,10.1,A,147,,0.4444,0.287,0.111,0.704,0.824,5.64,6.04,6.1004,591,175,158,9.09,2.0,1.71,5.4708,7.1784,10:30
EOSE,Long,PULLBACK,T1-STRONG_LONG,100,2.0,7.08,6.0917,9.0565,3.0,MEGA,334.9,0.14,2.4,3.0,53.8,4.0,B,186,,0.4426,0.287,0.148,0.704,0.889,6.35,7.08,7.1508,387,101,94,10.48,2.0,1.8,6.0917,9.0565,10:30
LAES,Long,BOUNCE,T1-STRONG_LONG,100,2.0,2.8,2.5414,3.3172,2.9,HIGH,185.01,0.17,3.5,1.0,46.7,6.1,B,77,,0.4296,0.287,0.13,0.704,0.926,2.62,2.8,2.828,1272,386,348,8.87,2.0,1.71,2.5414,3.3172,10:30
LIMN,Long,BOUNCE,T2-LONG,100,2.0,0.1856,0.1275,0.3018,0.5,MED,29.07,1.47,13.7,1.0,38.3,5.3,D,5,,0.3861,0.287,0.009,0.704,0.963,0.1775,0.1856,0.2056,2000,1721,1280,2.49,2.0,1.23,0.1275,0.3018,10:30
