ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
NVVE,false,55.69,43.29,9.54,13.67,20.73,9.21,17791338,true,false,false,false,false,false,,MISSED
ELPW,false,-47.0,-9.58,0.3318,0.3,0.3371,0.2765,89497385,true,true,false,true,false,false,MOMENTUM,FAILED
VTAK,false,-30.7,-27.52,1.09,0.79,1.0959,0.72,2280004,true,false,false,false,false,false,,MISSED
FBRX,false,19.67,15.76,37.94,43.92,45.36,37.5,3170331,true,false,false,false,false,false,,MISSED
ONFO,true,-16.88,-12.31,0.2275,0.1995,0.2326,0.18,4103678,true,false,false,false,false,false,,MISSED
EDBL,true,-15.95,12.98,0.0863,0.0975,0.099,0.0771,20074547,true,false,false,false,false,false,,MISSED
IOTR,false,-12.47,-5.98,3.51,3.3,3.51,3.05,137059,true,false,false,false,false,false,,MISSED
SDOT,false,-12.13,4.13,22.54,23.47,23.9,20.5101,752284,true,false,false,false,false,false,,MISSED
TRAX,false,11.85,9.78,33.01,36.24,38.4889,33.01,1910666,true,false,false,false,false,false,,MISSED
RGNX,false,-10.86,-10.4,15.57,13.95,15.65,13.44,3346622,true,false,false,false,false,false,,MISSED
MRNA,false,-10.83,-11.02,76.722,68.27,76.722,67.31,9144440,true,false,false,false,false,false,,MISSED
PRME,false,-10.64,-10.0,4.2,3.78,4.265,3.62,6641855,true,false,false,false,false,false,,MISSED
OPEN,false,-10.09,-11.76,5.4,4.765,5.495,4.76,72377341,true,false,false,false,false,false,,MISSED
CCC,false,10.04,-0.5,5.95,5.92,5.975,5.65,17051846,true,false,false,false,false,false,,MISSED
ULCC,false,-9.87,-6.72,7.44,6.94,7.55,6.76,6708850,false,false,false,false,false,false,,IGNORED
ARWR,false,-9.05,-9.5,84.42,76.4,84.48,76.18,2951232,false,false,false,false,false,false,,IGNORED
OUST,false,-8.94,-8.73,47.42,43.28,47.85,43.1,3254560,false,false,false,false,false,false,,IGNORED
BEAM,false,-8.77,-8.31,35.64,32.68,35.64,31.34,2825418,false,false,false,false,false,false,,IGNORED
FCEL,false,-8.57,-7.11,22.64,21.03,22.71,20.28,12281734,false,false,false,false,false,false,,IGNORED
JLHL,false,-8.29,-17.68,14.25,11.73,17.83,7.32,17151682,false,false,false,false,false,false,,IGNORED
NTLA,false,-7.93,-7.93,15.44,14.215,15.44,14.1,6134078,false,false,false,false,false,false,,IGNORED
SRPT,false,-7.65,-7.74,20.54,18.95,20.54,18.68,2969084,false,false,false,false,false,false,,IGNORED
ABSI,false,-7.59,-6.69,11.36,10.6,11.4124,10.32,4685067,false,false,false,false,false,false,,IGNORED
RZLT,false,-7.41,-5.57,5.03,4.75,5.1,4.75,2192542,false,false,false,false,false,false,,IGNORED
BHVN,false,-7.39,-4.89,16.35,15.55,16.42,15.33,2128412,false,false,false,false,false,false,,IGNORED
IBRX,false,-7.33,-7.85,8.92,8.22,8.92,8.05,12775490,false,false,false,false,false,false,,IGNORED
AXGN,false,-6.97,-6.54,43.42,40.58,43.6451,39.55,1948809,false,false,false,false,false,false,,IGNORED
OKTA,false,-6.86,-8.19,151.0,138.63,151.48,138.13,3357898,false,false,false,false,false,false,,IGNORED
ABCL,false,-6.72,-6.72,7.29,6.8,7.29,6.6036,7233610,false,false,false,false,false,false,,IGNORED
SHAZ,false,-6.72,-5.98,79.37,74.62,80.275,73.66,1348893,false,false,false,false,false,false,,IGNORED
NRIX,false,-6.6,-7.2,24.85,23.06,24.86,22.33,1499822,false,false,false,false,false,false,,IGNORED
DNA,false,-6.58,-6.58,9.73,9.09,9.805,8.84,1005755,false,false,false,false,false,false,,IGNORED
ALMS,false,-6.57,-4.0,29.49,28.31,30.2,27.4201,888084,false,false,false,false,false,false,,IGNORED
