ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
UPST,SHORT,CONVICTION,88.2,BEAR_REJECTION_PENDING,32.0,33.23,28.99,29.2,81,2.46,CHOP,31.97,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:43:06.843911
KYMR,LONG,CONVICTION,87.6,BULL_BOUNCE_PENDING,114.93,106.65,120.68,,12,0.69,CHOP,114.16,STOP,20,MINOR,2026-07-09,2026-07-09T06:34:26.184418
SYRE,LONG,CONVICTION,87.1,BULL_BOUNCE_PENDING,97.57,91.32,102.45,,16,0.78,CHOP,95.4,STOP,0,NONE,2026-07-09,2026-07-09T06:32:21.467061
IRE,SHORT,CONVICTION,86.3,BEAR_REJECTION_PENDING,15.02,16.79,14.27,,56,0.42,CHOP,14.73,LIMIT,18,CONVICTION,2026-07-09,2026-07-09T06:48:50.086353
EDBL,LONG,CONVICTION,86.2,BULL_BOUNCE_PENDING,0.15,0.12,0.16,,3236,0.24,CHOP,0.1315,STOP,5,MINOR,2026-07-09,2026-07-09T06:28:45.678054
CRWD,LONG,CONVICTION,85.0,BULL_BOUNCE_PENDING,185.44,173.56,204.08,,8,1.57,CHOP,189.22,LIMIT,20,MINOR,2026-07-09,2026-07-09T06:39:30.954741
SAIL,SHORT,CONVICTION,85.0,BEAR_REJECTION_PENDING,15.39,17.78,14.62,,41,0.32,CHOP,15.09,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:41:58.448884
SRXH,SHORT,CONVICTION,84.3,BEAR_REJECTION_PENDING,2.12,4.02,2.01,,52,0.06,CHOP,2.1,LIMIT,5,VACUUM,2026-07-09,2026-07-09T06:28:47.729122
AKTS,LONG,CONVICTION,82.0,BULL_BOUNCE_PENDING,28.08,24.46,29.48,,27,0.39,CHOP,28.65,LIMIT,3,MINOR,2026-07-09,2026-07-09T06:34:47.404839
STRO,LONG,CONVICTION,81.9,BULL_BOUNCE_PENDING,32.19,29.55,33.8,,37,0.61,CHOP,31.84,STOP,12,CONVICTION,2026-07-09,2026-07-09T06:36:02.432328
MULL,LONG,CONVICTION,81.0,BULL_BOUNCE_PENDING,28.2,22.03,29.61,,16,0.23,CHOP,26.0,STOP,17,MINOR,2026-07-09,2026-07-09T06:49:12.425680
UNH,SHORT,CONVICTION,80.2,BEAR_REJECTION_PENDING,435.73,456.38,390.0,371.99,4,2.22,CHOP,427.19,LIMIT,11,CONVICTION,2026-07-09,2026-07-09T06:52:42.805838
LB,SHORT,CONVICTION,78.7,BEAR_REJECTION_PENDING,78.0,81.92,70.98,66.5,25,1.79,CHOP,77.96,LIMIT,10,CONVICTION,2026-07-09,2026-07-09T06:35:50.795035
INTC,SHORT,CONVICTION,78.1,BEAR_REJECTION_PENDING,116.3,122.81,100.63,98.74,15,2.41,CHOP,114.12,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:28:50.266732
GH,SHORT,CONVICTION,77.9,BEAR_REJECTION_PENDING,159.29,163.73,150.0,145.61,22,2.09,CHOP,156.22,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:29:23.957820
MRCY,SHORT,CONVICTION,77.9,BEAR_REJECTION_PENDING,112.92,116.41,100.0,97.81,28,3.7,CHOP,112.41,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:35:25.226434
DAVE,SHORT,CONVICTION,76.9,BEAR_REJECTION_PENDING,376.47,385.88,354.46,354.46,10,2.34,CHOP,375.51,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:35:39.751084
BATL,LONG,CONVICTION,76.6,BULL_BOUNCE_PENDING,2.42,2.21,2.54,,485,0.59,CHOP,1.5303,STOP,15,COMPRESSION,2026-07-09,2026-07-09T06:28:59.455547
YOU,LONG,CONVICTION,75.9,BULL_BOUNCE_PENDING,55.05,52.59,61.46,,40,2.6,CHOP,55.48,STOP,16,MINOR,2026-07-09,2026-07-09T06:32:23.477298
JBIO,SHORT,CONVICTION,75.9,BEAR_REJECTION_PENDING,22.25,25.12,21.13,,34,0.39,CHOP,22.12,LIMIT,5,MINOR,2026-07-09,2026-07-09T06:33:48.401251
RKLX,SHORT,CONVICTION,75.9,BEAR_REJECTION_PENDING,31.97,37.13,30.37,,19,0.31,CHOP,31.34,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:51:34.505168
AXTI,SHORT,CONVICTION,75.0,BEAR_REJECTION_PENDING,64.41,70.5,53.8,,16,1.74,CHOP,63.15,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:46:24.757108
SPCX,SHORT,CONVICTION,74.8,BEAR_REJECTION_PENDING,153.44,162.82,145.77,,10,0.82,CHOP,150.43,LIMIT,20,CONVICTION,2026-07-09,2026-07-09T06:34:11.156444
