ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
JEM,424.19,310.19,5.6613,1.71,1.73,4.43,60331313,4573,13191.79,0.69,True,1.08,4.43,4.3636,4.5629,1504,99.94,5508.7639,1.042,NEUTRAL,GENESIS,GENESIS
DGNX,30.71,20.71,1.83,1.31,1.43,1.69,12056989,16933,712.03,0.73,True,1.4,1.69,1.6646,1.7407,3944,99.98,304.9738,1.066,NEUTRAL,GENESIS,GENESIS
AVAV,37.4,29.06,190.98,165.5,168.33,179.4,744827,16096,46.27,0.55,True,139.0,179.4,176.709,184.782,37,99.57,201.4962,1.066,NEUTRAL,GENESIS,GENESIS
CTNT,40.91,12.32,2.17,1.67,2.08,1.7297,5901082,30007,196.65,0.12,False,1.54,1.7297,1.7038,1.7816,3854,99.99,169.6708,1.066,NEUTRAL,GENESIS,GENESIS
AVEX,15.78,10.29,20.7714,18.45,18.45,19.7865,312031,60363,5.17,0.58,True,17.94,19.7865,19.4897,20.3801,336,99.72,47.8288,1.066,NEUTRAL,GENESIS,GENESIS
QXO,10.45,3.93,19.6827,17.75,17.8795,18.52,2024834,47722,42.43,0.4,False,17.82,18.52,18.2422,19.0756,359,99.73,47.5293,1.066,NEUTRAL,GENESIS,GENESIS
HAO,26.47,-5.87,1.29,0.92,1.07,0.9601,1291469,220086,5.87,0.11,False,1.02,0.9601,0.9457,0.9889,6943,99.99,43.7979,0.982,NEUTRAL,GENESIS,GENESIS
SLS,11.26,-1.75,17.19,14.51,16.05,15.18,1392870,299560,4.65,0.25,False,15.45,15.18,14.9523,15.6354,439,99.96,24.3844,1.138,HOT,GENESIS,GENESIS
RDW,11.8,4.62,13.07,11.88,12.14,12.23,3911564,1387583,2.82,0.29,False,11.69,12.23,12.0465,12.5969,545,99.98,20.35,1.066,NEUTRAL,GENESIS,GENESIS
ONDS,9.73,5.61,8.8,8.18,8.2,8.47,5105959,1970682,2.59,0.47,False,8.02,8.47,8.343,8.7241,787,99.99,17.8212,0.97,NEUTRAL,GENESIS,GENESIS
