ticker,grade_date,firm,from_grade,to_grade,action,pt_action,current_pt,prior_pt,sentiment,weight
CHWY,2026-06-03 18:05,Mizuho,Outperform,Outperform,main,Lowers,40.0,50.0,BEAR,2
CHWY,2026-06-02 14:52,JP Morgan,Overweight,Overweight,main,Lowers,35.0,40.0,BEAR,2
NVDA,2026-06-05 15:32,China Renaissance,,Buy,init,Announces,319.0,0.0,BULL,3
NVDA,2026-06-02 16:40,Needham,Buy,Buy,reit,Maintains,270.0,270.0,NEUTRAL,1
NVDA,2026-06-01 17:39,DA Davidson,Buy,Buy,main,Maintains,300.0,300.0,NEUTRAL,1
NVDA,2026-05-27 14:57,Tigress Financial,Strong Buy,Strong Buy,main,Raises,425.0,360.0,BULL,2
INTC,2026-06-01 18:47,Barclays,Equal-Weight,Equal-Weight,main,Raises,100.0,65.0,BULL,2
INTC,2026-06-01 15:58,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,110.0,85.0,BULL,2
INTC,2026-06-01 11:49,Mizuho,Neutral,Neutral,main,Raises,128.0,124.0,BULL,2
MU,2026-06-10 10:04,Goldman Sachs,Neutral,Neutral,main,Raises,900.0,400.0,BULL,2
MU,2026-06-08 16:35,Wells Fargo,Overweight,Overweight,main,Raises,1220.0,550.0,BULL,2
MU,2026-06-08 14:06,Cantor Fitzgerald,Overweight,Overweight,main,Raises,1500.0,700.0,BULL,2
MU,2026-06-03 17:59,Morgan Stanley,Overweight,Overweight,main,Raises,1050.0,520.0,BULL,2
MU,2026-06-01 14:44,Raymond James,Outperform,Outperform,main,Raises,1100.0,530.0,BULL,2
MU,2026-05-29 14:14,Susquehanna,Positive,Positive,main,Raises,1750.0,600.0,BULL,2
MU,2026-05-28 15:35,DA Davidson,Buy,Buy,main,Raises,1500.0,1000.0,BULL,2
MU,2026-05-28 11:42,Mizuho,Outperform,Outperform,main,Raises,1150.0,800.0,BULL,2
MU,2026-05-27 16:12,Barclays,Overweight,Overweight,main,Raises,1175.0,675.0,BULL,2
PMI,2026-06-03 11:15,HC Wainwright & Co.,Neutral,Neutral,reit,,0.0,0.0,NEUTRAL,1
AAL,2026-06-01 12:42,Morgan Stanley,Overweight,Overweight,main,Raises,24.0,20.0,BULL,2
AAL,2026-05-29 18:21,Deutsche Bank,Buy,Buy,main,Raises,18.0,13.0,BULL,2
NBIS,2026-06-08 16:52,B of A Securities,Buy,Buy,main,Raises,280.0,240.0,BULL,2
NBIS,2026-06-02 09:36,BNP Paribas,,Neutral,init,Announces,255.0,0.0,NEUTRAL,1
DKNG,2026-06-08 14:56,TD Cowen,Buy,Buy,reit,Maintains,30.0,30.0,NEUTRAL,1
DKNG,2026-06-05 18:40,UBS,Buy,Buy,main,Raises,49.0,43.0,BULL,2
SNDK,2026-06-08 17:25,Mizuho,Outperform,Outperform,main,Raises,2200.0,1825.0,BULL,2
SNDK,2026-06-08 15:05,B of A Securities,Buy,Buy,main,Raises,2100.0,1550.0,BULL,2
SNDK,2026-06-08 14:09,Cantor Fitzgerald,Overweight,Overweight,main,Raises,2900.0,1800.0,BULL,2
SNDK,2026-06-03 17:57,Morgan Stanley,Overweight,Overweight,main,Raises,1750.0,1100.0,BULL,2
SNDK,2026-05-29 14:22,Susquehanna,Positive,Positive,main,Raises,3250.0,2000.0,BULL,2
SNDK,2026-05-28 11:49,Mizuho,Outperform,Outperform,main,Raises,1825.0,1625.0,BULL,2
SNDK,2026-05-27 16:01,Barclays,Equal-Weight,Overweight,up,Raises,2300.0,1200.0,BULL,4
CRDO,2026-06-02 17:43,Roth Capital,Buy,Buy,main,Raises,300.0,200.0,BULL,2
CRDO,2026-06-02 15:14,Jefferies,Buy,Buy,main,Raises,270.0,225.0,BULL,2
CRDO,2026-06-02 14:50,TD Cowen,Buy,Buy,main,Raises,260.0,240.0,BULL,2
CRDO,2026-06-02 14:41,Susquehanna,Positive,Positive,main,Raises,235.0,200.0,BULL,2
CRDO,2026-06-02 14:41,JP Morgan,Overweight,Overweight,main,Raises,250.0,230.0,BULL,2
CRDO,2026-06-02 13:42,Mizuho,Outperform,Outperform,main,Raises,290.0,260.0,BULL,2
CRDO,2026-06-02 13:27,Rosenblatt,Neutral,Neutral,main,Raises,215.0,175.0,BULL,2
CRDO,2026-06-02 12:58,B of A Securities,Buy,Buy,main,Raises,252.0,210.0,BULL,2
CRDO,2026-06-02 10:23,Needham,Buy,Buy,main,Raises,275.0,220.0,BULL,2
CRDO,2026-06-01 11:45,Mizuho,Outperform,Outperform,main,Raises,260.0,220.0,BULL,2
CLOV,2026-06-04 15:27,Canaccord Genuity,Buy,Buy,main,Raises,4.2,3.2,BULL,2
LRCX,2026-06-09 15:08,UBS,Buy,Buy,main,Raises,375.0,310.0,BULL,2
LRCX,2026-06-01 15:53,Wells Fargo,Overweight,Overweight,main,Raises,365.0,320.0,BULL,2
LRCX,2026-05-27 13:43,Mizuho,Outperform,Outperform,main,Raises,380.0,330.0,BULL,2
AMAT,2026-05-28 14:08,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,575.0,575.0,NEUTRAL,1
AMAT,2026-05-27 13:36,Mizuho,Outperform,Outperform,main,Raises,540.0,500.0,BULL,2
TNGX,2026-06-09 16:47,HC Wainwright & Co.,Buy,Buy,main,Raises,66.0,27.0,BULL,2
TNGX,2026-06-09 13:39,Canaccord Genuity,Buy,Buy,main,Raises,42.0,30.0,BULL,2
TNGX,2026-06-08 18:21,Leerink Partners,Outperform,Outperform,main,Raises,69.0,55.0,BULL,2
UAL,2026-06-01 13:12,Morgan Stanley,Overweight,Overweight,main,Raises,182.0,150.0,BULL,2
SRAD,2026-06-08 20:51,Macquarie,Outperform,Outperform,main,Maintains,24.0,24.0,NEUTRAL,1
SRAD,2026-06-08 13:41,Needham,Buy,Buy,main,Raises,23.0,19.0,BULL,2
RYAN,2026-06-09 15:10,UBS,Buy,Buy,main,Raises,52.0,51.0,BULL,2
RYAN,2026-06-08 17:16,Goldman Sachs,Buy,Neutral,down,Lowers,35.0,42.0,BEAR,4
ZVRA,2026-06-09 17:10,BTIG,Buy,Buy,reit,Raises,27.0,23.0,BULL,2
ZVRA,2026-06-09 13:42,Canaccord Genuity,Buy,Buy,main,Raises,29.0,24.0,BULL,2
ZVRA,2026-06-09 13:27,Citizens,Market Outperform,Market Outperform,main,Raises,25.0,18.0,BULL,2
ZVRA,2026-06-08 14:11,Cantor Fitzgerald,Overweight,Overweight,main,Raises,34.0,24.0,BULL,2
W,2026-06-02 17:38,Evercore ISI Group,Outperform,Outperform,main,Raises,80.0,75.0,BULL,2
CLYM,2026-06-08 14:15,Guggenheim,,Buy,init,Announces,35.0,0.0,BULL,3
CLYM,2026-06-08 09:38,BTIG,Buy,Buy,reit,Maintains,19.0,19.0,NEUTRAL,1
MGNI,2026-06-09 10:52,BTIG,,Buy,init,Announces,20.0,0.0,BULL,3
SN,2026-06-10 10:07,Piper Sandler,Neutral,Overweight,init,Announces,150.0,0.0,BULL,3
CBRL,2026-06-05 17:37,B of A Securities,Underperform,Underperform,main,Raises,34.0,31.0,BULL,2
LSPD,2026-05-28 16:23,Truist Securities,Hold,Hold,main,Lowers,10.0,11.0,BEAR,2
HPP,2026-06-01 15:10,Wells Fargo,Overweight,Overweight,main,Raises,14.0,13.5,BULL,2
HPP,2026-05-28 17:16,Piper Sandler,Neutral,Neutral,main,Raises,12.0,6.5,BULL,2
KLAC,2026-06-09 15:05,UBS,Neutral,Neutral,main,Raises,2180.0,1770.0,BULL,2
SYRE,2026-06-04 09:38,Deutsche Bank,Buy,Buy,main,Raises,115.0,102.0,BULL,2
CECO,2026-06-10 10:44,Needham,Buy,Buy,main,Raises,110.0,90.0,BULL,2
PRM,2026-06-09 13:44,CJS Securities,,Market Outperform,init,Announces,48.0,0.0,NEUTRAL,1
UCTT,2026-06-09 13:49,Oppenheimer,Outperform,Outperform,main,Raises,115.0,100.0,BULL,2
RGEN,2026-06-03 17:46,HSBC,Buy,Buy,main,Lowers,150.0,170.0,BEAR,2
MRX,2026-06-08 14:58,TD Cowen,Buy,Buy,main,Raises,75.0,67.0,BULL,2
BAP,2026-05-28 18:59,JP Morgan,Overweight,Overweight,main,Raises,415.0,412.0,BULL,2
ATRO,2026-05-28 15:00,TD Cowen,Buy,Buy,main,Raises,100.0,85.0,BULL,2
ONTO,2026-06-05 09:18,Deutsche Bank,,Buy,init,Announces,350.0,0.0,BULL,3
RH,2026-06-09 14:53,UBS,Neutral,Neutral,main,Lowers,155.0,160.0,BEAR,2
SKY,2026-06-05 19:07,Citigroup,,Buy,init,Announces,93.0,0.0,BULL,3
SKY,2026-05-27 16:16,Barclays,Overweight,Overweight,main,Lowers,94.0,106.0,BEAR,2
SKY,2026-05-27 14:34,RBC Capital,Outperform,Outperform,main,Lowers,92.0,101.0,BEAR,2
BBNX,2026-05-27 17:31,Goldman Sachs,Buy,Buy,main,Lowers,17.0,19.0,BEAR,2
CDNL,2026-05-28 17:45,Oppenheimer,,Outperform,init,Announces,60.0,0.0,BULL,3
ALGT,2026-06-02 18:03,B of A Securities,Neutral,Neutral,main,Raises,100.0,90.0,BULL,2
PKE,2026-06-09 13:29,Citizens,,Market Outperform,init,Announces,42.0,0.0,NEUTRAL,1
CSW,2026-05-27 17:53,Citigroup,Neutral,Neutral,main,Lowers,304.0,307.0,BEAR,2
CSW,2026-05-27 17:53,Truist Securities,Hold,Hold,main,Lowers,300.0,301.0,BEAR,2
CSW,2026-05-27 13:15,Wells Fargo,Equal-Weight,Equal-Weight,main,Raises,285.0,280.0,BULL,2
AVGO,2026-06-04 18:38,UBS,Buy,Buy,main,Lowers,485.0,490.0,BEAR,2
AVGO,2026-06-04 17:59,B of A Securities,Buy,Buy,main,Raises,530.0,450.0,BULL,2
AVGO,2026-06-04 17:46,Mizuho,Outperform,Outperform,main,Raises,530.0,480.0,BULL,2
AVGO,2026-06-04 16:35,Oppenheimer,Outperform,Outperform,main,Raises,535.0,450.0,BULL,2
AVGO,2026-06-04 16:31,Macquarie,Outperform,Neutral,down,Announces,437.0,0.0,BEAR,4
AVGO,2026-06-04 16:10,JP Morgan,Overweight,Overweight,main,Raises,580.0,500.0,BULL,2
AVGO,2026-06-04 15:41,Jefferies,Buy,Buy,main,Raises,550.0,500.0,BULL,2
