ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
STAK,Short,5.8936,IN_BAND,HIGH (low-priced low-float — verify locate before entering),19.21,,SHORT_GENESIS,2.99,3.0199,2.9302,2.05,3.0,2.05,15924611,31.44,TARGET_HIT,1.0,True,3.7,4.76,2026-07-30_1727,2026-07-30
