ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
GLW,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,141.66,daily,log_regression,AT_LOWER,0.015,31,94.95,102.07,daily,27.95,98.87,nearest_support_gap_hi,141.0,True,True,0.47,0.47,91.85,91.85,2.89,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | early_positive_momentum
AVTX,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,18.4,daily,log_regression,MID,0.468,7,11.27,13.3,weekly,27.72,100.0,nearest_support_gap_hi,18.3,True,True,0.54,0.55,31.9,31.9,4.76,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,
OMDA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,19.9,daily,log_regression,AT_LOWER,0.222,10,17.64,17.81,weekly,10.5,100.0,nearest_support_gap_hi,19.75,True,True,0.75,0.76,22.76,22.76,2.41,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 22.76% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
DMRA,EARLY_STRUCTURAL_MATCH,100.0,100.0,100.0,TOO_EARLY_OR_LOOSE,30.0,1h,log_regression,AT_LOWER,0.22,13,21.23,21.51,weekly,28.3,100.0,nearest_support_gap_hi,29.5,True,True,1.67,1.69,16.3,16.3,5.17,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.3% from recent high | room back to recent high,too_early_or_loose_for_trigger | early_positive_momentum
QLYS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,144.75,daily,log_regression,MID,0.504,31,123.27,124.13,weekly,14.25,100.0,nearest_support_gap_hi,142.875,True,True,1.3,1.31,15.97,15.97,2.38,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.97% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
MAN,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,51.92,1h,log_regression,AT_LOWER,0.268,16,39.33,46.78,daily,9.9,100.0,nearest_support_gap_hi,50.5,True,True,2.73,2.81,9.94,9.94,3.93,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.94% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
REAL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,12.19,weekly,log_regression,AT_LOWER,0.299,11,10.68,10.88,daily,10.75,90.0,nearest_support_gap_hi,12.09,True,True,0.82,0.83,9.84,9.84,2.38,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.84% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
XNCR,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,20.03,1h,log_regression,MID,0.43,10,17.47,17.62,weekly,12.03,98.89,nearest_support_gap_hi,19.675,True,True,1.77,1.8,8.64,8.64,4.74,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.64% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
ADPT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,23.02,weekly,log_regression,MID,0.557,18,16.84,17.11,daily,25.67,98.82,nearest_support_gap_hi,22.9255,True,True,0.41,0.41,6.73,6.73,2.52,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.73% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,
DYN,EARLY_RECLAIM_TRIGGER,100.0,96.0,96.0,EARLY_RECLAIM_TRIGGER,25.0,daily,log_regression,MID,0.388,17,23.74,24.44,weekly,2.24,97.75,nearest_support_gap_hi,24.44,True,True,2.24,2.29,6.48,6.48,3.16,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.48% from recent high | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",early_trigger_not_chase
