ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
BURU,Long,BOUNCE,T2-LONG,82,0.1841,0.1311,0.2901,,2.0,0.053,0.1841,1.4,CLOSE,3,3,"10m,15m,5m",0.1816,0.1811,OPEN_ROAD,EXCITED,0,3.5,2.3,41277819,2,27.9,49,8,177.87,HIGH,0.37,0.1724,0.1725,0.1724,-0.1,FLAT,FLAT,0,3,0,9.3,D,False,0.020335714285714287,2.61,N/A,
IOTR,Long,BOUNCE,T3-LONG_WATCH,81,3.72,3.5405,4.079,,2.0,0.1795,3.72,1.1,CLOSE,2,2,"1d,30m",3.68,3.65,OPEN_ROAD,EXCITED,629273,0.1,0.1,1742803,2,173.9,94,8,0.64,NANO,0.25,3.665,3.65,3.68,0.8,PREMIUM,MID,751,13,170,2.4,C,True,0.6968714285714286,0.26,N/A,
WOK,Long,BOUNCE,T2-LONG,100,0.1071,0.053,0.2153,0.116,2.0,0.0541,0.1071,3.0,CLOSE,2,2,"10m,5m",0.1039,0.103,OPEN_ROAD,EXCITED,0,1.6,1.9,18893340,1,111.9,57,8,1.22,NANO,148.67,0.116,0.104,0.128,23.1,DISCOUNT,DISCOUNT,0,1,0,10.3,D,False,0.21749285714285713,0.25,N/A,
ONDS,Long,PULLBACK,T1-STRONG_LONG,63,11.61,10.7282,13.3736,13.27,2.0,0.8818,11.61,3.4,APPROACH,1,1,1d,11.22,11.06,OPEN_ROAD,EXCITED,3972714865,1.1,1.0,1183394,1,26.2,33,8,492.3,MEGA,0.19,13.27,13.58,12.96,-4.6,DISCOUNT,DISCOUNT,700,9,321,12.0,A,True,1.395357142857143,0.63,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,112.71,104.8279,128.4742,,2.0,7.8821,112.71,0.1,CLOSE,2,2,"1d,30m",112.55,108.07,OPEN_ROAD,EXCITED,34555415974,0.9,0.9,2410136,0,21.6,55,8,5016.6,MEGA,0.02,112.175,107.93,116.42,7.9,MID,DISCOUNT,8286,23,3816,10.3,A,False,8.767135714285716,0.9,N/A,
GPUS,Long,PULLBACK,T2-LONG,94,0.1975,0.133,0.3265,0.2251,2.0,0.0645,0.2085,5.3,APPROACH,3,3,"1h,30m,4h",0.1975,0.183,OPEN_ROAD,EXCITED,120649242,0.9,2.2,1739298,1,62.1,42,8,460.71,MEGA,0.11,0.2251,0.2309,0.2192,-5.1,DISCOUNT,DISCOUNT,15,10,6,8.5,D,False,0.026135714285714286,2.47,N/A,
NOK,Long,BOUNCE,T1-STRONG_LONG,97,16.73,15.7625,18.665,16.9175,2.0,0.9675,16.73,1.0,CLOSE,1,1,1d,16.56,16.25,HIGHWAY,EXCITED,5362960119,1.2,1.2,8302634,0,20.1,56,8,4441.96,MEGA,0.03,16.9175,16.85,16.985,0.8,DISCOUNT,DISCOUNT,994,23,312,99.9,A,True,0.9792857142857143,0.99,N/A,
MRVL,Long,BOUNCE,T1-STRONG_LONG,81,301.65,282.561,339.828,304.21,2.0,19.089,301.65,2.5,CLOSE,1,1,1d,294.0101,291.3,HIGHWAY,EXCITED,31312085480,3.0,2.3,2534587,2,66.5,53,8,871.94,MEGA,0.13,304.21,290.79,317.63,9.2,MID,DISCOUNT,43315,19,36369,99.9,A,False,20.97734285714285,0.91,N/A,
AVGO,Long,BOUNCE,T1-STRONG_LONG,87,479.23,452.0685,533.553,488.1725,2.0,27.1615,479.23,1.8,CLOSE,1,1,1d,470.459,466.05,HIGHWAY,EXCITED,17230449621,2.2,1.7,2862111,1,19.6,33,8,4675.63,MEGA,0.01,488.1725,481.57,494.775,2.7,DISCOUNT,DISCOUNT,19382,11,11380,99.9,A,False,18.397857142857145,1.48,N/A,
PMI,Long,PULLBACK,T2-LONG,100,0.285,0.1148,0.6255,0.3,2.0,0.1702,0.3076,7.3,WAITING,2,2,"1h,4h",0.285,0.1715,OPEN_ROAD,EXCITED,2352142276,3.1,4.8,8726361,2,205.4,56,8,39.51,MED,6.01,0.3,0.27,0.33,22.2,MID,DISCOUNT,34,8,7,5.0,C,False,0.051742857142857146,3.29,N/A,
