ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
CCC,Long,PULLBACK,T2-LONG,65,6.56,6.305,7.72,6.805,4.5,0.255,6.97,5.9,APPROACH,1,1,1d,6.56,6.5,HIGHWAY,EXCITED,1.12,72169465,0.7,0.8,0,0,12.7,21,8,523.75,MEGA,0.01,6.805,6.87,6.74,-1.9,PREMIUM,DISCOUNT,190,6,54,10.8,B,True,0.32792142857142853,0.78,N/A,,TECH,,NEUTRAL,,0.44,,1.59,0.44,1.0,0.8,0.1,0.4,0.44,1.612,FAVORABLE,6.5,6.56,6.6256,512,392,311,6.26,4.55,3.41,3328.0,2571.52,2060.56,10:30,6.305,7.72,PULLBACK_LIMIT,,,,MID,LIMIT
ONDS,Long,PULLBACK,T2-LONG,65,9.77,8.8367,11.6366,9.835,2.0,0.9333,9.77,4.7,APPROACH,1,1,1d,9.31,9.11,OPEN_ROAD,EXCITED,0.8,1761005728,0.8,0.8,4146016,0,17.3,40,8,,UNKNOWN,,9.835,9.74,9.93,2.0,DISCOUNT,DISCOUNT,324,8,145,2.9,C,True,0.6857071428571428,1.36,N/A,,TECH,,NEUTRAL,,0.44,,1.59,0.44,0.4,0.6,0.1,0.0,0.44,1.032,FAVORABLE,9.11,9.77,9.8677,365,107,96,9.24,2.0,1.72,3325.15,1045.39,947.3,10:30,8.8367,11.6366,PULLBACK_LIMIT,,,,MID,LIMIT
SMCI,Long,PULLBACK,T1-STRONG_LONG,100,33.9401,31.1855,39.4493,,2.0,2.7546,37.61,9.8,WAITING,3,3,"10m,1d,5m",33.9401,32.15,OPEN_ROAD,EXCITED,11.63,33487461173,3.0,1.9,1713520,1,30.1,43,8,498.22,MEGA,0.33,33.295,31.6,34.99,10.7,PREMIUM,MID,3062,7,1171,14.9,A,False,2.4636071428571427,1.12,N/A,,TECH,SEMIS,NEUTRAL,NEUTRAL,0.44,0.52,1.59,0.52,0.4,1.0,0.9,1.0,0.52,0.736,FAVORABLE,32.15,33.9401,34.2795,103,36,32,7.57,2.0,1.67,3311.45,1221.84,1096.94,10:30,31.1855,39.4493,PULLBACK_LIMIT,,,,MID,LIMIT
COMP,Long,BOUNCE,T2-LONG,93,12.73,12.028,14.134,12.77,2.0,0.702,12.73,1.8,CLOSE,2,2,"1d,30m",12.5,12.4,HIGHWAY,EXCITED,0.65,23450984,0.7,0.6,0,0,11.7,35,8,699.41,MEGA,0.01,12.77,12.69,12.85,1.3,DISCOUNT,DISCOUNT,686,9,177,5.3,B,True,0.6605357142857142,1.06,N/A,,REAL_EST,,COLD,,0.08,,-1.57,0.08,0.4,0.4,0.4,0.4,0.08,0.694,FAVORABLE,12.4,12.73,12.8573,268,142,120,4.66,2.0,1.54,3323.2,1807.66,1542.88,10:30,12.028,14.134,PULLBACK_LIMIT,,,,MID,LIMIT
TREX,Long,BOUNCE,T1-STRONG_LONG,96,49.53,46.7249,55.1402,,2.0,2.8051,49.53,1.4,CLOSE,3,3,"1h,4h,5m",48.82,48.17,HIGHWAY,WAITING,0.44,16955538,0.7,0.7,0,0,6.4,30,8,92.22,HIGH,0.02,49.79,49.74,49.84,0.2,FLAT,FLAT,1638,8,581,99.9,A,False,2.303035714285713,1.22,N/A,,MATERIALS,,NEUTRAL,,0.4,,-0.11,0.4,0.4,0.2,0.6,0.8,0.4,0.59,FAVORABLE,48.17,49.53,50.0253,69,35,30,4.82,2.0,1.55,3323.73,1733.55,1500.76,10:30,46.7249,55.1402,PULLBACK_LIMIT,,,,MID,LIMIT
FNB,Long,BOUNCE,T1-STRONG_LONG,100,19.27,18.3815,21.047,,2.0,0.8885,19.27,0.3,CLOSE,4,3,"1d,1h,4h",19.22,18.95,HIGHWAY,EXCITED,0.57,59766116,0.5,0.6,0,0,3.5,18,8,343.95,MEGA,0.01,19.165,19.11,19.22,0.6,PREMIUM,DISCOUNT,270,3,148,99.9,B,True,0.32500714285714266,2.73,N/A,,FINANCIAL,REG_BANKS,NEUTRAL,NEUTRAL,0.28,0.48,-0.14,0.48,0.4,0.0,0.9,0.4,0.48,0.544,FAVORABLE,18.95,19.27,19.4627,175,112,92,3.69,2.0,1.47,3316.25,2158.24,1790.57,10:30,18.3815,21.047,PULLBACK_LIMIT,,,,MID,LIMIT
