ticker,side,entry,stop,t1,fem,score,tier,mode,rr,last_px,current_price,spy_regime,_score,_L1,_L2,_L3,source,source_rank,state_asof,state_generated_at,warnings
PENG,LONG,89.9500,80.3500,94.4500,88.60,88.60,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,0.47,81.4610,81.4610,CHOP,88.60,89.9500,89.9500,89.9500,FAM_STATE_MOO_REBUILD,162,2026-07-10T01:47:05.458166,2026-07-14T08:12:02,
HPE,LONG,49.3700,46.6400,53.6900,83.00,83.00,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,1.59,49.4000,49.4000,CHOP,83.00,49.3700,49.3700,49.3700,FAM_STATE_MOO_REBUILD,179,2026-07-10T01:46:18.931794,2026-07-14T08:12:02,
MARA,LONG,14.4200,12.9800,15.1400,82.40,82.40,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,0.50,13.2500,13.2500,CHOP,82.40,14.4200,14.4200,14.4200,FAM_STATE_MOO_REBUILD,270,2026-07-10T01:42:17.097451,2026-07-14T08:12:02,
PATH,LONG,11.8800,11.2700,13.0800,76.40,76.40,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,1.98,11.8065,11.8065,CHOP,76.40,11.8800,11.8800,11.8800,FAM_STATE_MOO_REBUILD,310,2026-07-10T01:41:59.678694,2026-07-14T08:12:02,
JLHL,LONG,20.5800,17.7800,21.6100,75.00,75.00,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,0.37,21.0000,21.0000,CHOP,75.00,20.5800,20.5800,20.5800,FAM_STATE_MOO_REBUILD,334,2026-07-10T01:41:59.678694,2026-07-14T08:12:02,
PLTR,LONG,126.2200,116.0900,146.3400,74.10,74.10,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,1.98,128.7999,128.7999,CHOP,74.10,126.2200,126.2200,126.2200,FAM_STATE_MOO_REBUILD,238,2026-07-10T01:42:19.890653,2026-07-14T08:12:02,
SPCX,LONG,149.2000,23.5200,156.6700,73.00,73.00,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,0.06,152.2500,152.2500,CHOP,73.00,149.2000,149.2000,149.2000,FAM_STATE_MOO_REBUILD,316,2026-07-10T01:46:15.348271,2026-07-14T08:12:02,
STM,LONG,69.7300,68.2000,72.4300,72.50,72.50,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,1.76,71.1527,71.1527,CHOP,72.50,69.7300,69.7300,69.7300,FAM_STATE_MOO_REBUILD,315,2026-07-10T01:43:19.091986,2026-07-14T08:12:02,
HOOD,LONG,112.9400,108.1100,131.7800,70.20,70.20,STATE_LONG_REVIEW,BULL_BOUNCE_PENDING,3.89,115.2500,115.2500,CHOP,70.20,112.9400,112.9400,112.9400,FAM_STATE_MOO_REBUILD,301,2026-07-10T01:42:37.559046,2026-07-14T08:12:02,
