ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
CTNT,Long,BOUNCE,T2-LONG,100,1.54,1.4301,1.7598,,2.0,0.1099,1.54,0.6,CLOSE,17,4,"10m,15m,1m,5m",1.53,1.4801,OPEN_ROAD,EXCITED,1.37,66207.0,4.1,1.4,5535244.0,1.0,28.4,64.0,8.0,2.76,NANO,5.28,1.535,1.56,1.51,-3.2,MID,DISCOUNT,15,1,8,3.2,D,,,,True,0.2618928571428571,0.42,N/A,
DGNX,Long,BOUNCE,T3-LONG_WATCH,78,1.4,1.325,1.55,,2.0,0.075,1.4,1.4,CLOSE,1,1,1m,1.38,1.375,OPEN_ROAD,EXCITED,0.78,0.0,14.8,5.0,10658623.0,1.0,121.2,75.0,8.0,14.45,LOW,3.48,0.8916,0.8832,0.9,1.9,PREMIUM,PREMIUM,31,10,20,3.9,C,,,,True,0.16834285714285716,0.45,N/A,
ONDS,Long,BREAKOUT,T2-LONG,43,8.02,7.5951,8.8698,,2.0,0.4249,8.02,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,1.81,,,,,,,,,,MEGA,0.12,7.985,7.83,8.14,4.0,MID,DISCOUNT,25,5,25,5.7,D,False,0.9,True,True,0.6606714285714287,0.64,N/A,
RDW,Long,PULLBACK,T2-LONG,100,11.69,10.5778,13.9143,,2.0,1.1121,11.69,3.1,APPROACH,3,3,"15m,1d,30m",11.33,10.905,OPEN_ROAD,EXCITED,2.8,1390111891.0,0.7,0.7,3109736.0,0.0,31.1,43.0,8.0,195.23,HIGH,0.15,11.13,10.93,11.33,3.7,PREMIUM,MID,261,5,204,7.7,B,,,,True,1.5878571428571437,0.7,N/A,
GPUS,Long,BOUNCE,T2-LONG,78,0.1597,0.1078,0.2635,0.168,2.0,0.0519,0.1597,0.8,CLOSE,2,2,"15m,30m",0.1585,0.1578,OPEN_ROAD,EXCITED,3.64,0.0,0.5,0.8,8480317.0,1.0,110.5,35.0,8.0,460.43,MEGA,0.26,0.168,0.17,0.166,-2.4,DISCOUNT,DISCOUNT,1,5,1,4.1,D,,,,False,0.0783642857142857,0.66,N/A,
QXO,Long,PULLBACK,T3-LONG_WATCH,77,17.82,16.4221,20.6158,,2.0,1.3979,17.82,3.5,APPROACH,2,2,"1d,4h",17.2,16.93,OPEN_ROAD,EXCITED,1.68,852809323.0,1.6,1.5,1204084.0,0.0,17.1,33.0,8.0,722.8,MEGA,0.04,17.75,17.78,17.72,-0.3,FLAT,FLAT,286,2,45,4.0,C,,,,True,1.1224785714285714,1.25,N/A,
KBR,Long,PULLBACK,T2-LONG,83,33.71,31.2825,38.565,,2.0,2.4275,33.71,3.1,APPROACH,2,2,"1h,4h",32.655,32.25,OPEN_ROAD,EXCITED,0.88,17906923.0,2.1,1.4,0.0,1.0,6.8,19.0,8.0,125.16,HIGH,0.03,33.525,33.37,33.68,0.9,PREMIUM,DISCOUNT,487,3,375,2.9,C,,,,False,1.2363499999999996,1.96,N/A,
MSTR,Long,PULLBACK,T3-LONG_WATCH,29,85.67,80.7331,95.5438,,2.0,4.9369,92.68,7.6,WAITING,1,1,1d,85.67,83.23,OPEN_ROAD,EXCITED,1.76,11145910940.0,1.6,1.7,1024941.0,0.0,31.7,43.0,8.0,329.89,MEGA,0.14,83.99,82.31,85.67,4.1,PREMIUM,MID,244,1,244,7.6,D,,,,False,9.740092857142855,0.51,N/A,
SAIL,Long,BOUNCE,T1-STRONG_LONG,98,13.72,12.7555,15.649,,2.0,0.9645,13.72,1.6,CLOSE,9,7,"10m,15m,1d,1h,30m,4h,5m",13.5,13.15,OPEN_ROAD,EXCITED,1.82,158101666.0,0.9,0.9,0.0,0.0,12.7,38.0,8.0,331.12,MEGA,0.02,13.375,13.18,13.57,3.0,PREMIUM,MID,422,3,202,3.0,C,,,,True,1.037321428571429,0.93,N/A,
CVI,Long,BOUNCE,T1-STRONG_LONG,87,28.1,26.287,31.726,,2.0,1.813,28.1,2.2,CLOSE,5,5,"10m,15m,1d,30m,5m",27.495,27.1,OPEN_ROAD,EXCITED,0.93,69239102.0,1.2,1.4,0.0,0.0,12.5,35.0,8.0,29.32,MED,0.05,27.41,27.1,27.72,2.3,PREMIUM,DISCOUNT,364,5,294,2.4,C,,,,False,1.4635571428571426,1.24,N/A,
