ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
GRRR,LONG,CONVICTION,87.5,BULL_BOUNCE_CONFIRMED,16.09,14.43,16.9,,59,0.48,FAVORABLE,16.095,LIMIT,2026-05-27,2026-05-27T07:13:05.342478
MREO,LONG,CONVICTION,86.3,BULL_BOUNCE_PENDING,0.36,0.3,0.38,,1718,0.31,FAVORABLE,0.3315,STOP,2026-05-27,2026-05-27T07:16:40.486907
AMBA,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,95.09,87.57,99.84,,13,0.63,FAVORABLE,90.98,STOP,2026-05-27,2026-05-27T07:05:14.283102
CRSR,LONG,CONVICTION,86.0,CHANNEL_GAP_BREAKOUT_LONG,8.79,8.53,9.25,,379,1.74,FAVORABLE,8.79,LIMIT,2026-05-27,2026-05-27T07:09:35.738721
ON,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,129.13,118.72,135.59,,9,0.62,FAVORABLE,124.445,STOP,2026-05-27,2026-05-27T07:18:59.962052
VPG,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,126.67,113.19,133.0,,7,0.47,FAVORABLE,123.021,STOP,2026-05-27,2026-05-27T07:25:03.395392
ICHR,LONG,CONVICTION,85.3,BULL_BOUNCE_PENDING,76.73,69.6,80.57,,14,0.54,FAVORABLE,73.15,STOP,2026-05-27,2026-05-27T07:13:38.459276
VICR,LONG,CONVICTION,85.0,CHANNEL_GAP_BREAKOUT_LONG,352.0,334.68,369.6,,5,1.02,FAVORABLE,351.9999,LIMIT,2026-05-27,2026-05-27T07:24:56.852058
MDA,LONG,CONVICTION,84.8,BULL_BOUNCE_PENDING,46.39,44.57,49.3,50.78,54,1.6,FAVORABLE,46.43,LIMIT,2026-05-27,2026-05-27T07:15:59.151046
HLIT,LONG,CONVICTION,84.7,BULL_BOUNCE_PENDING,16.67,15.12,19.0,,64,1.51,FAVORABLE,16.54,STOP,2026-05-27,2026-05-27T07:13:05.852589
ELF,LONG,CONVICTION,83.9,BULL_BOUNCE_PENDING,57.71,53.86,66.15,,25,2.19,FAVORABLE,58.8901,LIMIT,2026-05-27,2026-05-27T07:28:04.873389
NNBR,LONG,CONVICTION,83.6,BULL_BOUNCE,2.9,2.53,12.18,,271,25.18,FAVORABLE,2.9,LIMIT,2026-05-27,2026-05-27T07:29:56.331568
ASTI,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,6.51,5.46,6.84,,95,0.31,FAVORABLE,6.05,STOP,2026-05-27,2026-05-27T07:06:39.787347
DGXX,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,7.58,6.6,7.96,,101,0.39,FAVORABLE,7.735,LIMIT,2026-05-27,2026-05-27T07:27:24.487940
RGTI,LONG,CONVICTION,82.5,BULL_BOUNCE_PENDING,25.04,21.93,26.29,,32,0.4,FAVORABLE,24.315,STOP,2026-05-27,2026-05-27T07:21:10.492523
DELL,LONG,CONVICTION,82.4,BULL_BOUNCE_PENDING,307.78,293.71,323.17,,7,1.09,FAVORABLE,304.955,STOP,2026-05-27,2026-05-27T07:10:18.346381
MRVL,LONG,CONVICTION,82.4,BULL_BOUNCE_PENDING,218.48,197.29,229.4,,4,0.52,FAVORABLE,205.6215,STOP,2026-05-27,2026-05-27T07:16:48.732912
CLFD,LONG,CONVICTION,82.2,BULL_BOUNCE_PENDING,51.94,46.82,54.54,,19,0.51,FAVORABLE,49.26,STOP,2026-05-27,2026-05-27T07:08:13.110280
PKE,LONG,CONVICTION,82.0,BULL_BOUNCE_PENDING,35.84,34.43,37.63,,70,1.27,FAVORABLE,36.35,LIMIT,2026-05-27,2026-05-27T07:20:01.540161
MU,LONG,CONVICTION,81.8,BULL_BOUNCE_PENDING,957.12,891.4,1004.98,,1,0.73,FAVORABLE,926.91,STOP,2026-05-27,2026-05-27T07:16:55.655052
LULU,LONG,CONVICTION,81.8,BULL_BOUNCE_CONFIRMED,134.87,126.54,152.08,,12,2.07,FAVORABLE,134.865,LIMIT,2026-05-27,2026-05-27T07:29:38.549344
JHX,LONG,CONVICTION,81.7,BULL_BOUNCE_CONFIRMED,22.31,21.39,23.93,24.87,108,1.77,FAVORABLE,22.31,LIMIT,2026-05-27,2026-05-27T07:14:31.608302
PDD,SHORT,CONVICTION,81.7,BEAR_REJECTION_PENDING,85.87,95.47,81.58,,10,0.45,FAVORABLE,84.185,LIMIT,2026-05-27,2026-05-27T07:19:47.017214
ANF,LONG,CONVICTION,81.6,CHANNEL_GAP_BREAKOUT_LONG,84.27,82.43,93.4,92.17,54,4.97,FAVORABLE,84.27,LIMIT,2026-05-27,2026-05-27T07:26:50.487790
QTTB,LONG,CONVICTION,81.1,BULL_BOUNCE_PENDING,11.26,10.89,12.14,,269,2.37,FAVORABLE,11.49,LIMIT,2026-05-27,2026-05-27T07:30:32.910183
DXYZ,LONG,CONVICTION,80.5,BULL_BOUNCE_PENDING,59.71,48.36,62.7,,8,0.26,FAVORABLE,57.0,STOP,2026-05-27,2026-05-27T07:27:50.309219
IREN,LONG,CONVICTION,80.4,BULL_BOUNCE_PENDING,61.89,59.48,68.69,,41,2.83,FAVORABLE,63.15,LIMIT,2026-05-27,2026-05-27T07:14:27.887559
RMBS,LONG,CONVICTION,80.0,BULL_BOUNCE_PENDING,149.0,142.27,160.0,166.08,14,1.63,FAVORABLE,149.355,LIMIT,2026-05-27,2026-05-27T07:21:27.608813
MPWR,LONG,CONVICTION,79.7,BULL_BOUNCE_PENDING,1650.49,1581.86,1766.0,,1,1.68,FAVORABLE,1652.0,LIMIT,2026-05-27,2026-05-27T07:16:30.093339
OKLO,LONG,CONVICTION,79.6,BULL_BOUNCE_PENDING,69.59,65.55,76.87,,24,1.8,FAVORABLE,67.07,STOP,2026-05-27,2026-05-27T07:18:27.786719
AVAV,LONG,CONVICTION,79.4,BULL_BOUNCE_PENDING,183.18,173.36,192.34,,10,0.93,FAVORABLE,177.545,STOP,2026-05-27,2026-05-27T07:07:06.163185
FEIM,LONG,CONVICTION,79.2,BULL_BOUNCE_PENDING,70.08,67.67,73.58,,41,1.45,FAVORABLE,70.2899,LIMIT,2026-05-27,2026-05-27T07:11:37.810441
ASPI,LONG,CONVICTION,79.0,BULL_BOUNCE_PENDING,6.95,6.07,7.3,,113,0.4,FAVORABLE,6.93,STOP,2026-05-27,2026-05-27T07:06:10.063657
QS,LONG,CONVICTION,78.5,BULL_BOUNCE_PENDING,9.06,8.16,9.51,,110,0.5,FAVORABLE,8.935,STOP,2026-05-27,2026-05-27T07:21:06.536527
CSW,LONG,CONVICTION,78.0,BULL_BOUNCE_PENDING,288.42,284.04,300.26,311.4,22,2.7,FAVORABLE,290.65,LIMIT,2026-05-27,2026-05-27T07:09:59.109550
MP,LONG,CONVICTION,77.3,BULL_BOUNCE_PENDING,67.37,61.43,70.74,,16,0.57,FAVORABLE,64.81,STOP,2026-05-27,2026-05-27T07:16:17.114754
AMKR,SHORT,CONVICTION,77.0,BEAR_REJECTION_PENDING,74.53,77.07,64.9,67.88,39,3.79,FAVORABLE,73.07,LIMIT,2026-05-27,2026-05-27T07:05:14.590683
HYLN,LONG,CONVICTION,77.0,BULL_BOUNCE_PENDING,6.98,5.96,7.33,,98,0.34,FAVORABLE,6.61,STOP,2026-05-27,2026-05-27T07:13:30.880386
MX,LONG,CONVICTION,77.0,BULL_BOUNCE_PENDING,6.79,5.82,7.13,,103,0.35,FAVORABLE,6.475,STOP,2026-05-27,2026-05-27T07:17:18.409780
NHIC,LONG,CONVICTION,77.0,BULL_BOUNCE_PENDING,11.15,10.65,11.71,,198,1.11,FAVORABLE,11.185,LIMIT,2026-05-27,2026-05-27T07:29:51.098565
NCPL,LONG,CONVICTION,76.7,BULL_BOUNCE_PENDING,1.49,1.43,1.57,,1544,1.15,FAVORABLE,1.525,LIMIT,2026-05-27,2026-05-27T07:17:19.602544
TE,LONG,CONVICTION,76.5,BULL_BOUNCE_PENDING,10.96,9.26,11.51,,58,0.32,FAVORABLE,10.0001,STOP,2026-05-27,2026-05-27T07:23:48.698234
USAR,LONG,CONVICTION,76.5,BULL_BOUNCE_PENDING,27.82,25.17,29.21,,37,0.53,FAVORABLE,26.87,STOP,2026-05-27,2026-05-27T07:24:28.891171
HRI,LONG,CONVICTION,76.3,BULL_BOUNCE_PENDING,137.75,135.05,151.62,158.0,37,5.14,FAVORABLE,138.01,LIMIT,2026-05-27,2026-05-27T07:13:21.630115
SEDG,LONG,CONVICTION,76.0,BULL_BOUNCE_PENDING,72.62,61.64,76.25,,9,0.33,FAVORABLE,74.1,LIMIT,2026-05-27,2026-05-27T07:21:39.062677
SHLS,LONG,CONVICTION,75.5,BULL_BOUNCE_PENDING,11.53,10.21,12.11,,75,0.44,FAVORABLE,11.4,STOP,2026-05-27,2026-05-27T07:22:01.973675
VIVO,LONG,CONVICTION,75.4,BULL_BOUNCE_CONFIRMED,5.0,4.53,5.25,,212,0.53,FAVORABLE,4.9995,LIMIT,2026-05-27,2026-05-27T07:30:57.428372
SMCI,LONG,CONVICTION,75.3,BULL_BOUNCE_PENDING,38.85,35.4,40.79,,29,0.56,FAVORABLE,37.93,STOP,2026-05-27,2026-05-27T07:22:31.523362
BRZE,LONG,CONVICTION,75.1,BULL_BOUNCE_CONFIRMED,25.43,23.97,28.91,29.0,68,2.38,FAVORABLE,25.43,LIMIT,2026-05-27,2026-05-27T07:07:41.442199
LMND,LONG,CONVICTION,74.9,BULL_BOUNCE_CONFIRMED,59.49,56.93,65.51,65.83,38,2.34,FAVORABLE,59.495,LIMIT,2026-05-27,2026-05-27T07:15:23.176612
OXM,LONG,CONVICTION,74.7,BULL_BOUNCE_CONFIRMED,47.55,44.87,49.92,,37,0.89,FAVORABLE,47.5475,LIMIT,2026-05-27,2026-05-27T07:19:12.366574
AMPG,LONG,CONVICTION,74.7,BULL_BOUNCE_PENDING,5.1,4.5,5.35,,165,0.42,FAVORABLE,5.035,STOP,2026-05-27,2026-05-27T07:26:37.362999
CORZ,LONG,CONVICTION,74.6,BULL_BOUNCE_PENDING,26.37,25.13,27.69,,80,1.07,FAVORABLE,26.45,LIMIT,2026-05-27,2026-05-27T07:09:02.924084
SNOW,LONG,CONVICTION,74.3,BULL_BOUNCE,177.28,168.73,190.5,,11,1.55,FAVORABLE,177.28,LIMIT,2026-05-27,2026-05-27T07:22:45.671722
ARAY,LONG,CONVICTION,74.0,BULL_BOUNCE,0.36,0.3,0.37,,1736,0.13,FAVORABLE,0.3624,LIMIT,2026-05-27,2026-05-27T07:06:08.433889
TJGC,LONG,CONVICTION,74.0,BULL_BOUNCE_PENDING,6.58,6.0,6.91,,172,0.57,FAVORABLE,6.36,STOP,2026-05-27,2026-05-27T07:30:43.561073
VOYG,LONG,CONVICTION,73.7,BULL_BOUNCE_PENDING,49.8,48.31,54.15,,66,2.9,FAVORABLE,49.916,LIMIT,2026-05-27,2026-05-27T07:24:58.219096
AIM,LONG,CONVICTION,73.6,BULL_BOUNCE_PENDING,0.26,0.22,0.28,,2206,0.29,FAVORABLE,0.26865,LIMIT,2026-05-27,2026-05-27T07:26:33.025071
ENR,LONG,CONVICTION,73.2,BULL_BOUNCE_CONFIRMED,19.05,18.09,21.22,21.22,104,2.26,FAVORABLE,19.05,LIMIT,2026-05-27,2026-05-27T07:10:55.480831
NOK,LONG,CONVICTION,73.1,BULL_BOUNCE_PENDING,16.07,14.52,16.87,,64,0.52,FAVORABLE,15.945,STOP,2026-05-27,2026-05-27T07:17:51.747267
ABAT,LONG,CONVICTION,73.0,BULL_BOUNCE_PENDING,3.34,3.21,3.6,3.69,781,2.02,FAVORABLE,3.41,LIMIT,2026-05-27,2026-05-27T07:04:18.340254
EDIT,LONG,CONVICTION,73.0,BULL_BOUNCE_PENDING,3.7,3.16,3.89,,183,0.34,FAVORABLE,3.78,LIMIT,2026-05-27,2026-05-27T07:28:04.534747
COHU,LONG,CONVICTION,72.8,BULL_BOUNCE_PENDING,51.8,50.55,54.39,,79,2.07,FAVORABLE,52.38,LIMIT,2026-05-27,2026-05-27T07:09:02.320977
PHGE,LONG,CONVICTION,72.7,BULL_BOUNCE,1.38,1.17,1.61,,492,1.16,FAVORABLE,1.375,LIMIT,2026-05-27,2026-05-27T07:19:58.923564
BTDR,LONG,CONVICTION,72.1,BULL_BOUNCE_PENDING,14.32,13.2,15.03,,89,0.64,FAVORABLE,14.61,LIMIT,2026-05-27,2026-05-27T07:08:01.171165
LAES,LONG,CONVICTION,71.5,BULL_BOUNCE_PENDING,3.53,3.07,3.71,,218,0.39,FAVORABLE,3.345,STOP,2026-05-27,2026-05-27T07:15:03.912783
PL,LONG,CONVICTION,71.1,BULL_BOUNCE_PENDING,51.03,48.08,53.58,,33,0.86,FAVORABLE,49.155,STOP,2026-05-27,2026-05-27T07:20:04.380331
OUST,LONG,CONVICTION,70.8,BULL_BOUNCE_PENDING,43.58,42.26,45.76,,76,1.66,FAVORABLE,44.0846,LIMIT,2026-05-27,2026-05-27T07:19:12.002284
PTON,LONG,CONVICTION,70.4,BULL_BOUNCE_PENDING,5.9,5.42,6.2,,206,0.61,FAVORABLE,5.82,STOP,2026-05-27,2026-05-27T07:20:52.602126
ORBS,LONG,CONVICTION,69.9,BULL_BOUNCE_PENDING,0.96,0.91,1.13,,1693,2.8,FAVORABLE,0.9842,LIMIT,2026-05-27,2026-05-27T07:19:03.291624
POWI,LONG,CONVICTION,69.9,BULL_BOUNCE,82.59,76.93,91.98,,17,1.66,FAVORABLE,82.59,LIMIT,2026-05-27,2026-05-27T07:20:16.251494
TSAT,LONG,CONVICTION,69.9,BULL_BOUNCE_PENDING,58.68,57.51,61.61,,85,2.51,FAVORABLE,58.82,LIMIT,2026-05-27,2026-05-27T07:23:53.615223
BMA,LONG,CONVICTION,69.7,BULL_BOUNCE_CONFIRMED,82.27,58.14,86.38,,4,0.17,FAVORABLE,82.265,LIMIT,2026-05-27,2026-05-27T07:07:39.947633
CODI,LONG,CONVICTION,69.7,BULL_BOUNCE,11.79,11.13,12.12,,150,0.5,FAVORABLE,11.79,LIMIT,2026-05-27,2026-05-27T07:08:54.739620
CODX,LONG,CONVICTION,69.5,BULL_BOUNCE_PENDING,8.73,7.32,9.17,,70,0.31,FAVORABLE,8.91,LIMIT,2026-05-27,2026-05-27T07:09:00.018135
AAOI,SHORT,CONVICTION,69.4,BEAR_REJECTION_PENDING,185.48,204.59,176.2,,5,0.49,FAVORABLE,181.84,LIMIT,2026-05-27,2026-05-27T07:26:27.018988
TTMI,LONG,CONVICTION,69.2,BULL_BOUNCE_PENDING,181.0,174.51,196.48,196.0,15,2.38,FAVORABLE,184.37,LIMIT,2026-05-27,2026-05-27T07:24:09.417228
UMAC,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,17.38,16.5,19.57,19.61,114,2.52,FAVORABLE,17.73,LIMIT,2026-05-27,2026-05-27T07:24:12.667500
QUCY,LONG,CONVICTION,68.8,BULL_BOUNCE_PENDING,2.95,2.5,3.1,,221,0.33,FAVORABLE,3.009,LIMIT,2026-05-27,2026-05-27T07:30:36.510104
RR,LONG,CONVICTION,68.7,BULL_BOUNCE_PENDING,3.01,2.67,3.16,,293,0.44,FAVORABLE,3.069,LIMIT,2026-05-27,2026-05-27T07:21:29.916499
SWMR,LONG,CONVICTION,68.4,BULL_BOUNCE_PENDING,43.31,41.38,48.06,50.38,51,2.47,FAVORABLE,44.19,LIMIT,2026-05-27,2026-05-27T07:23:31.021494
XNDU,LONG,CONVICTION,68.2,BULL_BOUNCE_PENDING,16.95,15.1,19.8,,54,1.54,FAVORABLE,17.3,LIMIT,2026-05-27,2026-05-27T07:25:58.520351
GRPN,LONG,CONVICTION,68.1,BULL_BOUNCE_PENDING,21.17,20.27,22.23,,112,1.19,FAVORABLE,21.5991,LIMIT,2026-05-27,2026-05-27T07:12:57.339821
CLSK,LONG,CONVICTION,68.0,BULL_BOUNCE_PENDING,16.62,15.89,17.73,,136,1.52,FAVORABLE,16.96,LIMIT,2026-05-27,2026-05-27T07:08:28.533529
NNE,LONG,CONVICTION,67.4,BULL_BOUNCE_PENDING,27.64,26.6,31.2,30.52,95,3.41,FAVORABLE,27.77,LIMIT,2026-05-27,2026-05-27T07:17:30.634473
P,LONG,CONVICTION,67.3,BULL_BOUNCE_PENDING,85.46,79.0,89.73,,15,0.66,FAVORABLE,87.2,LIMIT,2026-05-27,2026-05-27T07:19:14.268137
SSYS,LONG,CONVICTION,67.3,BULL_BOUNCE_PENDING,9.8,9.61,10.42,10.82,531,3.29,FAVORABLE,9.86,LIMIT,2026-05-27,2026-05-27T07:23:28.823961
ALNT,SHORT,CONVICTION,67.2,BEAR_REJECTION_PENDING,74.09,77.32,67.84,63.5,30,1.93,FAVORABLE,72.6333,LIMIT,2026-05-27,2026-05-27T07:05:13.841583
ALP,LONG,CONVICTION,67.2,BULL_BOUNCE_PENDING,0.52,0.45,0.55,,1380,0.36,FAVORABLE,0.5265,LIMIT,2026-05-27,2026-05-27T07:05:14.062081
BIYA,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,1.28,1.18,1.5,,952,2.06,FAVORABLE,1.31,LIMIT,2026-05-27,2026-05-27T07:07:39.472376
GRAL,LONG,CONVICTION,66.9,BULL_BOUNCE_PENDING,69.24,67.66,71.83,,63,1.64,FAVORABLE,69.33,LIMIT,2026-05-27,2026-05-27T07:12:45.634495
OTLK,LONG,CONVICTION,66.8,BULL_BOUNCE_PENDING,0.44,0.31,0.46,,759,0.17,FAVORABLE,0.44435,LIMIT,2026-05-27,2026-05-27T07:19:08.175910
GOVX,LONG,CONVICTION,66.6,BULL_BOUNCE_PENDING,2.67,2.19,2.8,,211,0.28,FAVORABLE,2.72,LIMIT,2026-05-27,2026-05-27T07:28:14.058382
EWTX,LONG,CONVICTION,66.4,BULL_BOUNCE_PENDING,32.93,31.58,38.5,37.94,74,4.15,FAVORABLE,33.6,LIMIT,2026-05-27,2026-05-27T07:11:33.735778
PATH,LONG,CONVICTION,66.4,BULL_BOUNCE_PENDING,11.04,10.51,11.99,12.93,187,1.77,FAVORABLE,11.27,LIMIT,2026-05-27,2026-05-27T07:19:23.135645
HUBC,LONG,CONVICTION,66.1,BULL_BOUNCE_PENDING,0.1,0.09,0.11,,5920,0.3,FAVORABLE,0.104,LIMIT,2026-05-27,2026-05-27T07:28:54.685631
IRDM,LONG,CONVICTION,66.0,BULL_BOUNCE_CONFIRMED,50.98,48.6,53.53,,41,1.07,FAVORABLE,50.98,LIMIT,2026-05-27,2026-05-27T07:14:20.229268
LUNR,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,36.9,33.84,38.75,,32,0.6,FAVORABLE,37.655,LIMIT,2026-05-27,2026-05-27T07:15:28.239915
MTVA,LONG,CONVICTION,65.8,BULL_BOUNCE_PENDING,3.65,3.48,4.08,,601,2.59,FAVORABLE,3.7,LIMIT,2026-05-27,2026-05-27T07:29:48.425657
MANE,LONG,CONVICTION,65.7,BULL_BOUNCE_CONFIRMED,104.72,98.5,116.03,,16,1.82,FAVORABLE,104.715,LIMIT,2026-05-27,2026-05-27T07:15:36.534580
NVCR,LONG,CONVICTION,65.5,BULL_BOUNCE_PENDING,17.49,16.85,19.27,,155,2.76,FAVORABLE,17.85,LIMIT,2026-05-27,2026-05-27T07:18:19.266145
ASTH,LONG,CONVICTION,65.3,BULL_BOUNCE_PENDING,38.54,37.66,40.47,,113,2.19,FAVORABLE,38.88,LIMIT,2026-05-27,2026-05-27T07:06:35.976104
ATOM,LONG,CONVICTION,65.2,BULL_BOUNCE_PENDING,11.28,10.45,11.84,,120,0.68,FAVORABLE,11.51,LIMIT,2026-05-27,2026-05-27T07:07:00.345292
INDI,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,4.96,4.78,5.21,,565,1.4,FAVORABLE,5.0599,LIMIT,2026-05-27,2026-05-27T07:14:06.455031
JOBY,SHORT,CONVICTION,65.0,BEAR_REJECTION_PENDING,11.34,13.44,10.77,,47,0.27,FAVORABLE,11.16,LIMIT,2026-05-27,2026-05-27T07:14:49.819751
DSX,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,2.61,2.53,2.78,2.99,1209,2.1,FAVORABLE,2.6111,LIMIT,2026-05-27,2026-05-27T07:27:25.471304
WOLF,LONG,CONVICTION,65.0,BULL_BOUNCE_PENDING,60.3,54.76,70.08,,18,1.77,FAVORABLE,61.5301,LIMIT,2026-05-27,2026-05-27T07:31:04.975624
TDAC,LONG,CONVICTION,64.8,BULL_BOUNCE_PENDING,10.69,10.56,11.22,,751,4.02,FAVORABLE,10.72,LIMIT,2026-05-27,2026-05-27T07:30:41.993067
CECO,LONG,CONVICTION,64.5,BULL_BOUNCE_PENDING,86.58,83.49,90.91,,32,1.4,FAVORABLE,88.345,LIMIT,2026-05-27,2026-05-27T07:08:10.109926
ISPC,LONG,CONVICTION,64.5,BULL_BOUNCE_PENDING,3.97,3.82,4.46,4.46,678,3.36,FAVORABLE,4.05,LIMIT,2026-05-27,2026-05-27T07:29:08.011374
BB,LONG,CONVICTION,64.4,BULL_BOUNCE_PENDING,8.0,7.84,8.5,8.48,665,3.36,FAVORABLE,8.005,LIMIT,2026-05-27,2026-05-27T07:07:09.290081
MBC,LONG,CONVICTION,64.4,BULL_BOUNCE_PENDING,8.66,8.22,9.83,10.0,227,2.67,FAVORABLE,8.834,LIMIT,2026-05-27,2026-05-27T07:15:43.850803
DDS,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,586.14,578.61,608.57,615.36,13,2.97,FAVORABLE,593.225,LIMIT,2026-05-27,2026-05-27T07:10:17.252956
SRRK,LONG,CONVICTION,63.8,BULL_BOUNCE_PENDING,50.09,48.21,52.59,,53,1.34,FAVORABLE,51.11,LIMIT,2026-05-27,2026-05-27T07:23:21.185464
LITE,SHORT,CONVICTION,63.6,BEAR_REJECTION_PENDING,901.55,927.07,821.11,820.99,3,3.15,FAVORABLE,888.97,LIMIT,2026-05-27,2026-05-27T07:29:25.154736
OKTA,SHORT,CONVICTION,63.2,BEAR_REJECTION_PENDING,90.39,94.28,83.59,79.96,25,1.75,FAVORABLE,90.185,LIMIT,2026-05-27,2026-05-27T07:18:34.099149
CRS,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,447.47,441.61,460.5,,17,2.23,FAVORABLE,450.835,LIMIT,2026-05-27,2026-05-27T07:09:24.527789
DY,LONG,CONVICTION,63.0,BULL_BOUNCE_PENDING,543.06,534.85,570.21,,12,3.31,FAVORABLE,552.865,LIMIT,2026-05-27,2026-05-27T07:10:44.273614
HOVR,LONG,CONVICTION,62.9,BULL_BOUNCE_PENDING,2.83,2.44,2.97,,253,0.36,FAVORABLE,2.89,LIMIT,2026-05-27,2026-05-27T07:28:50.961055
