ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
SMCI,Long,PULLBACK,T2-LONG,98,25.5,23.1733,30.1534,,2.0,2.3267,25.5,4.3,APPROACH,3,3,"10m,1d,5m",24.4,23.89,OPEN_ROAD,EXCITED,2.83,378907727,1.2,0.9,3293455,0,21.3,33,8,508.97,MEGA,0.1,24.115,23.83,24.4,2.4,PREMIUM,MID,163,2,22,4.0,C,False,1.5697142857142856,1.48,N/A,,0.5,0.5,0.5,0.5,0.5,0.5,0.9,HOSTILE,23.89,25.5,25.755,139,42,38,8.74,2.0,1.7,3320.71,1071.0,978.69,10:30,23.1733,30.1534,PULLBACK_LIMIT,,,
