ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
AHMA,Short,136.4222,IN_BAND,MEDIUM,29.73,STRONG,SHORT_GENESIS,2.06,2.0806,2.0188,2.32,2.42,2.16,445777,-12.62,STOPPED,-1.0,True,14.16,1028.07,2026-07-06_1734,2026-07-02
