ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
SHAK,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,53.4,56.07,50.73,,37,1.0,52.34000015258789,54.5,52.290000915527344,3261600.0,-1.99,CLOSED,0.4,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
MLYS,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,25.0,26.25,22.64,,80,1.89,23.690000534057617,25.09000015258789,23.34000015258789,4183300.0,-5.24,CLOSED,1.05,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
AMSC,SHORT,CONVICTION,99.0,BEAR_REJECTION_PENDING,46.94,51.19,44.59,,23,0.55,42.34000015258789,45.95000076293945,41.20000076293945,1820800.0,-9.8,NO_FILL,0.0,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
CELC,SHORT,CONVICTION,95.8,BEAR_REJECTION_PENDING,92.97,97.62,79.24,,21,2.95,88.27999877929688,93.79000091552734,87.70500183105469,1657100.0,-5.04,CLOSED,1.01,HOSTILE,MARKET,4,CONVICTION,2026-07-23_1722,2026-06-05
DXYZ,SHORT,CONVICTION,92.7,BEAR_REJECTION_PENDING,44.59,47.47,39.79,,34,1.67,41.790000915527344,45.900001525878906,39.150001525878906,6346800.0,-6.28,TARGET_HIT,1.5,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
CNXC,SHORT,CONVICTION,92.5,BEAR_REJECTION_PENDING,28.57,30.0,26.36,25.27,70,1.55,27.81999969482422,28.6299991607666,27.399999618530273,888700.0,-2.63,CLOSED,0.52,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
AD,SHORT,CONVICTION,90.1,BEAR_REJECTION_PENDING,51.99,54.92,45.99,,34,2.05,50.45000076293945,51.90999984741211,50.2599983215332,524300.0,-2.96,NO_FILL,0.0,HOSTILE,MARKET,5,CONVICTION,2026-07-23_1722,2026-06-05
RPD,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,7.74,10.44,7.35,,37,0.14,7.510000228881836,7.949999809265137,7.34499979019165,1624200.0,-1.04,TARGET_HIT,1.5,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1722,2026-06-05
TTC,SHORT,CONVICTION,88.3,BEAR_REJECTION_PENDING,89.0,90.33,77.99,76.34,75,8.28,87.20999908447266,89.52999877929688,84.25,1421000.0,-1.82,CLOSED,1.35,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1722,2026-06-05
ODD,SHORT,CONVICTION,88.1,BEAR_REJECTION_PENDING,10.2,13.51,9.69,,30,0.15,9.8100004196167,10.229999542236328,9.680000305175781,1719900.0,-1.9,TARGET_HIT,1.5,HOSTILE,LIMIT,5,CONVICTION,2026-07-23_1722,2026-06-05
ARDT,SHORT,CONVICTION,88.0,BEAR_REJECTION_PENDING,8.45,9.21,8.03,,132,0.56,8.680000305175781,8.899999618530273,8.59000015258789,411000.0,2.97,CLOSED_LOSS,-0.3,HOSTILE,LIMIT,5,COMPRESSION,2026-07-23_1722,2026-06-05
