ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
BTCT,Short,81.9193,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",16.98,COLD,SHORT_GENESIS,1.06,1.0706,1.0388,1.29,1.3,1.07,29417275,-21.7,STOPPED,-1.0,True,13.79,14.56,2026-09-18_1736,2026-09-18
AKAN,Short,15.0646,IN_BAND,MEDIUM,0.54,HOT,SHORT_GENESIS,3.25,3.2825,3.185,3.22,3.58,2.82,9518443,0.92,STOPPED,-1.0,True,6.12,6.06,2026-09-18_1736,2026-09-18
