ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
NTSK,Short,73.5165,STRETCHED,LOW,403.67,STRONG,SHORT_GENESIS,9.616,9.7122,9.4237,10.03,10.6466,9.4,13943336,-4.31,STOPPED,-1.0,True,24.03,5.84,2026-06-04_1546,2026-06-04
AVGO,Short,41.562,STRETCHED,LOW,4734.67,HOT,SHORT_GENESIS,411.1,415.211,402.878,418.91,426.48,403.0101,80781412,-1.9,STOPPED,-1.0,True,15.8,3.16,2026-06-04_1546,2026-06-04
AUUD,Short,33.9225,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",5.36,STRONG,SHORT_GENESIS,1.3204,1.3336,1.294,1.48,1.8,1.38,17889444,-12.09,STOPPED,-1.0,True,5.11,61.7,2026-06-04_1546,2026-06-04
