ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,106.75,118.9,111.3,113.28,BELOW_PDH,BELOW_PDL,True,110.9,108.29,0.0,BELOW_ORL,0.278,False,True,0.278,1.0,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
ABT,112.48,113.45,111.29,111.59,BELOW_PDH,RECLAIMED_PDL,True,111.99,111.11,1.0,ABOVE_ORH,0.835,False,False,0.835,1.85,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ACM,69.35,66.32,64.34,66.24,ABOVE_PDH,ABOVE_PDL,True,66.74,65.895,1.0,ABOVE_ORH,0.75,True,False,0.75,2.23,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
ADTX,0.0068,0.0059,0.0043,0.0058,ABOVE_PDH,ABOVE_PDL,True,0.0059,0.0052,1.0,ABOVE_ORH,0.631,False,False,0.631,0.37,72,CONTINUATION_LONG,34,AVOID_SHORT
AEMD,2.4001,2.35,2.17,2.17,ABOVE_PDH,ABOVE_PDL,True,3.29,2.7601,0.0,BELOW_ORL,0.0,False,False,0.0,0.19,50,AVOID_LONG,52,AVOID_SHORT_CHASE
AGEN,7.66,8.52,7.78,7.81,BELOW_PDH,BELOW_PDL,True,8.07,7.82,0.0,BELOW_ORL,0.101,False,True,0.101,1.5,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AHMA,1.415,1.523,1.46,1.47,BELOW_PDH,BELOW_PDL,True,1.5,1.48,0.0,BELOW_ORL,0.433,False,True,,,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
AIM,0.2621,0.258,0.2492,0.25,ABOVE_PDH,ABOVE_PDL,True,0.256,0.2505,1.0,ABOVE_ORH,1.0,False,False,1.0,0.86,72,AVOID_LONG_CHASE,34,AVOID_SHORT
AMKR,48.15,52.88,50.69,51.74,BELOW_PDH,BELOW_PDL,True,51.49,49.85,0.0,BELOW_ORL,0.128,False,True,0.128,1.65,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AMPG,3.38,3.84,3.58,3.74,BELOW_PDH,BELOW_PDL,True,3.7,3.54,0.0,BELOW_ORL,0.059,False,True,0.059,0.74,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
