ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
AKTX,Long,PULLBACK,T1-STRONG_LONG,100,4.72,4.3,5.58,,2.0,0.42,5.14,8.2,WAITING,10,4,"10m,15m,1m,5m",4.72,4.44,HIGHWAY,EXCITED,123179,18.4,6.2,5370624,1,64.4,82,8,40756.49,MEGA,0.0,3.29,3.43,3.15,-8.2,PREMIUM,PREMIUM,226,8,104,8.6,A,True,0.9061714285714286,0.46,N/A,
GOVX,Long,PULLBACK,T3-LONG_WATCH,96,2.5601,2.4775,2.7253,,2.0,0.0826,2.75,6.9,APPROACH,2,2,"15m,30m",2.5601,2.5541,OPEN_ROAD,EXCITED,3005752,0.9,0.6,11382654,1,265.8,56,8,3.47,NANO,3.2,2.205,2.23,2.18,-2.2,PREMIUM,PREMIUM,229,11,116,5.1,B,True,0.5431285714285714,0.15,N/A,
HCWB,Long,PULLBACK,T3-LONG_WATCH,70,2.3851,2.2795,2.5963,,2.0,0.1056,2.58,7.6,WAITING,2,1,1m,2.3851,2.35,OPEN_ROAD,EXCITED,33385,0.6,2.1,5259710,2,320.8,41,8,6.15,LOW,3.42,2.3,2.43,2.17,-10.7,PREMIUM,PREMIUM,483,16,57,7.8,B,True,0.4804713571428571,0.22,N/A,
INFQ,Long,PULLBACK,T1-STRONG_LONG,100,13.39,10.135,19.9,,2.0,3.255,14.7,8.9,WAITING,5,5,"10m,15m,1d,30m,5m",13.39,11.22,HIGHWAY,EXCITED,25483092688,6.5,2.6,1826042,1,55.9,16,8,142.6,HIGH,0.55,12.34,11.18,13.5,20.8,PREMIUM,MID,2063,6,1953,99.9,A,True,1.5307214285714288,2.13,N/A,
RGTI,Long,PULLBACK,T3-LONG_WATCH,88,20.51,15.2337,32.18,,2.2,5.2763,22.04,6.9,APPROACH,2,2,"1h,4h",20.51,16.9925,HIGHWAY,EXCITED,23627854036,4.5,2.0,7839477,1,42.9,20,8,327.48,MEGA,0.45,17.7825,16.88,18.685,10.7,PREMIUM,PREMIUM,1896,4,1613,46.0,A,False,1.9958928571428576,2.64,N/A,
NOK,Long,BOUNCE,T3-LONG_WATCH,74,14.18,13.3173,15.9054,,2.0,0.8627,14.18,1.9,CLOSE,2,2,"1h,4h",13.91,13.7292,HIGHWAY,EXCITED,639245927,0.5,0.6,2372867,0,10.6,49,8,4443.24,MEGA,0.01,13.6375,13.62,13.655,0.3,FLAT,FLAT,906,20,340,99.9,A,True,0.9028500000000002,0.96,N/A,
QUBT,Long,PULLBACK,T1-STRONG_LONG,97,10.32,9.33,12.3,,2.0,0.99,11.41,9.6,WAITING,5,5,"10m,15m,1d,30m,5m",10.32,9.66,OPEN_ROAD,EXCITED,5604554648,2.3,1.1,3557325,1,25.2,24,8,199.2,HIGH,0.29,10.015,9.56,10.47,9.5,PREMIUM,MID,810,7,749,32.3,A,True,1.2332142857142856,0.8,N/A,
POET,Long,PULLBACK,T1-STRONG_LONG,100,14.02,12.67,16.72,14.385,2.0,1.35,14.82,5.4,APPROACH,3,3,"1h,30m,4h",14.02,13.12,OPEN_ROAD,EXCITED,2391835244,0.7,0.8,1699562,0,71.5,41,8,131.85,HIGH,0.38,14.385,14.78,13.99,-5.3,PREMIUM,DISCOUNT,1601,13,620,2.4,C,True,2.5782,0.52,N/A,
GDC,Long,PULLBACK,T2-LONG,41,0.1046,0.0543,0.2052,0.113,2.0,0.0503,0.1105,5.3,APPROACH,1,1,10m,0.1046,0.1043,OPEN_ROAD,EXCITED,0,0.5,1.2,1579360,1,73.1,29,8,51.69,HIGH,0.6,0.113,0.116,0.11,-5.2,DISCOUNT,DISCOUNT,0,1,0,4.0,D,False,0.8650357142857142,0.06,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,118.5,107.2626,140.9748,,2.0,11.2374,118.5,1.9,CLOSE,4,4,"1d,1h,30m,4h",116.2,110.58,OPEN_ROAD,EXCITED,73485667423,0.6,0.8,2019220,0,19.1,70,8,5016.6,MEGA,0.02,117.77,118.96,116.58,-2.0,PREMIUM,DISCOUNT,14777,23,8390,4.9,B,False,10.127128571428573,1.11,N/A,
LAES,Long,PULLBACK,T3-LONG_WATCH,82,3.105,2.7225,3.87,,2.0,0.3825,3.27,5.0,APPROACH,2,2,"1h,4h",3.105,2.85,OPEN_ROAD,EXCITED,476808038,3.3,1.6,1385317,1,31.6,21,8,171.75,HIGH,0.21,2.885,2.85,2.92,2.5,PREMIUM,PREMIUM,138,6,138,5.8,B,True,0.2975,1.29,N/A,
MARA,Long,BOUNCE,T3-LONG_WATCH,89,13.55,12.7749,15.1002,,2.0,0.7751,13.55,1.4,CLOSE,2,2,"1h,4h",13.36,13.17,HIGHWAY,EXCITED,300828851,0.8,0.9,1236795,0,19.4,28,8,372.7,MEGA,0.09,13.145,13.15,13.14,-0.1,FLAT,FLAT,491,6,236,5.2,B,True,0.9808071428571429,0.79,N/A,
PLUG,Long,PULLBACK,T2-LONG,71,3.445,3.2301,3.93,,2.3,0.2149,3.78,8.9,WAITING,3,3,"15m,1h,4h",3.445,3.33,HIGHWAY,EXCITED,721736780,1.3,0.8,1849159,0,24.3,36,8,1330.96,MEGA,0.09,3.285,3.31,3.26,-1.5,PREMIUM,PREMIUM,209,18,74,4.0,C,True,0.3532142857142858,0.61,N/A,
IONQ,Long,PULLBACK,T1-STRONG_LONG,100,53.93,50.8959,65.4016,,3.8,3.0341,58.89,8.4,WAITING,5,5,"10m,15m,1d,30m,5m",53.93,52.47,OPEN_ROAD,EXCITED,10888454551,1.9,1.1,1879705,0,34.3,23,8,370.55,MEGA,0.17,53.54,52.47,54.61,4.1,PREMIUM,DISCOUNT,2994,8,1937,11.1,A,False,5.421428571428572,0.56,N/A,
ALP,Long,PULLBACK,T3-LONG_WATCH,89,0.3544,0.3022,0.4588,,2.0,0.0522,0.3852,8.0,WAITING,2,2,"1m,5m",0.3544,0.3522,OPEN_ROAD,EXCITED,0,1.6,0.8,2209660,0,51.4,22,8,7.74,LOW,7.72,0.3377,0.3483,0.3272,-6.1,PREMIUM,PREMIUM,57,6,0,5.1,C,False,0.05604285714285713,0.93,N/A,
