ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,112.3,130.49,118.6,129.1,REJECTED_PDH,BELOW_PDL,True,133.72,123.89,0.0,BELOW_ORL,0.0,False,False,0.0,0.79,14,AVOID_LONG,84,AVOID_SHORT_CHASE
ACM,64.79,66.05,64.14,65.18,BELOW_PDH,ABOVE_PDL,True,65.2771,64.645,0.229,OR_BOTTOM_THIRD,0.163,False,False,0.163,3.8,50,RELOAD_ZONE,62,AVOID_SHORT_CHASE
ADTX,0.005,0.0024,0.0021,0.0022,ABOVE_PDH,ABOVE_PDL,True,0.003,0.0023,1.0,ABOVE_ORH,0.931,True,False,0.931,0.85,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
ADXN,4.61,6.205,3.78,4.57,BELOW_PDH,ABOVE_PDL,True,6.05,4.6667,0.0,BELOW_ORL,0.007,False,False,0.007,0.46,38,AVOID_LONG,60,AVOID_SHORT_CHASE
AHMA,1.46,1.51,1.3425,1.49,BELOW_PDH,ABOVE_PDL,True,1.463,1.43,0.909,OR_TOP_THIRD,0.571,False,False,,,50,NEUTRAL,56,NEUTRAL
AIM,0.2567,0.2589,0.2389,0.2531,REJECTED_PDH,ABOVE_PDL,True,0.2631,0.254,0.297,OR_BOTTOM_THIRD,0.169,False,False,0.169,0.53,46,AVOID_LONG,62,AVOID_SHORT_CHASE
AMKR,50.4,52.24,50.16,50.86,BELOW_PDH,RECLAIMED_PDL,True,51.77,49.5,0.396,OR_MIDDLE,0.396,False,False,0.396,2.28,62,NEUTRAL,42,AVOID_SHORT
AMPG,3.5397,3.5999,3.365,3.44,BELOW_PDH,ABOVE_PDL,True,3.56,3.4109,0.864,OR_TOP_THIRD,0.864,False,False,0.864,1.11,62,AVOID_LONG_CHASE,48,NEUTRAL
AVAV,160.808,170.12,155.81,159.79,BELOW_PDH,ABOVE_PDL,True,163.0448,159.79,0.313,OR_BOTTOM_THIRD,0.227,False,False,0.227,1.23,50,RELOAD_ZONE,62,NEUTRAL
AVTR,14.5,14.48,13.755,14.25,ABOVE_PDH,ABOVE_PDL,True,14.38,14.16,1.0,ABOVE_ORH,1.0,False,False,1.0,2.76,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BEEM,1.54,1.45,1.29,1.36,ABOVE_PDH,ABOVE_PDL,True,1.58,1.35,0.826,OR_TOP_THIRD,0.667,False,False,0.667,1.04,62,CONTINUATION_LONG,48,NEUTRAL
BFAM,72.88,74.12,72.42,73.61,BELOW_PDH,RECLAIMED_PDL,True,73.525,72.72,0.199,OR_BOTTOM_THIRD,0.492,False,True,0.492,2.61,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
BFLY,9.55,9.41,8.95,9.17,ABOVE_PDH,ABOVE_PDL,True,9.445,9.1005,1.0,ABOVE_ORH,0.764,True,False,0.764,3.15,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
BLDR,70.17,70.92,69.13,70.32,REJECTED_PDH,ABOVE_PDL,True,70.85,69.76,0.376,OR_MIDDLE,0.367,False,False,0.367,5.43,38,AVOID_LONG,62,NEUTRAL
