ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
REI,Long,PULLBACK,T2-LONG,90,1.44,1.29,1.88,,2.9,0.15,1.44,4.5,APPROACH,5,2,"1h,4h",1.375,1.34,OPEN_ROAD,EXCITED,1.02,1494127.0,1.1,1.0,0.0,0.0,10.7,37.0,8.0,220.27,MEGA,0.02,1.405,1.4,1.41,0.7,PREMIUM,DISCOUNT,55,7,40,30.6,C,,,,True,0.06035714285714289,2.49,N/A,,ENERGY,OIL_EXP,HOT,HOT,1.0,0.96,4.51,0.96,1.0,0.0,0.0,0.0,0.96,1.638,CHOP,1.34,1.44,1.46,1999,666,588,10.8,2.93,2.47,2678.66,959.04,858.48,10:30,1.29,1.88,PULLBACK_LIMIT,,,,PENNY,MARKET
DVLT,Long,PULLBACK,T2-LONG,99,0.3522,0.274,0.5086,,2.0,0.0782,0.3867,8.9,WAITING,7,7,"10m,15m,1d,1h,30m,4h,5m",0.3522,0.324,OPEN_ROAD,EXCITED,20.12,338044565.0,5.4,2.2,14186549.0,1.0,35.1,37.0,8.0,529.44,MEGA,0.29,0.3398,0.3203,0.3593,12.2,PREMIUM,MID,15,4,7,12.3,D,,,,False,0.03363571428571429,2.32,N/A,,TECH,,NEUTRAL,,0.4,,-0.25,0.4,0.0,1.0,1.0,1.0,0.4,0.27,CHOP,0.324,0.3522,0.3722,2000,1278,1018,3.69,2.0,1.39,648.0,450.11,378.9,10:30,0.274,0.5086,PULLBACK_LIMIT,,,,PENNY,MARKET
