ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
SLBT,581.33,197.3,22.6882,7.4885,8.2,9.9,11640297,3607,3227.14,0.16,False,3.33,9.9,9.7515,10.197,673,99.94,3476.4278,1.0,,GENESIS,GENESIS
CRE,205.71,36.19,9.63,3.22,3.31,4.29,11533826,4026,2864.69,0.17,False,3.15,4.29,4.2256,4.4187,1554,100.0,1325.195,1.078,STRONG,GENESIS,GENESIS
TDIC,198.9,74.03,16.23,5.75,5.75,9.45,8887794,310626,28.61,0.35,False,5.43,9.45,9.3082,9.7335,705,99.93,769.7337,1.042,NEUTRAL,GENESIS,GENESIS
WNW,87.12,12.58,6.1,3.05,3.32,3.67,10027255,99925,100.35,0.2,False,3.26,3.67,3.6149,3.7801,1816,99.97,378.6756,1.102,STRONG,GENESIS,GENESIS
CRVO,69.35,29.44,4.2,2.94,3.37,3.21,12805394,103497,123.73,0.21,False,2.48,3.21,3.1618,3.3063,2076,99.96,289.9518,1.006,NEUTRAL,GENESIS,GENESIS
RXT,33.22,18.26,7.88,5.77,5.82,6.995,16085139,311714,51.6,0.58,True,5.915,6.995,6.8901,7.2049,953,99.99,204.079,1.15,HOT,GENESIS,GENESIS
HITI,33.78,13.24,3.01,2.48,3.01,2.548,2937498,5285,555.8,0.13,False,2.25,2.548,2.5098,2.6244,2616,99.98,174.9334,1.126,HOT,GENESIS,GENESIS
HCWB,40.16,-4.1,1.71,1.06,1.22,1.17,3058299,175042,17.47,0.17,False,1.22,1.17,1.1524,1.2051,5698,100.0,104.3911,1.006,NEUTRAL,GENESIS,GENESIS
CMND,27.6,-4.45,4.3,3.0,3.2055,3.22,1305204,22379,58.32,0.17,False,3.37,3.22,3.1717,3.3166,2070,99.98,94.1221,1.006,NEUTRAL,GENESIS,GENESIS
LASE,24.87,16.24,2.46,1.86,1.94,2.29,8176271,3533436,2.31,0.72,True,1.97,2.29,2.2557,2.3587,2911,99.99,63.9989,1.15,HOT,GENESIS,GENESIS
HUBC,33.93,10.1,2.25,1.8004,1.92,1.8496,3322913,1092810,3.04,0.11,False,1.68,1.8496,1.8219,1.9051,3604,99.99,50.2227,1.15,HOT,GENESIS,GENESIS
ORBS,9.27,0.0,1.1473,1.03,1.05,1.05,2274562,967637,2.35,0.17,False,1.05,1.05,1.0343,1.0815,6349,100.0,13.114,1.138,HOT,GENESIS,GENESIS
