ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
TQQQ,Long,BOUNCE,T1-STRONG_LONG,86,77.54,73.7297,85.1606,80.8,2.0,3.8103,77.54,1.5,CLOSE,1,1,1d,76.34,76.01,OPEN_ROAD,EXCITED,1.52,3837529924.0,1.0,0.9,2524458.0,0.0,22.2,40.0,8.0,,UNKNOWN,,80.8,79.93,81.67,2.2,DISCOUNT,DISCOUNT,3311,13,2244,8.6,A,,,,False,5.692042857142858,0.67,N/A,
SOXL,Long,BREAKOUT,T1-STRONG_LONG,100,246.38,218.675,301.79,,2.0,27.705,233.86,0.0,INSIDE,6,6,,,,OPEN_ROAD,EXCITED,1.97,,,,,,,,,,UNKNOWN,,236.805,226.19,247.42,9.4,MID,MID,26850,21,14608,6.5,B,False,0.8,True,False,42.060571428571436,0.66,N/A,
CRVO,Long,BOUNCE,T1-STRONG_LONG,100,3.81,3.6666,4.1399,,2.3,0.1434,3.81,0.1,CLOSE,2,1,1m,3.805,3.78,HIGHWAY,EXCITED,1.46,30520.0,0.5,6.6,10658930.0,1.0,223.9,44.0,8.0,6.29,LOW,0.84,4.3075,4.52,4.095,-9.4,DISCOUNT,DISCOUNT,472,6,186,8.7,A,,,,True,0.636407142857143,0.23,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,121.1,113.5385,136.223,,2.0,7.5615,121.1,0.6,CLOSE,4,4,"10m,15m,30m,5m",120.425,117.05,OPEN_ROAD,EXCITED,2.45,5342762391.0,0.9,1.0,8175798.0,0.0,20.0,59.0,8.0,5016.6,MEGA,0.02,119.45,117.05,121.85,4.1,PREMIUM,MID,14543,25,4252,2.9,C,,,,False,10.294850000000002,0.73,N/A,
LNKS,Long,BOUNCE,T1-STRONG_LONG,100,1.6,1.485,1.83,1.645,2.0,0.115,1.6,0.6,CLOSE,5,4,"10m,1m,30m,5m",1.59,1.535,HIGHWAY,EXCITED,1.49,52732.0,7.7,2.6,28370770.0,1.0,63.6,36.0,8.0,1.36,NANO,8.47,1.645,1.65,1.64,-0.6,DISCOUNT,DISCOUNT,34,3,3,2.5,C,,,,True,0.2643928571428572,0.43,N/A,
LPA,Long,PULLBACK,T1-STRONG_LONG,100,3.14,2.6125,4.195,3.3295,2.0,0.5275,3.14,4.1,APPROACH,29,8,"10m,15m,1d,1h,1m,30m,4h,5m",3.01,2.745,OPEN_ROAD,EXCITED,1.78,127834.0,19.5,6.5,6552687.0,1.0,20.0,55.0,8.0,2.96,NANO,4.2,3.3295,3.36,3.2989,-1.8,DISCOUNT,DISCOUNT,112,2,46,2.1,C,,,,True,0.18374285714285715,2.87,N/A,
NIVF,Long,BREAKOUT,T2-LONG,100,0.8,0.7182,1.47,0.875,8.2,0.0818,0.8,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,8.65,,,,,,,,,,NANO,121.94,0.875,0.7,1.05,50.0,DISCOUNT,DISCOUNT,92,8,13,83.7,C,False,3.7,True,False,0.17019285714285712,0.48,N/A,
NTRA,Long,PULLBACK,T3-LONG_WATCH,84,226.44,205.7079,267.9042,,2.0,20.7321,226.44,4.6,APPROACH,2,2,"1h,4h",216.13,212.07,OPEN_ROAD,EXCITED,1.81,55098596.0,1.3,1.0,0.0,0.0,11.1,28.0,8.0,138.92,HIGH,0.01,219.645,220.11,219.18,-0.4,FLAT,FLAT,5599,4,734,6.2,B,,,,False,10.637885714285712,1.95,N/A,
PFSA,Long,PULLBACK,T3-LONG_WATCH,100,0.2542,0.1902,0.3822,,2.0,0.064,0.2542,3.6,APPROACH,2,2,"1m,5m",0.245,0.2402,OPEN_ROAD,EXCITED,2.46,0.0,15.3,5.4,6615210.0,1.0,33.2,100.0,8.0,4.55,NANO,5.1,0.22,0.22,0.22,0.0,FLAT,FLAT,0,2,0,6.2,D,,,,False,0.03417142857142857,1.87,N/A,
SABR,Long,PULLBACK,T1-STRONG_LONG,100,1.86,1.649,2.282,1.965,2.0,0.211,1.86,4.0,APPROACH,5,4,"1d,1h,30m,4h",1.785,1.7,OPEN_ROAD,EXCITED,1.74,58807861.0,0.8,1.5,0.0,1.0,28.5,35.0,8.0,262.21,MEGA,0.02,1.965,1.98,1.95,-1.5,DISCOUNT,DISCOUNT,52,5,30,5.1,C,,,,True,0.14095714285714284,1.5,N/A,
SMR,Long,PULLBACK,T3-LONG_WATCH,41,9.795,9.2829,11.35,,3.0,0.5121,10.34,5.3,APPROACH,1,1,1d,9.795,9.57,HIGHWAY,EXCITED,1.04,800132495.0,1.3,1.1,1328230.0,0.0,23.4,16.0,8.0,339.31,MEGA,0.14,9.87,9.89,9.85,-0.4,FLAT,FLAT,33,2,33,9.8,C,,,,True,1.2010071428571425,0.43,N/A,
