ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
YYGH,Long,BREAKOUT,T3-LONG_WATCH,8,1.47,1.41,1.6607,,3.2,0.06,False,1.47,0.0,INSIDE,1,1,HIGHWAY,WAITING,0.48,0.5,True,UNKNOWN,,1.44,1.32,1.56,18.2,MID,MID,1,1,1,13.0,D,,,,,,,,,,,,,True,0.3758166666666667,0.16,N/A,
GRML,Long,BREAKOUT,T1-STRONG_LONG,100,12.61,8.695,20.44,15.7425,2.0,3.915,False,11.19,0.0,INSIDE,3,3,HIGHWAY,EXCITED,3.41,2.8,True,UNKNOWN,,15.7425,14.15,17.335,22.5,DISCOUNT,DISCOUNT,2647,4,1473,5.8,B,,,,,,,,,,,,,True,2.1176000000000004,1.85,N/A,
DBRG,Long,BOUNCE,T1-STRONG_LONG,100,15.99,15.4424,17.0852,,2.0,0.5476,,15.99,0.1,CLOSE,4,4,HIGHWAY,EXCITED,9.78,,,UNKNOWN,,15.985,15.98,15.99,0.1,FLAT,FLAT,169,2,133,99.9,C,"1d,1h,30m,4h",15.98,15.92,213267281.0,1.4,2.3,0.0,1.0,0.8,9.0,8.0,,True,0.03785714285714281,14.46,N/A,
GERN,Long,BREAKOUT,T2-LONG,55,1.24,1.185,1.35,1.32,2.0,0.055,False,1.24,0.0,INSIDE,1,1,OPEN_ROAD,EXCITED,3.9,1.0,True,UNKNOWN,,1.32,1.31,1.33,1.5,DISCOUNT,DISCOUNT,0,0,0,2.8,D,,,,,,,,,,,,,True,0.07150000000000002,0.77,N/A,
BB,Long,BOUNCE,T3-LONG_WATCH,88,8.38,7.5563,10.0274,,2.0,0.8237,,8.38,2.8,CLOSE,4,2,OPEN_ROAD,EXCITED,1.52,,,UNKNOWN,,8.61,8.62,8.6,-0.2,FLAT,FLAT,224,9,115,2.6,C,"1d,4h",8.1433,7.79,213405871.0,2.1,2.0,1124164.0,2.0,19.3,38.0,8.0,,True,0.3619642857142857,2.28,N/A,
INTC,Long,PULLBACK,T3-LONG_WATCH,53,114.93,107.1753,134.17,,2.5,7.7547,,122.6,6.3,APPROACH,1,1,OPEN_ROAD,EXCITED,1.96,,,MEGA,0.02,123.8625,123.86,123.865,0.0,FLAT,FLAT,10538,13,5887,9.4,A,1d,114.93,110.49,85087428603.0,0.8,1.2,1765754.0,0.0,19.1,37.0,8.0,4619.5,False,6.692364285714286,1.16,N/A,
UBXG,Long,BOUNCE,T2-LONG,75,5.03,4.4621,14.06,5.2,15.9,0.5679,,5.03,3.0,CLOSE,1,1,HIGHWAY,EXCITED,1.32,,,UNKNOWN,,5.2,5.04,5.36,6.3,DISCOUNT,DISCOUNT,40,2,1,179.5,C,4h,4.88,4.6014,9400005.0,0.2,0.6,0.0,1.0,195.8,7.0,3.0,,True,,,N/A,
