ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
PN,SHORT,FAILED-GAP-SHORT,5.76,5.2499,6.0,4.95,6.0,4.95,5.3715,101.05,83.24,5235947,697.82,2.865,5.2499,6.77,2.2097,65,49359.0065,PARABOLIC,PM high,1.5201,0.7043,3.6,True,2.54,206.3,LOW
CRE,LONG,HOLDING-LONG,2.77,2.86,2.9499,2.69,2.9499,2.69,2.7922,14.94,18.67,294157,387.97,2.41,2.86,2.31,3.96,181,5795.366,IN_BAND,PM low,0.55,0.2376,3.86,True,2.01,14.6,N/A
CLNN,SHORT,FAILED-GAP-SHORT,7.465,6.82,7.5299,6.61,7.5299,6.61,6.9952,21.58,11.07,1943221,163.95,6.14,6.82,6.9223,6.6154,977,2476.6511,STRETCHED,fixed-%-fallback,0.1023,0.5981,0.29,False,11.78,16.5,LOW
BZAI,LONG,HOLDING-LONG,2.32,2.6299,2.65,2.295,2.65,2.295,2.5027,14.29,29.55,8907867,4.93,2.03,2.6299,2.1,3.6897,188,70.4781,IN_BAND,PM low,0.5299,0.3114,2.84,True,122.74,7.3,N/A
ULCC,SHORT,FAILED-GAP-SHORT,4.33,4.245,4.38,4.1637,4.38,4.1637,4.2796,8.25,6.13,2009640,2.95,4.0,4.245,4.36,4.015,869,17.0213,IN_BAND,PM high,0.115,0.3722,0.51,True,229.73,0.9,MEDIUM
AGH,SHORT,FAILED-GAP-SHORT,5.23,5.135,5.765,5.0319,5.765,5.0319,5.3605,6.95,5.01,840327,3.11,4.89,5.135,5.3,4.805,606,15.1388,IN_BAND,PM high,0.165,0.4076,0.67,True,20.25,4.1,LOW
GCTS,SHORT,FAILED-GAP-SHORT,1.71,1.5968,1.7286,1.59,1.7286,1.59,1.648,7.55,0.43,1030486,1.89,1.59,1.5968,1.6208,1.5488,4166,10.0112,IN_BAND,fixed-%-fallback,0.024,0.0918,0.44,False,72.49,1.4,MEDIUM
