ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
SPCX,Long,BOUNCE,T2-LONG,71,140.0,129.495,161.01,142.095,2.0,10.505,140.0,1.9,CLOSE,1,1,4h,137.27,133.5,OPEN_ROAD,EXCITED,1.18,18452052875,0.9,1.1,1874841,0,14.9,32,8,408.37,MEGA,0.24,142.095,141.29,142.9,1.1,DISCOUNT,DISCOUNT,1954,2,1200,2.5,C,False,10.88034285714286,0.97,N/A,,INDUSTRIAL,,NEUTRAL,,0.52,,0.72,0.52,0.5,1.0,0.0,1.0,0.52,1.106,FAVORABLE,133.5,140.0,141.4,24,9,8,6.87,2.0,1.65,3204.0,1260.0,1131.2,10:30,129.495,161.01,PULLBACK_LIMIT,,,
MBGL,Long,BOUNCE,T1-STRONG_LONG,100,20.34,19.0314,22.9572,,2.0,1.3086,20.34,0.4,CLOSE,4,4,"10m,15m,1d,30m",20.26,19.62,OPEN_ROAD,EXCITED,1.1,79876744,0.8,0.9,0,0,13.2,15,8,294.78,MEGA,0.01,20.325,19.83,20.82,5.0,MID,DISCOUNT,133,2,13,3.8,C,False,1.0276785714285714,1.27,N/A,,TECH,,HOT,,0.92,,1.09,0.92,0.5,0.333,0.667,0.5,0.92,0.926,FAVORABLE,19.62,20.34,20.5434,169,76,66,5.67,2.0,1.6,3315.78,1545.84,1355.86,10:30,19.0314,22.9572,PULLBACK_LIMIT,,,
MAT,Long,BOUNCE,T1-STRONG_LONG,100,15.03,14.4336,16.2228,,2.0,0.5964,15.03,0.7,CLOSE,6,6,"10m,1d,1h,30m,4h,5m",14.92,14.88,OPEN_ROAD,EXCITED,2.11,20937331,0.8,0.8,0,0,5.1,23,8,231.4,MEGA,0.01,14.9,14.88,14.92,0.3,FLAT,FLAT,345,3,20,3.1,C,True,0.48378571428571426,1.23,N/A,,INDUSTRIAL,,NEUTRAL,,0.52,,0.72,0.52,0.5,0.667,0.667,0.5,0.52,0.906,FAVORABLE,14.88,15.03,15.1803,224,167,133,3.01,2.0,1.4,3333.12,2510.01,2018.98,10:30,14.4336,16.2228,PULLBACK_LIMIT,,,
CNQ,Long,BOUNCE,T1-STRONG_LONG,100,47.97,46.172,51.566,,2.0,1.798,47.97,0.3,CLOSE,5,5,"10m,15m,1d,30m,5m",47.83,47.6,HIGHWAY,EXCITED,1.6,154616818,1.2,1.2,0,0,4.8,42,8,2014.52,MEGA,0.0,47.745,47.6,47.89,0.6,PREMIUM,MID,2267,7,687,99.9,A,False,1.2997357142857138,1.38,N/A,,ENERGY,OIL_EXP,STRONG,NEUTRAL,0.76,0.72,7.67,0.72,0.5,0.0,0.667,0.0,0.72,0.866,FAVORABLE,47.6,47.97,48.4497,70,55,43,2.78,2.0,1.37,3332.0,2638.35,2083.34,10:30,46.172,51.566,PULLBACK_LIMIT,,,
