ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,44.59,BASING,0.0,0,16,16,48.26,47.25,101,weekly,5.97,48 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,16,44.59,43.9212,48.26,149,8.23,5.49,False
AAL,13.75,BASING,0.0,0,20,20,14.83,14.772,6,weekly,7.43,2 bear-built-above · rel-vol 1.1x · regime FAVORABLE,True,22,13.75,13.5437,14.83,484,7.85,5.24,False
AAOI,106.66,BASING,0.0,0,19,19,124.82,109.125,1570,weekly,2.31,9 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,19,106.66,105.0601,124.82,62,17.03,11.35,False
AAON,77.93,BASING,0.0,0,15,15,87.83,86.77,107,daily,11.34,10 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,17,77.93,76.7611,87.83,85,12.7,8.47,False
AAOZ,12.36,BASING,0.0,0,20,20,19.48,13.1,639,daily,5.99,30 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,12.36,12.1746,19.48,539,57.61,38.4,False
AAP,41.2001,BASING,0.0,0,19,19,56.18,46.85,933,daily,13.71,55 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,19,41.2001,40.5821,56.18,161,36.36,24.24,False
AAPL,339.51,BASING,0.0,0,9,9,340.03,339.73,30,daily,0.06,8 bear-built-above · rel-vol 0.8x · regime FAVORABLE,True,11,339.51,334.4173,340.03,19,0.15,0.1,False
AAPU,46.12,BASING,0.0,0,7,7,47.71,47.62,10,daily,3.25,3 bear-built-above · rel-vol 0.4x · regime FAVORABLE,True,9,46.12,45.4282,47.71,144,3.45,2.3,False
ABCL,12.6,BASING,0.0,0,18,18,13.07,13.02,6,30m,3.33,18 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,18,12.6,12.411,13.07,529,3.73,2.49,False
ABM,49.43,BASING,0.0,0,20,20,54.91,50.32,459,daily,1.8,30 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,49.43,48.6885,54.91,134,11.09,7.39,False
ABNB,166.93,BASING,0.0,0,20,20,189.0,188.22,79,weekly,12.75,23 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,166.93,164.4261,189.0,39,13.22,8.81,False
ABSI,9.76,BASING,0.0,0,20,20,10.6,10.34,26,weekly,5.94,11 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,21,9.76,9.6136,10.6,683,8.61,5.74,False
ABT,103.12,BASING,0.0,0,20,20,120.73,108.61,1213,daily,5.32,rel-vol 0.6x · regime FAVORABLE,False,20,103.12,101.5732,120.73,64,17.08,11.38,False
ABVX,101.88,BASING,0.0,0,19,19,113.58,113.0,58,daily,10.91,48 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,19,101.88,100.3518,113.58,65,11.48,7.66,False
ACAD,26.45,BASING,0.0,0,20,20,27.45,27.37,8,daily,3.48,38 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,25,26.45,26.0532,27.45,252,3.78,2.52,False
ACHC,28.3,BASING,0.0,0,20,20,40.26,32.5,776,daily,14.84,19 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,20,28.3,27.8755,40.26,235,42.26,28.17,False
ACHR,5.331,BASING,0.0,0,20,20,5.58,5.41,17,weekly,1.48,18 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,20,5.331,5.251,5.58,1250,4.67,3.11,False
ACI,12.1399,BASING,0.0,0,20,20,14.6,12.5,210,daily,2.97,32 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,20,12.1399,11.9578,14.6,549,20.26,13.51,False
ACM,62.5,BASING,0.0,0,20,20,73.3,68.25,505,daily,9.2,13 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,62.5,61.5625,73.3,106,17.28,11.52,False
ACMR,72.0,BASING,0.0,0,15,15,79.41,77.25,216,weekly,7.29,rel-vol 1.7x · regime FAVORABLE,False,16,72.0,70.92,79.41,92,10.29,6.86,False
ACN,186.12,BASING,0.0,0,13,13,215.0,212.84,216,daily,14.36,8 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,13,186.12,183.3282,215.0,35,15.52,10.34,False
ACVA,10.47,BASING,0.0,0,17,17,13.35,11.295,206,daily,7.88,14 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,18,10.47,10.313,13.35,636,27.51,18.34,False
ADBE,252.53,BASING,0.0,0,18,18,266.51,262.805,371,weekly,4.07,41 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,18,252.53,248.7421,266.51,26,5.54,3.69,False
ADBT,0.128,BASING,0.0,0,11,11,0.1472,0.1469,1,30m,14.77,10 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,11,0.128,0.1261,0.1472,52083,15.0,10.0,False
ADI,381.0,BASING,0.0,0,16,16,417.93,405.43,1250,daily,6.41,1 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,19,381.0,375.285,417.93,17,9.69,6.46,False
ADM,83.9801,BASING,0.0,0,20,20,85.18,85.05,14,weekly,1.27,43 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,83.9801,82.7204,85.18,79,1.43,0.95,False
ADPT,27.66,BASING,0.0,0,19,19,28.89,28.49,41,1h,3.0,32 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,19,27.66,27.2451,28.89,241,4.45,2.96,False
ADSK,221.31,BASING,0.0,0,19,19,237.52,232.08,544,daily,4.87,33 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,19,221.31,217.9904,237.52,30,7.32,4.88,False
AEG,9.02,BASING,0.0,0,18,18,9.41,9.39,2,daily,4.1,14 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,19,9.02,8.8847,9.41,739,4.32,2.88,False
AEHG,8.35,BASING,0.0,0,14,14,10.26,9.02,125,weekly,8.02,12 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,14,8.35,8.2248,10.26,798,22.87,15.25,False
AEHL,7.64,BASING,0.0,0,14,14,8.41,8.26,16,daily,8.12,7 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,14,7.64,7.5254,8.41,872,10.08,6.72,False
AEHR,94.5,BASING,0.0,0,17,17,98.1451,97.86,29,10m,3.56,17 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,17,94.5,93.0825,98.1451,70,3.86,2.57,False
AEIS,261.0,BASING,0.0,0,18,18,287.25,267.15,2011,weekly,2.36,45 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,18,261.0,257.085,287.25,25,10.06,6.7,False
AEM,195.7,BASING,0.0,0,17,17,200.36,199.49,88,weekly,1.94,23 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,17,195.7,192.7645,200.36,34,2.38,1.59,False
AEMD,6.18,BASING,0.0,0,6,6,6.34,6.31,4,30m,2.1,3 bear-built-above · rel-vol 0.1x · regime FAVORABLE,True,6,6.18,6.0873,6.34,1078,2.59,1.73,False
AENT,5.0085,BASING,0.0,0,20,20,5.41,5.35,7,45m,6.82,11 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,20,5.0085,4.9334,5.41,1331,8.02,5.34,False
AEO,15.49,BASING,0.0,0,1,1,17.22,17.11,11,daily,10.46,rel-vol 0.7x · regime FAVORABLE,True,1,15.49,15.2576,17.22,430,11.17,7.45,False
AEON,0.251,BASING,0.0,0,20,20,0.2862,0.278,1,daily,10.76,14 bear-built-above · rel-vol 0.0x · regime FAVORABLE,False,20,0.251,0.2472,0.2862,26560,14.02,9.35,False
AEVA,15.08,BASING,0.0,0,18,18,16.9,16.85,5,1h,11.74,4 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,18,15.08,14.8538,16.9,442,12.07,8.05,False
AFRM,71.21,BASING,0.0,0,20,20,77.06,75.8,127,weekly,6.45,24 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,71.21,70.1418,77.06,93,8.22,5.48,False
AG,18.83,BASING,0.0,0,18,18,22.66,21.36,131,daily,13.44,17 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,21,18.83,18.5475,22.66,354,20.34,13.56,False
AGCO,119.9,BASING,0.0,0,20,20,136.5,135.44,107,weekly,12.96,53 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,21,119.9,118.1015,136.5,55,13.84,9.23,False
AGEN,8.2176,BASING,0.0,0,6,6,8.47,8.46,1,10m,2.95,6 bear-built-above · rel-vol 1.4x · regime FAVORABLE,True,6,8.2176,8.0943,8.47,811,3.07,2.05,False
AGI,34.91,BASING,0.0,0,17,17,35.92,35.72,21,weekly,2.32,37 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,17,34.91,34.3863,35.92,190,2.89,1.93,False
AGIO,33.79,BASING,0.0,0,14,14,39.69,37.36,233,daily,10.57,rel-vol 1.0x · regime FAVORABLE,False,15,33.79,33.2831,39.69,197,17.46,11.64,False
AGL,88.13,BASING,0.0,0,20,20,105.0,100.59,441,30m,14.14,29 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,20,88.13,86.808,105.0,75,19.14,12.76,False
AGNC,9.98,BASING,0.0,0,12,12,10.15,10.06,9,weekly,0.8,3 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,12,9.98,9.8303,10.15,668,1.7,1.14,False
AGQ,78.46,BASING,0.0,0,14,14,83.93,83.62,32,45m,6.58,5 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,15,78.46,77.2831,83.93,84,6.97,4.65,False
AGX,380.12,BASING,0.0,0,20,20,413.74,389.85,2389,weekly,2.56,37 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,20,380.12,374.4182,413.74,17,8.84,5.9,False
AI,10.81,BASING,0.0,0,14,14,12.26,11.9,36,daily,10.08,10 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,15,10.81,10.6479,12.26,616,13.41,8.94,False
AIAI,3.4551,BASING,0.0,0,3,3,3.49,3.48,2,15m,0.72,3 bear-built-above · rel-vol 1.8x · regime FAVORABLE,False,3,3.4551,3.4033,3.49,1929,1.01,0.67,False
AIM,0.206,BASING,0.0,0,20,20,0.2217,0.2121,1,weekly,2.96,19 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,20,0.206,0.2029,0.2217,32362,7.62,5.08,False
AIR,116.26,BASING,0.0,0,18,18,125.48,122.5,299,weekly,5.37,28 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,18,116.26,114.5161,125.48,57,7.93,5.29,False
AKAM,116.99,BASING,0.0,0,20,20,122.97,121.49,149,daily,3.85,2 bear-built-above · rel-vol 1.5x · regime FAVORABLE,True,21,116.99,115.2351,122.97,56,5.11,3.41,False
AKAN,3.93,BASING,0,0,0,0,,,,,0,rel-vol 0.1x · regime FAVORABLE,False,1,3.93,3.8711,4.323,1696,10.0,6.67,False
ALAB,336.2,BASING,0.0,0,4,4,354.45,354.0,45,1h,5.29,2 bear-built-above · rel-vol 1.6x · regime FAVORABLE,True,5,336.2,331.157,354.45,19,5.43,3.62,False
ALB,113.0,BASING,0.0,0,18,18,117.52,116.06,146,weekly,2.71,27 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,18,113.0,111.305,117.52,58,4.0,2.67,False
ALC,64.88,BASING,0.0,0,20,20,70.5,69.64,86,weekly,7.34,42 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,20,64.88,63.9068,70.5,102,8.66,5.77,False
ALGT,80.49,BASING,0.0,0,18,18,85.75,84.69,107,weekly,5.22,13 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,18,80.49,79.2826,85.75,82,6.53,4.36,False
ALH,21.66,BASING,0.0,0,20,20,25.47,24.1,137,weekly,11.27,16 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,21.66,21.3351,25.47,307,17.59,11.73,False
ALHC,8.4,BASING,0.0,0,20,20,8.49,8.47,2,1h,0.83,19 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,22,8.4,8.274,8.49,793,1.07,0.71,False
ALKT,18.01,BASING,0.0,0,20,20,19.88,19.56,33,daily,8.61,31 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,18.01,17.7399,19.88,370,10.38,6.92,False
ALMR,35.05,BASING,0.0,0,12,12,36.86,35.2,166,4h,0.43,12 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,12,35.05,34.5242,36.86,190,5.16,3.44,False
ALMS,7.8999,BASING,0.0,0,12,12,8.16,8.15,1,1h,3.17,6 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,12,7.8999,7.7814,8.16,843,3.29,2.19,False
ALNY,244.35,BASING,0.0,0,20,20,249.99,246.99,300,daily,1.08,26 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,244.35,240.6847,249.99,27,2.31,1.54,False
ALOY,9.39,BASING,0.0,0,15,15,10.1,10.035,7,weekly,6.87,3 bear-built-above · rel-vol 1.4x · regime FAVORABLE,True,15,9.39,9.2492,10.1,709,7.56,5.04,False
ALSN,118.86,BASING,0.0,0,19,19,126.94,123.66,329,weekly,4.04,25 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,19,118.86,117.0771,126.94,56,6.8,4.53,False
ALTO,3.97,BASING,0.0,0,20,20,4.0,3.98,3,daily,0.25,22 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,20,3.97,3.9104,4.0,1679,0.76,0.5,False
AMAT,458.18,BASING,0.0,0,19,19,492.32,481.875,1045,weekly,5.17,12 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,20,458.18,451.3073,492.32,14,7.45,4.97,False
AMBA,68.91,BASING,0.0,0,20,20,73.73,72.69,105,weekly,5.49,3 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,68.91,67.8764,73.73,96,6.99,4.66,False
AMBQ,72.8878,BASING,0.0,0,20,20,84.62,82.89,174,weekly,13.72,rel-vol 1.4x · regime FAVORABLE,False,22,72.8878,71.7945,84.62,91,16.1,10.73,False
AMC,2.88,BASING,0.0,0,4,4,3.06,3.03,4,4h,5.21,2 bear-built-above · rel-vol 2.1x · regime FAVORABLE,True,5,2.88,2.8368,3.06,2314,6.25,4.17,False
AMD,608.5,BASING,0.0,0,10,10,619.2511,613.16,610,45m,0.77,10 bear-built-above · rel-vol 2.2x · regime FAVORABLE,True,10,608.5,599.3725,619.2511,10,1.77,1.18,False
AMDL,78.87,BASING,0.0,0,10,10,81.45,79.72,174,45m,1.08,7 bear-built-above · rel-vol 2.2x · regime FAVORABLE,False,12,78.87,77.687,81.45,84,3.27,2.18,False
AMIX,4.0,BASING,0.0,0,20,20,4.59,4.47,13,weekly,11.75,32 bear-built-above · rel-vol 0.0x · regime FAVORABLE,False,20,4.0,3.94,4.59,1666,14.75,9.83,False
AMKR,51.0,BASING,0.0,0,14,14,59.78,57.485,230,daily,12.72,7 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,15,51.0,50.235,59.78,130,17.22,11.48,False
AMLX,32.44,BASING,0.0,0,11,11,37.14,36.98,17,1h,14.0,1 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,11,32.44,31.9534,37.14,205,14.49,9.66,False
AMN,34.24,BASING,0.0,0,20,20,40.92,36.25,468,daily,5.87,16 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,20,34.24,33.7264,40.92,194,19.51,13.01,False
AMR,179.7049,BASING,0.0,0,20,20,209.41,205.32,410,weekly,14.25,16 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,20,179.7049,177.0093,209.41,37,16.53,11.02,False
AMRX,20.3,BASING,0.0,0,20,20,20.4,20.39,1,45m,0.44,22 bear-built-above · rel-vol 2.6x · regime FAVORABLE,False,20,20.3,19.9955,20.4,328,0.49,0.33,False
