ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAOI,170.4901,BASING,0.0,0,5,5,203.57,191.25,1232,daily,12.18,6 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,170.4901,167.9327,203.57,39,19.4,12.94,False
ABAT,3.808,BASING,0.0,0,5,5,4.32,4.205,12,daily,10.43,5 bear-built-above · rel-vol 1.6x · regime FAVORABLE,True,6,3.808,3.7509,4.32,1750,13.45,8.96,False
ACHV,5.4984,BASING,0.0,0,5,5,5.79,5.6,20,daily,1.85,rel-vol 1.6x · regime FAVORABLE,False,5,5.4984,5.4159,5.79,1212,5.3,3.54,False
ADNT,23.47,BASING,0.0,0,5,5,24.86,24.74,13,weekly,5.41,6 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,23.47,23.1179,24.86,284,5.92,3.95,False
ADTN,17.21,BASING,0.0,0,5,5,18.97,18.86,11,15m,9.59,7 bear-built-above · rel-vol 1.9x · regime FAVORABLE,True,5,17.21,16.9519,18.97,387,10.23,6.82,False
AEMD,2.591,BASING,0.0,0,5,5,2.88,2.85,3,1h,10.0,4 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,2.591,2.5521,2.88,2573,11.15,7.44,False
AEVA,26.02,BASING,0.0,0,5,5,29.6,29.4301,17,5m,13.11,5 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,5,26.02,25.6297,29.6,256,13.76,9.17,False
AFRM,74.2,BASING,0.0,0,3,3,76.39,76.0,40,daily,2.43,rel-vol 0.9x · regime FAVORABLE,True,3,74.2,73.087,76.39,89,2.95,1.97,False
AIIO,2.68,BASING,0.0,0,4,4,2.87,2.71,17,daily,1.12,10 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,4,2.68,2.6398,2.87,2487,7.09,4.73,False
AIM,0.4032,BASING,0.0,0,5,5,0.4562,0.4535,1,5m,12.48,rel-vol 1.5x · regime FAVORABLE,False,5,0.4032,0.3972,0.4562,16534,13.14,8.76,False
ALLO,2.24,BASING,0.0,0,1,1,2.52,2.51,2,1h,12.05,rel-vol 1.0x · regime FAVORABLE,True,1,2.24,2.2064,2.52,2976,12.5,8.33,False
ALP,0.3902,BASING,0.0,0,5,5,0.4461,0.4398,1,daily,12.71,6 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,5,0.3902,0.3843,0.4461,17085,14.33,9.55,False
ALTO,5.25,BASING,0.0,0,5,5,5.56,5.4,16,daily,2.86,5 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,5,5.25,5.1712,5.56,1269,5.9,3.94,False
AMKR,71.75,BASING,0.0,0,4,4,76.69,74.6,210,daily,3.97,15 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,4,71.75,70.6737,76.69,92,6.89,4.59,False
AMPG,4.7,BASING,0.0,0,5,5,4.87,4.77,11,daily,1.49,17 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,4.7,4.6295,4.87,1418,3.62,2.41,False
AMR,218.05,BASING,0.0,0,5,5,260.52,250.24,1028,daily,14.76,rel-vol 1.1x · regime FAVORABLE,False,5,218.05,214.7793,260.52,30,19.48,12.98,False
AMWD,48.09,BASING,0.0,0,5,5,50.1,49.56,54,weekly,3.06,rel-vol 2.7x · regime FAVORABLE,False,5,48.09,47.3687,50.1,138,4.18,2.79,False
AMZE,0.1555,BASING,0.0,0,4,4,0.1674,0.1659,1,5m,6.69,2 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,4,0.1555,0.1532,0.1674,42872,7.68,5.12,False
ANF,82.1,BASING,0.0,0,5,5,94.36,93.4,96,weekly,13.76,7 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,5,82.1,80.8685,94.36,81,14.93,9.96,False
AOSL,49.92,BASING,0.0,0,5,5,53.4,53.0,40,1h,6.17,10 bear-built-above · rel-vol 1.0x · regime FAVORABLE,True,5,49.92,49.1712,53.4,133,6.97,4.65,False
APGE,77.82,BASING,0.0,0,5,5,82.24,78.0,424,daily,0.23,17 bear-built-above · rel-vol 1.6x · regime FAVORABLE,False,5,77.82,76.6527,82.24,85,5.68,3.79,False
APLD,49.72,BASING,0.0,0,3,3,49.93,49.88,5,5m,0.32,rel-vol 0.9x · regime FAVORABLE,True,3,49.72,48.9742,49.93,134,0.42,0.28,False
APP,605.4,BASING,0.0,0,2,2,609.891,609.11,79,1h,0.61,rel-vol 1.1x · regime FAVORABLE,True,5,605.4,596.319,609.891,11,0.74,0.49,False
APPS,8.28,BASING,0.0,0,5,5,8.38,8.3006,8,1m,0.25,2 bear-built-above · rel-vol 3.3x · regime FAVORABLE,False,5,8.28,8.1558,8.38,805,1.21,0.81,False
ARRY,9.365,BASING,0.0,0,2,2,9.415,9.41,1,1m,0.48,2 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,2,9.365,9.2245,9.415,711,0.53,0.36,False
ASPN,6.3401,BASING,0.0,0,5,5,6.84,6.5,34,15m,2.52,3 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,6.3401,6.245,6.84,1051,7.88,5.26,False
ASST,17.81,BASING,0.0,0,5,5,19.14,19.0,15,1h,6.68,13 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,6,17.81,17.5428,19.14,374,7.47,4.98,False
ASTC,35.68,BASING,0.0,0,5,5,40.392,40.0,40,5m,12.11,3 bear-built-above · rel-vol 5.0x · regime FAVORABLE,True,5,35.68,35.1448,40.392,186,13.21,8.8,False
ASTI,7.35,BASING,0.0,0,5,5,7.8,7.626,18,5m,3.76,10 bear-built-above · rel-vol 2.4x · regime FAVORABLE,True,5,7.35,7.2397,7.8,907,6.12,4.08,False
ASTS,115.58,BASING,0.0,0,4,4,130.79,120.8,999,15m,4.52,10 bear-built-above · rel-vol 0.9x · regime FAVORABLE,True,6,115.58,113.8463,130.79,57,13.16,8.77,False
ATPC,5.68,BASING,0.0,0,5,5,6.4208,6.42,1,1h,13.03,9 bear-built-above · rel-vol 9.2x · regime FAVORABLE,True,5,5.68,5.5948,6.4208,1173,13.04,8.69,False
AVAV,218.0,BASING,0.0,0,5,5,229.8,229.5,31,weekly,5.28,5 bear-built-above · rel-vol 3.2x · regime FAVORABLE,False,8,218.0,214.73,229.8,30,5.41,3.61,False
AXTI,116.9,BASING,0.0,0,5,5,122.6699,122.5,17,5m,4.79,20 bear-built-above · rel-vol 0.6x · regime FAVORABLE,True,5,116.9,115.1465,122.6699,57,4.94,3.29,False
BATL,1.52,BASING,0.0,0,3,3,1.67,1.535,14,daily,0.99,8 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,3,1.52,1.4972,1.67,4385,9.87,6.58,False
BB,9.41,BASING,0.0,0,4,4,9.56,9.53,4,1m,1.28,rel-vol 1.0x · regime FAVORABLE,True,4,9.41,9.2689,9.56,708,1.59,1.06,False
BBAI,5.4394,BASING,0.0,0,4,4,6.01,5.97,5,daily,9.75,rel-vol 1.6x · regime FAVORABLE,False,5,5.4394,5.3578,6.01,1225,10.49,6.99,False
