ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,132.49,142.8,129.09,138.08,REJECTED_PDH,ABOVE_PDL,True,143.98,134.28,0.0,BELOW_ORL,0.19,False,False,0.19,1.5,18,AVOID_LONG,84,CONTINUATION_SHORT
AEM,180.25,187.9944,183.7711,185.18,BELOW_PDH,BELOW_PDL,True,182.9,179.32,0.26,OR_BOTTOM_THIRD,0.459,False,True,0.459,1.85,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
AHMA,1.61,1.7299,1.61,1.65,BELOW_PDH,TESTING_PDL,True,1.669,1.6,0.145,OR_BOTTOM_THIRD,0.143,False,False,,,58,RELOAD_ZONE,50,AVOID_SHORT_CHASE
AIRO,10.8,8.715,8.39,8.49,ABOVE_PDH,ABOVE_PDL,True,11.7799,9.9,0.479,OR_MIDDLE,0.479,False,False,0.479,0.66,62,CONTINUATION_LONG,42,NEUTRAL
AMKR,58.4,57.18,55.52,55.59,ABOVE_PDH,RECLAIMED_PDL,True,57.9,55.05,1.0,ABOVE_ORH,0.949,False,False,0.949,1.73,96,AVOID_LONG_CHASE,18,AVOID_SHORT
AMPG,3.94,6.5,6.17,6.41,REJECTED_PDH,BELOW_PDL,True,6.5,6.19,0.0,BELOW_ORL,0.0,False,False,0.0,1.89,6,AVOID_LONG,96,AVOID_SHORT_CHASE
ARCO,8.3,7.98,7.87,7.9,ABOVE_PDH,ABOVE_PDL,True,8.45,8.25,0.25,OR_BOTTOM_THIRD,0.595,False,False,0.595,1.18,70,CONTINUATION_LONG,42,NEUTRAL
ARX,19.53,13.645,12.35,13.61,ABOVE_PDH,ABOVE_PDL,True,19.62,19.51,0.182,OR_BOTTOM_THIRD,0.471,False,False,0.471,0.82,70,CONTINUATION_LONG,42,NEUTRAL
AXTX,10.975,12.56,9.73,11.14,BELOW_PDH,ABOVE_PDL,True,11.8,10.2,0.484,OR_MIDDLE,0.484,False,False,0.484,0.44,50,NEUTRAL,50,NEUTRAL
BFLY,8.9,9.64,9.12,9.45,REJECTED_PDH,BELOW_PDL,True,9.74,9.35,0.0,BELOW_ORL,0.077,False,True,0.077,3.22,0,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
