ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
YYGH,Long,BREAKOUT,T3-LONG_WATCH,33,1.47,1.41,1.6607,,3.2,0.06,False,1.47,0.0,INSIDE,1,1,HIGHWAY,WAITING,0.48,0.5,True,NANO,1.57,1.44,1.32,1.56,18.2,MID,MID,5,1,5,13.0,D,,,,,,,,,,,,,True,0.26542499999999997,0.23,N/A,
UBXG,Long,BOUNCE,T2-LONG,100,5.03,4.4621,8.7965,5.2,6.6,0.5679,,5.03,3.0,CLOSE,1,1,HIGHWAY,EXCITED,1.32,,,NANO,0.46,5.2,5.04,5.36,6.3,DISCOUNT,DISCOUNT,40,2,1,74.9,C,4h,4.88,4.6014,9400005.0,0.2,0.6,0.0,1.0,195.8,9.0,3.0,0.59,True,,,N/A,
