ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
RDW,LONG,CONVICTION,95.0,BULL_BOUNCE_PENDING,17.28,16.42,19.55,,115,2.63,15.119999885559082,16.440000534057617,14.71500015258789,64219200.0,-12.5,STOPPED,-1.0,FAVORABLE,MARKET,5,MINOR,2026-07-14_1726,2026-06-12
BHE,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,89.34,83.5,93.81,,17,0.76,89.93000030517578,91.19999694824219,87.61000061035156,380400.0,0.66,CLOSED,0.1,FAVORABLE,MARKET,5,VACUUM,2026-07-14_1726,2026-06-12
MNTS,LONG,CONVICTION,93.0,BULL_BOUNCE_PENDING,15.19,14.43,17.33,17.04,131,2.81,11.949999809265137,14.40999984741211,11.545000076293945,10849500.0,-21.35,STOPPED,-1.0,FAVORABLE,MARKET,5,MINOR,2026-07-14_1726,2026-06-12
AKAN,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,15.35,14.58,16.96,,130,2.1,18.540000915527344,25.010000228881836,16.700000762939453,5374300.0,20.78,NO_FILL,0.0,FAVORABLE,MARKET,5,CONVICTION,2026-07-14_1726,2026-06-12
INTC,LONG,CONVICTION,86.6,BULL_BOUNCE_PENDING,114.89,106.5,120.63,,11,0.69,124.56999969482422,127.5999984741211,115.33000183105469,151169400.0,6.26,NO_FILL,0.0,FAVORABLE,LIMIT,5,VACUUM,2026-07-14_1726,2026-06-12
ATRO,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,97.22,94.33,102.08,,34,1.68,76.61611938476562,79.72067260742188,75.4988021850586,1102765.0,-21.01,STOPPED,-1.0,FAVORABLE,STOP,2,MINOR,2026-07-14_1726,2026-06-12
RUBI,LONG,CONVICTION,83.8,BULL_BOUNCE_PENDING,1.16,0.95,1.22,,466,0.27,11.699999809265137,31.0,11.625,10588960.0,1362.68,NO_FILL,0.0,FAVORABLE,STOP,1,COMPRESSION,2026-07-14_1726,2026-06-12
ELVN,LONG,CONVICTION,83.7,BULL_BOUNCE_PENDING,44.77,40.63,47.01,,24,0.54,46.130001068115234,47.36000061035156,39.0,6145900.0,17.53,STOPPED,-1.0,FAVORABLE,STOP,5,MINOR,2026-07-14_1726,2026-06-12
NUTX,LONG,CONVICTION,83.0,BULL_BOUNCE_CONFIRMED,147.01,137.82,154.36,,10,0.8,144.39999389648438,150.0,141.19000244140625,87000.0,-1.78,CLOSED_LOSS,-0.28,FAVORABLE,LIMIT,3,VACUUM,2026-07-14_1726,2026-06-12
SEPN,LONG,CONVICTION,82.6,BULL_BOUNCE_PENDING,35.69,32.71,37.47,,33,0.6,35.95000076293945,36.2599983215332,33.849998474121094,475900.0,8.35,CLOSED,0.09,FAVORABLE,STOP,1,MINOR,2026-07-14_1726,2026-06-12
MBX,LONG,CONVICTION,82.0,BULL_BOUNCE,33.0,30.53,37.1,,40,1.66,35.5099983215332,36.8380012512207,32.0,2156500.0,7.61,CLOSED,1.02,FAVORABLE,LIMIT,5,MINOR,2026-07-14_1726,2026-06-12
HOV,LONG,CONVICTION,80.0,CHANNEL_GAP_BREAKOUT_LONG,120.8,117.18,126.84,,27,1.67,120.72000122070312,125.98999786376953,116.0,99500.0,-0.07,STOPPED,-1.0,FAVORABLE,LIMIT,5,CONVICTION,2026-07-14_1726,2026-06-12
PMNT,LONG,CONVICTION,80.0,BULL_BOUNCE_PENDING,0.24,0.23,0.27,0.28,8441,2.54,0.22300000488758087,0.23999999463558197,0.13600000739097595,7325900.0,-10.8,STOPPED,-1.0,FAVORABLE,STOP,4,COMPRESSION,2026-07-14_1726,2026-06-12
