ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAL,13.79,BASING,0.0,0,5,5,14.64,14.34,31,daily,3.99,9 bear-built-above · rel-vol 1.5x · regime HOSTILE,False,6,13.79,13.5831,14.64,483,6.16,4.11,False
AAOI,205.9,BASING,0.0,0,4,4,226.7,225.7143,99,15m,9.62,3 bear-built-above · rel-vol 1.2x · regime HOSTILE,True,4,205.9,202.8115,226.7,32,10.1,6.73,False
AAP,58.45,BASING,0.0,0,5,5,61.825,61.78,5,15m,5.7,18 bear-built-above · rel-vol 1.1x · regime HOSTILE,True,5,58.45,57.5733,61.825,114,5.77,3.85,False
ABAT,3.6207,BASING,0.0,0,5,5,4.145,4.14,1,15m,14.34,18 bear-built-above · rel-vol 7.1x · regime HOSTILE,False,8,3.6207,3.5664,4.145,1841,14.48,9.65,False
ABVX,101.79,BASING,0.0,0,5,5,112.73,112.0,74,15m,10.03,15 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,5,101.79,100.2632,112.73,65,10.75,7.17,False
ACHC,25.33,BASING,0.0,0,5,5,26.125,26.1,3,1h,3.04,11 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,5,25.33,24.95,26.125,263,3.14,2.09,False
ACHV,5.48,BASING,0.0,0,5,5,5.79,5.6,20,daily,2.19,6 bear-built-above · rel-vol 0.8x · regime HOSTILE,True,5,5.48,5.3978,5.79,1216,5.66,3.77,False
ACMR,84.8,BASING,0.0,0,5,5,85.602,85.27,34,daily,0.55,13 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,5,84.8,83.528,85.602,78,0.95,0.63,False
AD,51.22,BASING,0.0,0,5,5,75.52,53.66,2186,daily,4.76,11 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,5,51.22,50.4517,75.52,130,47.44,31.63,False
ADNT,22.07,BASING,0.0,0,5,5,24.86,24.74,13,weekly,12.1,15 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,5,22.07,21.7389,24.86,302,12.64,8.43,False
ADTN,16.27,BASING,0.0,0,5,5,17.56,17.27,29,daily,6.15,33 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,5,16.27,16.0259,17.56,409,7.93,5.29,False
AEHR,99.05,BASING,0.0,0,5,5,107.31,106.7938,52,15m,7.82,8 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,5,99.05,97.5643,107.31,67,8.34,5.56,False
AESI,17.28,BASING,0.0,0,5,5,19.22,18.84,38,daily,9.03,10 bear-built-above · rel-vol 1.3x · regime HOSTILE,False,5,17.28,17.0208,19.22,385,11.23,7.48,False
AEVA,23.79,BASING,0.0,0,4,4,25.31,24.4,92,daily,2.56,14 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,4,23.79,23.4331,25.31,280,6.39,4.26,False
AIB,1.76,BASING,0.0,0,5,5,2.16,2.0235,14,5m,14.97,2 bear-built-above · rel-vol 2.7x · regime HOSTILE,False,5,1.76,1.7336,2.16,3787,22.73,15.15,False
AIIO,2.83,BASING,0.0,0,4,4,2.93,2.88,6,5m,1.77,6 bear-built-above · rel-vol 0.1x · regime HOSTILE,False,4,2.83,2.7875,2.93,2355,3.53,2.36,False
AIM,0.4634,BASING,0.0,0,5,5,0.4867,0.4861,1,5m,4.9,6 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,5,0.4634,0.4564,0.4867,14386,5.03,3.35,False
AIRJ,4.85,BASING,0.0,0,5,5,5.09,5.08,1,5m,4.74,21 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,5,4.85,4.7772,5.09,1374,4.95,3.3,False
ALEC,1.62,BASING,0.0,0,5,5,1.86,1.855,1,15m,14.51,11 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,5,1.62,1.5957,1.86,4115,14.81,9.88,False
ALKT,15.8,BASING,0.0,0,5,5,17.79,17.44,35,daily,10.38,14 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,5,15.8,15.563,17.79,421,12.59,8.4,False
ALMU,25.3342,BASING,0.0,0,5,5,26.29,26.01,28,1h,2.67,8 bear-built-above · rel-vol 0.5x · regime HOSTILE,False,5,25.3342,24.9542,26.29,263,3.77,2.52,False
ALOY,14.35,BASING,0.0,0,4,4,14.46,14.45,2,5m,0.7,4 bear-built-above · rel-vol 1.5x · regime HOSTILE,True,4,14.35,14.1347,14.46,464,0.77,0.51,False
ALP,0.2765,BASING,0.0,0,3,3,0.3091,0.2844,3,daily,2.86,3 bear-built-above · rel-vol 0.2x · regime HOSTILE,False,3,0.2765,0.2724,0.3091,24110,11.79,7.86,False
ALTO,5.629,BASING,0.0,0,5,5,5.655,5.65,1,1m,0.37,6 bear-built-above · rel-vol 1.2x · regime HOSTILE,False,5,5.629,5.5446,5.655,1184,0.46,0.31,False
AMAT,502.25,BASING,0.0,0,1,1,503.595,503.49,11,5m,0.25,1 bear-built-above · rel-vol 1.2x · regime HOSTILE,True,1,502.25,494.7163,503.595,13,0.27,0.18,False
AMBA,71.42,BASING,0.0,0,5,5,73.8,72.05,175,daily,0.88,13 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,6,71.42,70.3487,73.8,93,3.33,2.22,False
AMKR,70.0,BASING,0.0,0,5,5,75.2,73.82,139,daily,5.46,10 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,7,70.0,68.95,75.2,95,7.43,4.95,False
AMPG,7.4,BASING,0,0,0,0,,,,,0,rel-vol 1.5x · regime HOSTILE,True,0,7.4,7.289,8.14,900,10.0,6.67,False
AMPL,7.17,BASING,0.0,0,5,5,7.66,7.57,9,weekly,5.58,15 bear-built-above · rel-vol 1.3x · regime HOSTILE,False,5,7.17,7.0625,7.66,929,6.83,4.56,False
AMSC,44.41,BASING,0.0,0,5,5,50.94,49.47,147,weekly,11.39,8 bear-built-above · rel-vol 1.1x · regime HOSTILE,False,5,44.41,43.7438,50.94,150,14.7,9.8,False
AMZE,0.1313,BASING,0.0,0,5,5,0.1375,0.135,1,weekly,2.82,12 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,5,0.1313,0.1293,0.1375,50774,4.72,3.15,False
AOSL,44.17,BASING,0.0,0,5,5,52.72,50.25,247,daily,13.76,23 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,5,44.17,43.5074,52.72,150,19.36,12.9,False
APPN,24.43,BASING,0.0,0,5,5,27.9,27.85,5,weekly,14.0,15 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,5,24.43,24.0635,27.9,272,14.2,9.47,False
ARDT,8.83,BASING,0.0,0,5,5,13.97,9.33,465,daily,5.66,8 bear-built-above · rel-vol 1.6x · regime HOSTILE,False,5,8.83,8.6975,13.97,755,58.21,38.81,False
AREC,2.1543,BASING,0.0,0,5,5,2.38,2.305,8,daily,7.0,20 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,5,2.1543,2.122,2.38,3094,10.48,6.98,False
ARHS,6.3,BASING,0.0,0,5,5,7.38,7.075,31,daily,12.3,19 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,5,6.3,6.2055,7.38,1058,17.14,11.43,False
ASAN,7.71,BASING,0.0,0,4,4,7.84,7.82,2,weekly,1.43,15 bear-built-above · rel-vol 0.6x · regime HOSTILE,False,4,7.71,7.5943,7.84,864,1.69,1.12,False
ASO,51.84,BASING,0.0,0,5,5,57.19,57.1,9,weekly,10.15,5 bear-built-above · rel-vol 2.0x · regime HOSTILE,False,6,51.84,51.0624,57.19,128,10.32,6.88,False
ASST,15.2,BASING,0.0,0,5,5,17.67,16.95,73,weekly,11.51,14 bear-built-above · rel-vol 0.8x · regime HOSTILE,False,8,15.2,14.972,17.67,438,16.25,10.83,False
ASTC,27.29,BASING,0.0,0,5,5,27.89,27.3,59,1h,0.04,19 bear-built-above · rel-vol 0.1x · regime HOSTILE,False,5,27.29,26.8806,27.89,244,2.2,1.47,False
ASTI,7.7,BASING,0.0,0,5,5,7.93,7.89,5,1h,2.47,7 bear-built-above · rel-vol 1.0x · regime HOSTILE,False,5,7.7,7.5845,7.93,865,2.99,1.99,False
ATOM,8.67,BASING,0.0,0,5,5,9.64,9.5,15,weekly,9.57,7 bear-built-above · rel-vol 0.7x · regime HOSTILE,False,5,8.67,8.5399,9.64,768,11.19,7.46,False
ATPC,3.1382,BASING,0.0,0,5,5,3.5,3.42,9,5m,8.98,4 bear-built-above · rel-vol 0.0x · regime HOSTILE,False,5,3.1382,3.0911,3.5,2124,11.53,7.69,False
ATYR,0.4688,BASING,0.0,0,5,5,0.504,0.5022,1,15m,7.12,8 bear-built-above · rel-vol 0.4x · regime HOSTILE,False,5,0.4688,0.4618,0.504,14220,7.51,5.01,False
AVAH,6.64,BASING,0.0,0,5,5,7.2986,7.11,19,1h,7.08,14 bear-built-above · rel-vol 0.9x · regime HOSTILE,False,5,6.64,6.5404,7.2986,1004,9.92,6.61,False
