ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
XMTR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,92.5,86.23,103.21,,15,1.71,92.33999633789062,93.76000213623047,88.01000213623047,1243500.0,-0.17,CLOSED_LOSS,-0.03,FAVORABLE,MARKET,20,CONVICTION,2026-08-21_1724,2026-08-05
XYZ,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,84.11,76.76,88.32,,13,0.57,84.19999694824219,86.75,83.66999816894531,8553200.0,0.11,CLOSED,0.01,FAVORABLE,MARKET,17,COMPRESSION,2026-08-21_1724,2026-08-05
PLTR,LONG,CONVICTION,98.7,BULL_BOUNCE_PENDING,159.42,151.45,181.02,,12,2.71,158.42999267578125,166.0800018310547,158.25,63515900.0,-0.62,CLOSED_LOSS,-0.12,FAVORABLE,MARKET,15,CONVICTION,2026-08-21_1724,2026-08-05
DAL,LONG,CONVICTION,97.1,BULL_BOUNCE_PENDING,92.77,87.0,97.41,,17,0.8,93.13999938964844,95.01000213623047,93.05999755859375,5028300.0,0.4,NO_FILL,0.0,FAVORABLE,MARKET,8,MINOR,2026-08-21_1724,2026-08-05
DXST,LONG,CONVICTION,96.5,BULL_BOUNCE_PENDING,2.55,2.42,2.86,2.87,784,2.43,2.5899999141693115,2.700000047683716,2.312000036239624,224700.0,1.57,STOPPED,-1.0,FAVORABLE,MARKET,11,MINOR,2026-08-21_1724,2026-08-05
APP,LONG,CONVICTION,96.2,BULL_BOUNCE_CONFIRMED,429.5,402.73,479.9,,3,1.88,417.79998779296875,437.7900085449219,416.0899963378906,10805000.0,-2.72,CLOSED_LOSS,-0.44,FAVORABLE,LIMIT,17,MINOR,2026-08-21_1724,2026-08-05
GRAB,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,3.72,3.48,3.91,,410,0.76,3.740000009536743,3.759999990463257,3.5899999141693115,70131300.0,0.54,CLOSED,0.08,FAVORABLE,MARKET,8,MINOR,2026-08-21_1724,2026-08-05
COHR,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,323.85,307.66,358.07,370.11,6,2.11,328.2200012207031,347.6600036621094,319.3999938964844,5780900.0,1.35,CLOSED,0.27,FAVORABLE,MARKET,18,CONVICTION,2026-08-21_1724,2026-08-05
EWTX,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,44.55,42.32,48.09,,44,1.59,44.9900016784668,45.93000030517578,44.369998931884766,1734400.0,0.99,CLOSED,0.2,FAVORABLE,MARKET,9,MINOR,2026-08-21_1724,2026-08-05
SMCI,LONG,CONVICTION,89.8,BULL_BOUNCE_PENDING,30.65,28.4,35.6,,44,2.19,30.31999969482422,31.780000686645508,30.290000915527344,35605000.0,-3.07,CLOSED_LOSS,-0.15,FAVORABLE,LIMIT,11,CONVICTION,2026-08-21_1724,2026-08-05
