ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
TC,Long,PULLBACK,T2-LONG,77,1.85,1.6781,2.1938,,2.0,0.1719,1.85,4.9,APPROACH,2,1,1m,1.7588,1.73,OPEN_ROAD,EXCITED,1.34,30279.0,19.2,6.4,31790291.0,1.0,504.0,66.0,8.0,26.41,MED,0.28,8.105,8.01,8.2,2.4,DISCOUNT,DISCOUNT,2,1,2,7.6,D,,,,True,1.1466714285714286,0.15,N/A,,COMMS,,NEUTRAL,,0.52,,-0.13,0.52,0.5,1.0,0.0,1.0,0.52,1.106,FAVORABLE,1.73,1.85,1.87,1926,581,521,8.94,2.0,1.69,3331.98,1074.85,974.27,10:30,1.6781,2.1938,PULLBACK_LIMIT,,,
OLLI,Long,PULLBACK,T2-LONG,87,76.88,69.84,90.96,,2.0,7.04,76.88,4.3,APPROACH,5,3,"1d,1h,4h",73.61,72.0,OPEN_ROAD,EXCITED,1.1,298911559.0,1.2,1.1,0.0,0.0,8.6,21.0,8.0,60.19,HIGH,0.05,72.59,72.33,72.85,0.7,PREMIUM,PREMIUM,371,1,264,13.0,D,,,,False,3.82425,1.84,N/A,,CONS_DISC,,NEUTRAL,,0.72,,3.09,0.72,0.5,0.857,0.286,0.714,0.72,1.0946,FAVORABLE,72.0,76.88,77.6488,46,14,12,8.78,2.0,1.7,3312.0,1076.32,931.79,10:30,69.84,90.96,PULLBACK_LIMIT,,,
PRGO,Long,BOUNCE,T1-STRONG_LONG,100,10.39,9.7485,11.673,,2.0,0.6415,10.39,2.3,CLOSE,4,4,"1d,1h,30m,4h",10.15,10.05,HIGHWAY,EXCITED,0.71,48427253.0,0.9,2.3,0.0,1.0,11.8,20.0,8.0,137.65,HIGH,0.03,10.1,10.05,10.15,1.0,PREMIUM,MID,64,2,32,2.0,C,,,,True,0.5491428571428569,1.17,N/A,,HEALTHCARE,,STRONG,,0.84,,4.26,0.84,0.5,0.643,0.786,0.571,0.84,0.9449,FAVORABLE,10.05,10.39,10.4939,331,155,134,5.38,2.0,1.58,3326.55,1610.45,1406.18,10:30,9.7485,11.673,PULLBACK_LIMIT,,,
AMTM,Long,BOUNCE,T2-LONG,99,20.67,19.6522,22.7056,,2.0,1.0178,20.67,0.3,CLOSE,5,5,"15m,1d,1h,30m,4h",20.6,20.26,OPEN_ROAD,EXCITED,1.23,77750709.0,1.2,1.2,0.0,0.0,7.2,18.0,8.0,152.34,HIGH,0.01,20.365,20.23,20.5,1.3,PREMIUM,PREMIUM,120,1,33,2.8,D,,,,False,0.7791000000000007,1.31,N/A,,TECH,,STRONG,,0.8,,3.44,0.8,0.5,0.0,0.429,0.143,0.8,0.9329,FAVORABLE,20.26,20.67,20.8767,164,98,81,4.02,2.0,1.49,3322.64,2025.66,1691.01,10:30,19.6522,22.7056,PULLBACK_LIMIT,,,
PRCH,Long,BOUNCE,T1-STRONG_LONG,100,15.04,13.9584,17.2032,,2.0,1.0816,15.04,2.1,CLOSE,5,4,"10m,1h,4h,5m",14.73,14.3901,HIGHWAY,EXCITED,1.04,7591325.0,1.0,1.9,0.0,1.0,18.7,54.0,8.0,84.4,HIGH,0.02,14.585,14.6,14.57,-0.2,FLAT,FLAT,535,10,275,12.8,A,,,,True,0.8086642857142856,1.34,N/A,,TECH,,STRONG,,0.8,,3.44,0.8,0.5,0.429,0.786,0.357,0.8,0.9114,FAVORABLE,14.3901,15.04,15.1904,231,92,81,6.52,2.0,1.63,3324.11,1383.68,1230.42,10:30,13.9584,17.2032,PULLBACK_LIMIT,,,
HLN,Long,BOUNCE,T2-LONG,100,9.33,8.7106,10.5688,9.355,2.0,0.6194,9.33,0.4,CLOSE,3,2,"1d,30m",9.29,8.98,OPEN_ROAD,EXCITED,1.15,267397562.0,0.7,0.9,1318807.0,0.0,2.2,42.0,8.0,4430.23,MEGA,0.0,9.355,9.33,9.38,0.5,DISCOUNT,DISCOUNT,384,1,92,2.5,D,,,,True,0.1683142857142859,3.68,N/A,,HEALTHCARE,,STRONG,,0.84,,4.26,0.84,0.5,0.143,0.786,0.0,0.84,0.9091,FAVORABLE,8.98,9.33,9.4233,371,161,140,5.9,2.0,1.61,3331.58,1502.13,1319.26,10:30,8.7106,10.5688,PULLBACK_LIMIT,,,
CG,Long,BOUNCE,T2-LONG,85,42.11,39.3044,47.7212,,2.0,2.8056,42.11,1.2,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",41.6,40.52,OPEN_ROAD,EXCITED,1.88,106172873.0,1.0,1.5,0.0,1.0,8.6,16.0,8.0,261.67,MEGA,0.02,40.625,40.52,40.73,0.5,PREMIUM,PREMIUM,195,1,99,4.7,D,,,,False,1.7774999999999987,1.58,N/A,,FINANCIAL,,NEUTRAL,,0.28,,-0.5,0.28,0.5,0.286,0.143,0.357,0.28,0.9054,FAVORABLE,40.52,42.11,42.5311,82,35,30,5.92,2.0,1.61,3322.64,1473.85,1275.93,10:30,39.3044,47.7212,PULLBACK_LIMIT,,,
FBIN,Long,BOUNCE,T1-STRONG_LONG,100,54.9,49.4409,65.8182,,2.0,5.4591,54.9,2.3,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",53.66,50.97,MIXED,EXCITED,2.03,1434802817.0,2.6,2.0,0.0,2.0,32.9,49.0,8.0,118.58,HIGH,0.06,51.51,50.97,52.05,2.1,PREMIUM,PREMIUM,5139,8,3655,99.9,A,,,,False,2.564557142857143,2.13,N/A,,MATERIALS,,COLD,,0.04,,-0.08,0.04,0.5,0.643,0.786,0.857,0.04,0.6477,FAVORABLE,50.97,54.9,55.449,65,18,16,9.71,2.0,1.73,3313.05,988.2,887.18,10:30,49.4409,65.8182,PULLBACK_LIMIT,,,
