ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
NBIS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,152.5,daily,log_regression,AT_LOWER,0.164,10,117.4,125.0,daily,18.03,95.83,nearest_support_gap_hi,151.09,True,True,0.92,0.93,96.63,96.63,2.32,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close | early_positive_momentum
MEI,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,12.9,daily,log_regression,AT_LOWER,0.019,14,9.4,9.57,daily,25.81,100.0,lower,12.67,True,True,1.78,1.82,57.98,57.98,5.74,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high",deep_damage_pullback | early_trigger_not_chase
TER,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,331.0,daily,log_regression,AT_LOWER,0.006,21,249.53,258.155,daily,22.01,97.52,lower,329.09,True,False,0.58,0.58,47.47,47.47,5.05,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
DMRA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,27.78,1h,log_regression,AT_LOWER,0.054,8,21.23,21.51,weekly,22.57,100.0,nearest_support_gap_hi,27.67,True,True,0.4,0.4,25.59,25.59,2.41,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close | near_term_selling_pressure
OMDA,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,19.8,daily,log_regression,AT_LOWER,0.23,14,17.64,17.81,weekly,10.05,100.0,nearest_support_gap_hi,19.79,True,False,0.05,0.05,23.38,23.38,2.93,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 23.38% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
ALIT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,19.89,1h,log_regression,AT_LOWER,0.062,12,18.87,19.24,daily,3.27,86.73,nearest_support_gap_hi,19.83,True,True,0.3,0.3,19.05,19.05,2.01,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 19.05% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
LIFE,EARLY_RECLAIM_TRIGGER,88.8,99.0,99.0,EARLY_RECLAIM_TRIGGER,19.5,1h,log_regression,MID,0.386,9,18.5,18.88,weekly,3.18,100.0,nearest_support_gap_hi,19.12,True,True,1.95,1.99,66.67,66.67,2.21,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high",deep_damage_pullback | early_trigger_not_chase | overhead_gap_too_close
HOOD,EARLY_STRUCTURAL_MATCH,96.8,88.0,88.0,TOO_EARLY_OR_LOOSE,89.76,weekly,log_regression,AT_LOWER,0.057,9,54.65,59.18,weekly,34.07,100.0,nearest_support_gap_hi,89.05,True,True,0.79,0.8,33.75,33.75,2.52,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
SNXX,EARLY_RECLAIM_TRIGGER,72.6,83.0,83.0,EARLY_RECLAIM_TRIGGER,6.7491,1h,log_regression,OUTSIDE_DOWN,-0.422,4,5.5138,5.8288,weekly,13.64,95.88,nearest_support_gap_hi,6.7375,True,True,0.17,0.17,631.06,631.06,3.87,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",late_or_far_from_channel_envelope | deep_damage_pullback | early_trigger_not_chase
CLYM,EARLY_STRUCTURAL_MATCH,96.2,82.0,82.0,TOO_EARLY_OR_LOOSE,12.0,daily,log_regression,AT_LOWER,0.192,5,11.34,11.45,daily,4.58,93.9,nearest_support_gap_hi,11.45,False,False,4.58,4.8,20.12,20.12,2.42,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 20.12% from recent high | room back to recent high,too_early_or_loose_for_trigger | overhead_gap_too_close
PESI,EARLY_STRUCTURAL_MATCH,93.0,82.0,82.0,TOO_EARLY_OR_LOOSE,15.55,1h,log_regression,AT_LOWER,0.13,11,14.47,14.83,daily,4.63,99.17,nearest_support_gap_hi,14.83,True,True,4.63,4.86,18.33,18.33,2.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 18.33% from recent high | room back to recent high,too_early_or_loose_for_trigger | overhead_gap_too_close
XNCR,EARLY_STRUCTURAL_MATCH,100.0,80.0,80.0,TOO_EARLY_OR_LOOSE,19.78,1h,log_regression,MID,0.476,11,12.64,12.89,weekly,34.83,100.0,nearest_support_gap_hi,19.75,True,False,0.15,0.15,7.48,7.48,4.07,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.48% from recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
TWST,EARLY_STRUCTURAL_MATCH,82.2,79.0,79.0,TOO_EARLY_OR_LOOSE,83.77,daily,log_regression,MID,0.5,18,76.17,79.35,weekly,5.28,100.0,nearest_support_gap_hi,81.02,True,True,3.28,3.39,25.9,25.9,3.01,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,too_early_or_loose_for_trigger | near_term_selling_pressure
BIYA,EARLY_STRUCTURAL_MATCH,75.7,67.0,67.0,TOO_EARLY_OR_LOOSE,5.7,1h,log_regression,AT_LOWER,0.127,1,4.17,5.5,daily,3.51,100.0,nearest_support_gap_hi,5.5,True,True,3.51,3.64,338.6,338.6,2.63,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | some bullish shelf support | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger
DRAM,HIGH_PRIORITY_PRE_TRIGGER,78.8,62.0,62.0,PRE_TRIGGER_COIL,43.89,5m,log_regression,MID,0.406,14,40.41,42.15,weekly,3.96,95.3,nearest_support_gap_hi,43.5,True,True,0.89,0.9,86.56,86.56,2.37,OPTIONS_NOT_CHECKED,flat value-area support | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,mostly_low_timeframe_channel | deep_damage_pullback | overhead_gap_too_close
