ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
VRT,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,241.15,daily,log_regression,OUTSIDE_DOWN,-0.043,24,203.0,233.25,daily,3.28,100.0,nearest_support_gap_hi,240.575,True,True,0.24,0.24,57.55,57.55,2.01,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close | early_positive_momentum
NBIS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,204.95,daily,log_regression,MID,0.471,30,187.77,188.43,weekly,8.06,94.81,nearest_support_gap_hi,202.9268,True,True,0.99,1.0,46.31,46.31,2.01,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close | early_positive_momentum
MCHP,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,77.0,daily,log_regression,AT_LOWER,0.17,27,56.71,59.3,daily,22.99,98.92,nearest_support_gap_hi,76.76,True,True,0.31,0.31,37.55,37.55,3.92,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | early_positive_momentum
DXC,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,10.78,1h,log_regression,MID,0.609,26,8.82,8.97,weekly,16.79,100.0,nearest_support_gap_hi,10.7,True,True,0.74,0.75,25.58,25.58,2.04,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close | early_positive_momentum
EVER,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,24.83,daily,log_regression,MID,0.419,15,14.86,19.09,daily,23.12,100.0,nearest_support_gap_hi,24.71,True,True,0.48,0.49,16.79,16.79,2.9,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 16.79% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
REAL,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,11.95,weekly,log_regression,AT_LOWER,0.278,10,10.68,10.88,daily,8.95,90.0,nearest_support_gap_hi,11.69,True,True,2.18,2.22,12.05,12.05,4.44,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.05% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
GRAL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,71.14,daily,log_regression,MID,0.392,22,59.45,60.99,daily,14.27,95.16,nearest_support_gap_hi,70.2,True,True,1.32,1.34,11.75,11.75,4.19,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.75% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
PESI,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,16.51,1h,log_regression,AT_LOWER,0.269,17,14.47,14.83,daily,10.18,99.12,nearest_support_gap_hi,16.21,True,True,1.82,1.85,11.45,11.45,4.15,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.45% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
CBRL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,55.5798,daily,log_regression,MID,0.547,19,36.3,43.5,daily,21.73,100.0,nearest_support_gap_hi,55.23,True,True,0.63,0.63,7.05,7.05,2.74,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.05% from recent high | pre-trigger coil near reload/reclaim level,
NRIX,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,23.75,daily,log_regression,MID,0.614,17,16.95,17.15,weekly,27.79,100.0,nearest_support_gap_hi,23.65,True,True,0.42,0.42,5.62,5.62,11.58,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.62% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,
ATLC,HIGH_PRIORITY_PRE_TRIGGER,100.0,94.0,94.0,PRE_TRIGGER_COIL,106.05,daily,log_regression,MID,0.349,40,104.89,105.85,daily,0.19,99.35,nearest_support_gap_hi,105.85,True,False,0.19,0.19,6.19,6.19,2.64,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.19% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,
ARM,EARLY_STRUCTURAL_MATCH,91.6,90.0,90.0,TOO_EARLY_OR_LOOSE,255.87,daily,log_regression,AT_LOWER,0.103,34,175.49,180.0,daily,29.65,97.69,nearest_support_gap_hi,253.0,True,True,1.12,1.13,76.93,76.93,5.0,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger | early_positive_momentum
