ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AEHL,5.0399,BASING,0.0,0,5,5,5.73,5.72,2,5m,13.49,rel-vol 0.8x · regime FAVORABLE,False,5,5.0399,4.9643,5.73,1322,13.69,9.13,False
AIIO,4.065,BASING,0.0,0,2,2,4.4203,4.42,1,1m,8.73,rel-vol 2.4x · regime FAVORABLE,False,2,4.065,4.004,4.4203,1640,8.74,5.83,False
ALP,0.3905,BASING,0.0,0,2,2,0.4118,0.4115,1,5m,5.39,regime FAVORABLE,False,2,0.3905,0.3846,0.4118,17074,5.47,3.65,False
CSCO,116.9553,BASING,0.0,0,5,5,122.0,121.5,50,15m,3.89,6 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,116.9553,115.201,122.0,57,4.31,2.88,False
DGXX,8.185,BASING,0.0,0,5,5,8.46,8.37,10,daily,2.26,1 bear-built-above · rel-vol 0.3x · regime FAVORABLE,True,5,8.185,8.0622,8.46,814,3.36,2.24,False
DXF,1.2119,BASING,0.0,0,2,2,1.3297,1.27,6,15m,4.79,rel-vol 3.9x · regime FAVORABLE,False,2,1.2119,1.1937,1.3297,5501,9.72,6.48,False
EDBL,0.4622,BASING,0.0,0,2,2,0.4942,0.489,1,weekly,5.8,rel-vol 5.3x · regime FAVORABLE,False,2,0.4622,0.4553,0.4942,14423,6.92,4.62,False
FLNC,21.065,BASING,0.0,0,5,5,23.555,22.63,93,daily,7.43,15 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,8,21.065,20.749,23.555,316,11.82,7.88,False
GCTS,1.3706,BASING,0.0,0,5,5,1.6,1.57,4,daily,14.55,9 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,1.3706,1.35,1.6,4864,16.74,11.16,False
INTC,118.29,BASING,0.0,0,5,5,129.44,124.36,508,daily,5.13,9 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,5,118.29,116.5157,129.44,56,9.43,6.28,False
MRAM,38.6,BASING,0.0,0,5,5,41.46,41.39,8,daily,7.23,2 bear-built-above · rel-vol 0.4x · regime FAVORABLE,False,5,38.6,38.021,41.46,172,7.41,4.94,False
NOK,14.675,BASING,0.0,0,2,2,15.4,15.38,2,15m,4.8,rel-vol 0.3x · regime FAVORABLE,True,2,14.675,14.4549,15.4,454,4.94,3.29,False
NVDA,232.83,BASING,0,0,0,0,,,,,0,rel-vol 0.2x · regime FAVORABLE,False,0,232.83,229.3376,256.113,28,10.0,6.67,False
PLUG,3.755,BASING,0.0,0,5,5,3.8301,3.83,1,5m,2.0,2 bear-built-above · rel-vol 0.2x · regime FAVORABLE,True,5,3.755,3.6987,3.8301,1775,2.0,1.33,False
POET,19.5407,BASING,0.0,0,1,1,20.05,20.0301,2,1m,2.5,rel-vol 0.6x · regime FAVORABLE,False,1,19.5407,19.2476,20.05,341,2.61,1.74,False
PRM,33.45,BASING,0.0,0,5,5,33.9,33.895,1,15m,1.33,rel-vol 0.1x · regime FAVORABLE,True,5,33.45,32.9483,33.9,199,1.35,0.9,False
QS,8.49,BASING,0.0,0,5,5,8.66,8.51,16,daily,0.24,9 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,5,8.49,8.3627,8.66,785,2.0,1.33,False
RXT,5.9099,BASING,0.0,0,2,2,6.1684,6.1613,1,15m,4.25,2 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,2,5.9099,5.8213,6.1684,1128,4.37,2.92,False
SLNH,2.0773,BASING,0.0,0,5,5,2.14,2.13,2,1m,2.54,1 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,2.0773,2.0461,2.14,3209,3.02,2.01,False
SNAL,1.2747,BASING,0.0,0,5,5,1.3594,1.35,1,5m,5.91,rel-vol 13.1x · regime FAVORABLE,False,5,1.2747,1.2556,1.3594,5229,6.64,4.43,False
SRXH,0.1649,BASING,0,0,0,0,,,,,0,rel-vol 2.0x · regime FAVORABLE,False,0,0.1649,0.1624,0.1814,40428,10.0,6.67,False
TDIC,17.02,BASING,0.0,0,1,1,19.21,19.08,14,5m,12.1,rel-vol 0.4x · regime FAVORABLE,False,1,17.02,16.7647,19.21,391,12.87,8.58,False
WOLF,68.806,BASING,0,0,0,0,,,,,0,rel-vol 0.3x · regime FAVORABLE,False,0,68.806,67.7739,75.6866,96,10.0,6.67,False
