ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
REI,Long,BOUNCE,T2-LONG,86,1.52,1.4346,1.6908,1.54,2.0,0.0854,,1.52,1.0,CLOSE,1,1,MIXED,EXCITED,1.87,,,MEGA,0.02,1.54,1.53,1.55,1.3,DISCOUNT,DISCOUNT,33,9,18,2.3,C,4h,1.505,1.4846,3651242.0,1.4,1.4,0.0,0.0,5.4,26.0,8.0,220.27,True,0.059135714285714326,1.44,N/A,,ENERGY,OIL_EXP,NEUTRAL,STRONG,0.64,0.76,0.73,0.76,0.25,0.0,0.0,0.5,0.76,0.728,FAVORABLE,1.4846,1.52,1.54,2000,1170,948,4.12,2.0,1.43,2969.2,1778.4,1459.92,10:30,1.4346,1.6908,PULLBACK_LIMIT,,,,PENNY,MARKET
