ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
ACVA,HIGH_PRIORITY_PRE_TRIGGER,100.0,81.0,81.0,PRE_TRIGGER_COIL,10.43,weekly,log_regression,AT_UPPER,0.813,1,7.36,10.41,daily,0.19,100.0,nearest_support_gap_hi,10.41,True,False,0.19,0.19,6.23,6.23,4.79,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | some bullish shelf support | high-genesis parent shelf | controlled pullback 6.23% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,mid_high_channel_location
TNON,EARLY_STRUCTURAL_MATCH,68.3,48.0,48.0,TOO_EARLY_OR_LOOSE,6.35,15m,log_regression,AT_LOWER,0.325,4,3.44,4.2,daily,33.86,97.4,nearest_support_gap_hi,6.21,True,True,2.2,2.25,349.21,349.21,4.89,OPTIONS_MISSING,ascending channel/control | low channel location before expansion | bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger | early_positive_momentum
