ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
BMBL,Long,PULLBACK,T2-LONG,100,3.2,3.97,3.8024,4.5,7.9,HIGH,98.86,0.03,1.2,0.0,31.2,4.4,B,67,,1.236,0.81,0.78,0.72,0.46,3.92,3.97,4.0097,850,596,482,4.93,3.16,2.37,3.8024,4.5,10:30
ALT,Long,PULLBACK,T1-STRONG_LONG,96,2.2,3.33,3.1331,3.77,5.1,HIGH,129.15,0.02,1.0,0.0,11.6,7.4,C,38,,1.174,0.7,0.42,0.32,0.28,3.23,3.33,3.3633,1031,507,434,5.57,2.23,1.77,3.1331,3.77,10:30
COIN,Long,PULLBACK,T1-STRONG_LONG,97,2.1,185.5,178.8777,199.1,7.2,MEGA,219.96,0.04,1.1,0.0,23.0,3.8,C,6244,,1.141,0.66,0.68,0.35,0.59,184.41,185.5,187.355,18,15,11,2.66,2.05,1.39,178.8777,199.1,10:30
UEC,Long,BOUNCE,T1-STRONG_LONG,100,3.2,15.16,14.3754,17.69,1.2,MEGA,481.56,0.01,1.1,0.0,18.4,16.7,A,136,,1.099,0.81,0.07,0.72,0.08,14.82,15.16,15.3116,224,127,106,6.46,3.22,2.54,14.3754,17.69,10:30
TTD,Long,PULLBACK,T1-STRONG_LONG,100,2.5,21.43,20.4767,23.82,5.8,MEGA,422.52,0.03,1.1,0.0,17.1,4.7,B,167,,1.096,0.76,0.48,0.72,0.46,21.11,21.43,21.6443,157,104,85,4.28,2.51,1.86,20.4767,23.82,10:30
HIMS,Long,PULLBACK,T1-STRONG_LONG,100,3.2,25.26,23.959,29.4,6.4,MEGA,207.36,0.3,3.0,1.0,45.0,8.9,B,36,,1.082,0.81,0.6,0.72,0.96,24.7,25.26,25.5126,134,76,64,6.34,3.18,2.5,23.959,29.4,10:30
RGTI,Long,PULLBACK,T1-STRONG_LONG,100,2.4,17.9,16.355,21.58,8.0,MEGA,326.98,0.13,2.0,2.0,41.8,11.0,A,607,,1.072,0.73,0.8,0.72,0.91,16.87,17.9,18.079,194,64,58,9.15,2.38,2.03,16.355,21.58,10:30
WOLF,Long,PULLBACK,T1-STRONG_LONG,100,2.1,24.59,23.183,27.61,7.3,MED,28.23,0.09,2.2,1.0,30.6,4.0,B,794,,0.997,0.66,0.71,0.72,0.8,23.9,24.59,24.8359,139,71,60,5.17,2.15,1.68,23.183,27.61,10:30
ATAI,Long,PULLBACK,T1-STRONG_LONG,100,2.1,3.87,3.6763,4.27,5.4,MEGA,302.85,0.05,5.1,1.0,25.3,4.4,C,62,,0.943,0.66,0.45,0.72,0.68,3.79,3.87,3.9087,879,516,430,4.22,2.07,1.55,3.6763,4.27,10:30
RXO,Long,PULLBACK,T1-STRONG_LONG,94,2.0,16.6,15.9662,17.8676,7.7,HIGH,124.52,0.01,1.7,0.0,18.0,99.9,B,88,,0.941,0.31,0.75,0.26,0.08,16.46,16.6,16.766,202,157,125,2.85,2.0,1.38,15.9662,17.8676,10:30
LAR,Long,PULLBACK,T1-STRONG_LONG,98,2.0,8.35,8.0219,9.0062,9.3,HIGH,137.89,0.03,1.4,0.0,29.1,99.9,A,112,,0.898,0.31,0.98,0.38,0.46,8.27,8.35,8.4335,403,304,242,2.97,2.0,1.39,8.0219,9.0062,10:30
RKLB,Long,PULLBACK,T1-STRONG_LONG,75,2.0,76.9,71.4502,87.7996,7.3,MEGA,527.8,0.06,1.8,0.0,25.9,2.5,C,2916,,0.871,0.31,0.71,0.02,0.73,73.66,76.9,77.669,45,18,16,6.4,2.0,1.63,71.4502,87.7996,10:30
BWIN,Long,PULLBACK,T1-STRONG_LONG,88,2.0,24.03,22.1451,27.7998,4.5,HIGH,95.64,0.01,1.1,0.0,17.2,5.5,B,157,,0.863,0.31,0.38,0.15,0.08,22.83,24.03,24.2703,146,53,47,7.26,2.0,1.66,22.1451,27.7998,10:30
SQM,Long,PULLBACK,T1-STRONG_LONG,99,2.0,89.42,85.0108,98.2384,6.2,HIGH,103.73,0.01,1.5,0.0,16.8,99.9,A,2843,,0.836,0.31,0.55,0.41,0.08,87.64,89.42,90.3142,38,22,18,4.03,2.0,1.49,85.0108,98.2384,10:30
JMIA,Long,BOUNCE,T1-STRONG_LONG,90,2.0,7.71,7.1004,8.9292,2.7,HIGH,188.07,0.01,2.2,2.0,21.1,7.9,B,130,,0.818,0.31,0.28,0.2,0.08,7.32,7.71,7.7871,455,164,145,7.33,2.0,1.66,7.1004,8.9292,10:30
NNE,Long,PULLBACK,T2-LONG,85,2.0,23.0,21.3303,26.3394,6.3,MED,40.04,0.05,1.5,0.0,29.7,2.7,C,723,,0.818,0.31,0.58,0.1,0.68,21.99,23.0,23.23,151,59,52,6.59,2.0,1.64,21.3303,26.3394,10:30
OPEN,Long,PULLBACK,T1-STRONG_LONG,78,2.0,4.95,4.6948,5.4604,6.1,MEGA,839.71,0.06,2.1,1.0,28.6,3.4,C,104,,0.808,0.31,0.52,0.04,0.73,4.84,4.95,4.9995,688,391,328,4.27,2.0,1.51,4.6948,5.4604,10:30
DFTX,Long,PULLBACK,T1-STRONG_LONG,93,2.0,22.46,20.7774,25.8252,4.1,HIGH,93.69,0.02,1.5,0.0,9.5,99.9,A,288,,0.793,0.31,0.36,0.23,0.28,21.42,22.46,22.6846,155,59,52,6.86,2.0,1.65,20.7774,25.8252,10:30
HIMX,Long,PULLBACK,T1-STRONG_LONG,100,2.0,10.36,9.8746,11.3308,8.1,MEGA,247.07,0.02,2.2,1.0,25.8,99.9,A,257,,0.787,0.31,0.83,0.72,0.28,10.18,10.36,10.4636,327,206,169,3.77,2.0,1.47,9.8746,11.3308,10:30
SLI,Long,BOUNCE,T2-LONG,89,2.0,3.92,3.7733,4.2134,0.5,MEGA,235.64,0.01,2.0,1.0,18.3,3.6,C,34,,0.749,0.31,0.03,0.18,0.08,3.89,3.92,3.9592,856,681,537,2.77,2.0,1.37,3.7733,4.2134,10:30
BULL,Long,PULLBACK,T1-STRONG_LONG,95,2.0,6.48,5.6745,8.091,4.6,MEGA,379.66,0.04,1.7,1.0,37.2,6.5,B,79,,0.725,0.31,0.4,0.29,0.59,5.85,6.48,6.5448,569,124,114,12.77,2.0,1.78,5.6745,8.091,10:30
COHR,Long,PULLBACK,T1-STRONG_LONG,97,2.0,328.0,299.4002,385.1996,4.0,HIGH,176.61,0.03,1.1,0.0,20.4,99.9,A,6461,,0.715,0.31,0.34,0.35,0.46,308.66,328.0,331.28,10,3,3,8.27,2.0,1.69,299.4002,385.1996,10:30
PGY,Long,PULLBACK,T1-STRONG_LONG,100,2.0,13.465,12.6876,15.0198,8.5,HIGH,62.71,0.07,1.9,0.0,31.1,2.9,C,454,,0.71,0.31,0.9,0.72,0.77,13.08,13.465,13.5997,254,128,109,4.94,2.0,1.56,12.6876,15.0198,10:30
VZLA,Long,BOUNCE,T2-LONG,95,2.0,3.43,3.2107,3.8686,1.7,MEGA,330.63,0.03,1.3,0.0,10.2,2.0,C,17,,0.676,0.31,0.15,0.29,0.46,3.31,3.43,3.4643,1007,455,394,5.63,2.0,1.59,3.2107,3.8686,10:30
CDNA,Long,PULLBACK,T1-STRONG_LONG,100,2.0,20.95,15.955,30.94,6.6,MED,49.62,0.04,5.0,1.0,46.6,99.9,A,1257,,0.662,0.31,0.62,0.72,0.59,17.62,20.95,21.1595,60,20,19,8.0,2.0,1.88,15.955,30.94,10:30
SMR,Long,PULLBACK,T1-STRONG_LONG,99,2.0,10.79,9.9716,12.4268,5.4,MEGA,285.39,0.17,2.3,2.0,40.3,7.3,C,412,,0.634,0.31,0.45,0.41,0.94,10.28,10.79,10.8979,324,122,107,6.96,2.0,1.65,9.9716,12.4268,10:30
BFLY,Long,PULLBACK,T1-STRONG_LONG,100,2.0,4.935,4.7239,5.3572,6.7,HIGH,186.03,0.07,3.5,1.0,38.1,99.9,A,97,,0.632,0.31,0.64,0.72,0.77,4.87,4.935,4.9843,684,473,383,3.33,2.0,1.43,4.7239,5.3572,10:30
BYND,Long,BOUNCE,T2-LONG,88,2.0,0.782,0.71,0.926,1.3,MEGA,447.15,0.1,1.5,0.0,40.1,13.1,D,1,,0.632,0.31,0.11,0.15,0.83,0.76,0.782,0.802,1999,1388,1086,3.32,2.0,1.35,0.71,0.926,10:30
SGML,Long,PULLBACK,T1-STRONG_LONG,100,2.0,19.22,17.751,22.158,7.1,HIGH,58.68,0.12,1.9,0.0,51.0,99.9,A,1897,,0.616,0.31,0.66,0.72,0.88,18.3,19.22,19.4122,182,68,60,7.03,2.0,1.65,17.751,22.158,10:30
CAVA,Long,BOUNCE,T1-STRONG_LONG,100,2.0,91.24,85.5346,102.6508,2.5,HIGH,104.61,0.02,1.4,0.0,9.9,3.9,C,826,,0.61,0.31,0.24,0.72,0.28,88.18,91.24,92.1524,37,17,15,5.47,2.0,1.59,85.5346,102.6508,10:30
WAY,Long,BOUNCE,T1-STRONG_LONG,100,2.0,25.32,23.9881,27.9838,1.7,HIGH,139.72,0.02,1.8,0.0,24.2,4.1,C,93,,0.583,0.31,0.15,0.72,0.28,24.73,25.32,25.5732,134,75,63,4.39,2.0,1.52,23.9881,27.9838,10:30
DDOG,Long,BOUNCE,T1-STRONG_LONG,100,2.0,123.47,117.5446,135.3208,0.3,MEGA,325.03,0.01,1.5,0.0,27.7,3.9,C,1633,,0.578,0.31,0.0,0.72,0.08,121.18,123.47,124.7047,27,16,13,3.89,2.0,1.48,117.5446,135.3208,10:30
LAC,Long,PULLBACK,T1-STRONG_LONG,100,2.0,4.87,4.23,6.15,3.9,MEGA,322.1,0.04,1.8,0.0,22.2,7.2,B,41,,0.572,0.31,0.32,0.72,0.59,4.38,4.87,4.9187,666,156,145,11.8,2.0,1.79,4.23,6.15,10:30
VOYG,Long,PULLBACK,T1-STRONG_LONG,100,2.0,32.54,29.2261,39.1678,3.5,MED,45.48,0.04,2.0,1.0,13.8,20.3,A,230,,0.566,0.31,0.3,0.72,0.59,30.13,32.54,32.8654,110,30,27,10.0,2.0,1.73,29.2261,39.1678,10:30
LEGN,Long,BOUNCE,T1-STRONG_LONG,100,2.0,21.08,19.9044,23.4312,1.2,HIGH,163.19,0.02,2.2,1.0,24.6,2.2,C,197,,0.559,0.31,0.07,0.72,0.28,20.52,21.08,21.2908,162,85,72,4.73,2.0,1.54,19.9044,23.4312,10:30
ABTC,Long,BOUNCE,T1-STRONG_LONG,100,2.0,1.13,0.98,1.43,1.8,MEGA,322.53,0.05,1.8,0.0,25.5,10.6,C,38,,0.512,0.31,0.18,0.72,0.68,1.03,1.13,1.15,1999,666,588,8.0,2.0,1.65,0.98,1.43,10:30
OKLO,Long,BOUNCE,T1-STRONG_LONG,100,2.0,64.21,56.725,79.18,2.6,HIGH,123.73,0.1,2.1,2.0,43.0,16.0,A,1071,,0.506,0.31,0.26,0.72,0.83,58.66,64.21,64.8521,51,13,12,10.6,2.0,1.76,56.725,79.18,10:30
TEAM,Long,BOUNCE,T1-STRONG_LONG,100,2.0,68.73,64.0782,78.0336,0.5,HIGH,167.9,0.04,1.6,0.0,26.9,5.9,B,399,,0.485,0.31,0.03,0.72,0.59,66.06,68.73,69.4173,50,21,18,6.04,2.0,1.61,64.0782,78.0336,10:30
ULCC,Long,BOUNCE,T1-STRONG_LONG,100,2.0,4.23,3.88,4.93,2.1,HIGH,57.89,0.11,1.7,0.0,21.9,7.8,B,131,,0.482,0.31,0.2,0.72,0.86,4.0,4.23,4.2723,833,285,254,7.75,2.0,1.68,3.88,4.93,10:30
AGAE,Long,BOUNCE,T1-STRONG_LONG,100,2.0,0.5219,0.455,0.6557,2.3,MED,17.09,2.21,1.8,1.0,242.4,10.4,C,16,,0.464,0.31,0.22,0.72,0.98,0.505,0.5219,0.5419,2000,1494,1150,3.01,2.0,1.31,0.455,0.6557,10:30
ZSPC,Long,BOUNCE,T2-LONG,100,2.0,0.0871,0.0222,0.2169,1.3,MED,19.64,19.4,12.3,1.0,87.7,6.7,D,1,,0.427,0.31,0.11,0.72,1.0,0.0722,0.0871,0.1071,2000,1540,1177,2.89,2.0,1.29,0.0222,0.2169,10:30
