ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
LGHL,LONG,HOLDING-LONG,0.987,1.085,1.17,0.9706,1.17,0.9706,1.0915,23.38,35.62,2790316,19.46,0.8,1.085,0.765,1.725,312,408.5586,STRETCHED,PM low,0.32,0.1239,4.3,True,0.78,358.8,N/A
NHIC,LONG,HOLDING-LONG,11.15,11.15,11.25,11.14,11.25,11.14,11.1652,4.21,4.21,595123,43.76,10.7,11.15,10.891,11.668,386,165.2498,IN_BAND,PM low,0.259,0.094,4.59,True,27.61,2.2,N/A
