ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
SG,Long,PULLBACK,T1-STRONG_LONG,100,6.87,6.3438,7.9224,,2.0,0.5262,6.87,3.2,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",6.65,6.54,HIGHWAY,EXCITED,52551331.0,1.5,1.2,0.0,26.0,31.0,8.0,96.61,HIGH,0.05,6.63,6.53,6.73,3.1,PREMIUM,DISCOUNT,125,6,100,12.1,B,,,,
RCL,Long,BOUNCE,T1-STRONG_LONG,83,285.48,257.9618,340.5164,,2.0,27.5182,285.48,1.5,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",281.25,265.94,OPEN_ROAD,EXCITED,7231965280.0,2.4,1.6,1.0,11.4,30.0,8.0,256.64,MEGA,0.01,274.47,265.95,282.99,6.4,PREMIUM,MID,12921,8,8324,4.0,C,,,,
SABR,Long,PULLBACK,T1-STRONG_LONG,91,1.77,1.6878,2.04,,3.3,0.0822,1.89,6.3,APPROACH,6,6,"10m,15m,1d,1h,30m,5m",1.77,1.74,HIGHWAY,EXCITED,19158133.0,1.1,1.3,0.0,28.8,35.0,8.0,280.77,MEGA,0.02,1.755,1.74,1.77,1.7,PREMIUM,MID,42,7,35,7.9,C,,,,
IMSR,Long,PULLBACK,T2-LONG,100,6.92,6.4505,7.859,7.195,2.0,0.4695,7.61,9.1,WAITING,2,2,"1d,4h",6.92,6.65,OPEN_ROAD,EXCITED,54813672.0,3.1,2.0,1.0,33.6,36.0,8.0,56.66,HIGH,0.07,7.195,7.09,7.3,3.0,PREMIUM,DISCOUNT,315,4,65,2.8,C,,,,
KSS,Long,PULLBACK,T1-STRONG_LONG,100,13.56,13.0562,17.16,14.55,7.1,0.5038,14.52,6.6,APPROACH,2,2,"1d,4h",13.56,13.46,HIGHWAY,EXCITED,65197960.0,1.3,1.2,0.0,15.7,34.0,8.0,110.61,HIGH,0.03,14.55,14.33,14.77,3.1,MID,DISCOUNT,451,7,34,18.2,A,,,,
SMMT,Long,BOUNCE,T3-LONG_WATCH,71,25.15,23.6874,28.0752,,2.0,1.4626,25.15,2.6,CLOSE,2,2,"1d,4h",24.49,24.42,HIGHWAY,EXCITED,53491767.0,1.7,1.9,1.0,30.5,47.0,8.0,133.88,HIGH,0.02,24.455,24.42,24.49,0.3,FLAT,FLAT,786,7,534,4.5,B,,,,
ABCL,Long,PULLBACK,T2-LONG,100,3.78,3.5502,5.155,3.87,6.0,0.2298,4.01,5.7,APPROACH,2,2,"1d,4h",3.78,3.66,HIGHWAY,EXCITED,42000899.0,1.9,1.3,0.0,16.4,33.0,8.0,206.79,MEGA,0.02,3.87,3.83,3.91,2.1,PREMIUM,DISCOUNT,143,9,60,28.6,B,,,,
CVNA,Long,PULLBACK,T1-STRONG_LONG,100,367.57,351.7802,425.21,,3.7,15.7898,387.53,5.2,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",367.57,362.66,HIGHWAY,EXCITED,1014070054.0,1.8,1.2,0.0,20.5,14.0,8.0,139.98,HIGH,0.03,365.73,362.24,369.22,1.9,PREMIUM,MID,4816,4,2964,9.7,A,,,,
MRVL,Long,PULLBACK,T1-STRONG_LONG,100,139.69,129.3689,160.3322,,2.0,10.3211,139.69,3.4,APPROACH,5,5,"1d,1h,30m,4h,5m",134.88,133.37,HIGHWAY,EXCITED,3945134919.0,1.0,0.9,0.0,8.9,50.0,8.0,870.72,MEGA,0.02,134.125,133.37,134.88,1.1,PREMIUM,MID,11455,13,10105,99.9,A,,,,
BYND,Long,PULLBACK,T2-LONG,100,0.7721,0.71,1.755,0.8448,15.8,0.0621,0.8226,6.1,APPROACH,4,4,"1d,1h,30m,4h",0.7721,0.76,HIGHWAY,EXCITED,19437098.0,4.1,2.1,1.0,64.8,41.0,8.0,447.15,MEGA,0.33,0.8448,0.782,0.9076,16.1,DISCOUNT,DISCOUNT,11,6,0,113.3,D,,,,
AGAE,Long,PULLBACK,T3-LONG_WATCH,77,0.6252,0.5702,1.09,,8.5,0.055,0.69,9.4,WAITING,2,2,"4h,5m",0.6252,0.6202,HIGHWAY,EXCITED,12322509.0,1.1,6.6,1.0,242.4,57.0,8.0,17.09,MED,1.42,0.5459,0.5219,0.57,9.2,PREMIUM,PREMIUM,113,12,29,58.0,B,,,,
ISPC,Long,BREAKOUT,T2-LONG,100,0.15,0.065,0.32,,2.0,0.085,0.1365,0.0,INSIDE,5,5,,,,OPEN_ROAD,EXCITED,,,,,,,,,MED,9.63,0.1411,0.1165,0.1656,42.1,MID,DISCOUNT,3,4,1,51.1,D,False,11.2,True,
CTNT,Long,PULLBACK,T2-LONG,74,0.0953,0.0407,0.2045,0.1555,2.0,0.0546,0.0953,4.5,APPROACH,1,1,1m,0.091,0.0907,OPEN_ROAD,EXCITED,0.0,5.8,6.6,3.0,2212.9,33.0,8.0,36.03,MED,7.52,0.1555,0.1608,0.1502,-6.6,DISCOUNT,DISCOUNT,0,2,0,29.2,D,,,,
FRMI,Long,PULLBACK,T2-LONG,85,6.13,5.6551,8.07,6.715,4.1,0.4749,6.55,6.4,APPROACH,2,2,"1d,4h",6.13,5.83,HIGHWAY,EXCITED,761476440.0,0.8,1.1,0.0,48.8,32.0,8.0,282.09,MEGA,0.03,6.715,6.67,6.76,1.3,DISCOUNT,DISCOUNT,185,5,167,23.2,B,,,,
