ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score
HCAI,LONG,HOLDING-LONG,11.07,12.9716,14.27,10.44,14.27,10.44,12.6569,102.38,137.14,5162012,530.48,5.47,12.9716,12.777,13.3607,513,54308.2856
FATN,SHORT,FAILED-GAP-SHORT,3.475,3.35,3.67,3.28,3.67,3.28,3.4399,40.12,35.08,9756090,288.72,2.48,3.35,3.4002,3.2495,1990,8108.5527
MRAM,LONG,HOLDING-LONG,18.06,18.54,19.71,16.5,19.71,16.5,18.4594,36.92,40.56,3426097,16.91,13.19,18.54,18.2619,19.0962,359,624.5175
BAND,LONG,HOLDING-LONG,30.955,33.9953,35.7989,30.875,35.7989,30.875,34.2765,27.91,40.48,787112,12.27,24.2,33.9953,33.4854,35.0152,196,342.631
OSRH,LONG,HOLDING-LONG,0.54,0.5484,0.5698,0.52,0.5698,0.52,0.5427,17.39,19.22,3315459,2.86,0.46,0.5484,0.5402,0.5649,12156,49.7504
DRVN,SHORT,FAILED-GAP-SHORT,14.16,13.405,14.21,13.075,14.21,13.075,13.4991,11.15,5.22,484513,3.33,12.74,13.405,13.6061,13.0028,497,26.0028
AGAE,SHORT,FAILED-GAP-SHORT,0.55,0.5298,0.5636,0.5217,0.5636,0.5217,0.5452,10.4,6.34,952616,3.23,0.4982,0.5298,0.5377,0.5139,12583,23.544
