ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ACVA,7.29,7.335,7.048,7.19,REJECTED_PDH,ABOVE_PDL,True,7.43,7.2,0.391,OR_MIDDLE,0.391,False,False,0.391,2.95,38,AVOID_LONG,62,NEUTRAL
ADBE,210.6,205.6,201.31,205.02,ABOVE_PDH,ABOVE_PDL,True,211.5,207.06,0.797,OR_TOP_THIRD,0.536,True,False,0.536,1.28,80,PULLBACK_BUY_ZONE,40,NEUTRAL
ADSK,201.5641,195.0,192.255,194.42,ABOVE_PDH,ABOVE_PDL,True,204.21,198.49,0.537,OR_MIDDLE,0.495,True,False,0.495,2.91,80,PULLBACK_BUY_ZONE,34,NEUTRAL
ADTX,0.0051,0.006,0.0023,0.0059,REJECTED_PDH,ABOVE_PDL,True,0.0086,0.0057,0.0,BELOW_ORL,0.047,False,False,0.047,1.1,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AGI,30.2,31.0568,29.93,30.34,REJECTED_PDH,ABOVE_PDL,True,31.82,30.305,0.0,BELOW_ORL,0.0,False,False,0.0,2.47,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AHMA,2.14,1.772,1.7,1.7,ABOVE_PDH,ABOVE_PDL,True,1.855,1.71,1.0,ABOVE_ORH,0.573,False,False,0.573,0.27,72,CONTINUATION_LONG,34,AVOID_SHORT
AMKR,79.99,87.24,82.8,86.23,BELOW_PDH,BELOW_PDL,True,83.465,79.8801,0.031,OR_BOTTOM_THIRD,0.124,False,True,0.124,2.25,30,NEUTRAL,92,FIRST_RALLY_SHORT_ZONE
ANNX,5.55,5.73,5.47,5.71,REJECTED_PDH,RECLAIMED_PDL,True,6.04,5.7,0.0,BELOW_ORL,0.19,False,True,0.19,0.98,30,AVOID_LONG,82,FIRST_RALLY_SHORT_ZONE
APLE,16.48,17.025,16.65,16.81,BELOW_PDH,BELOW_PDL,True,16.86,16.61,0.0,BELOW_ORL,0.095,False,False,0.095,2.98,18,AVOID_LONG,84,AVOID_SHORT_CHASE
APP,565.06,519.46,492.84,515.23,ABOVE_PDH,ABOVE_PDL,True,563.09,521.93,1.0,ABOVE_ORH,0.817,True,False,0.817,1.0,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
ARQT,25.84,27.205,25.83,26.22,BELOW_PDH,RECLAIMED_PDL,True,26.46,26.11,0.0,BELOW_ORL,0.016,False,False,0.016,3.56,42,AVOID_LONG,64,AVOID_SHORT_CHASE
ASAN,7.31,7.03,6.715,7.0,ABOVE_PDH,ABOVE_PDL,True,7.585,7.2,0.286,OR_BOTTOM_THIRD,0.286,False,False,0.286,2.24,70,CONTINUATION_LONG,42,NEUTRAL
AU,80.89,82.2,79.9,80.89,REJECTED_PDH,ABOVE_PDL,True,84.11,80.49,0.11,OR_BOTTOM_THIRD,0.11,False,False,0.11,1.72,38,AVOID_LONG,74,AVOID_SHORT_CHASE
AVTX,17.63,20.1,18.29,18.48,BELOW_PDH,BELOW_PDL,True,18.99,18.35,0.0,BELOW_ORL,0.227,False,True,0.227,2.47,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
BB,12.8,12.93,12.075,12.65,REJECTED_PDH,ABOVE_PDL,True,13.59,12.4618,0.3,OR_BOTTOM_THIRD,0.3,False,False,0.3,0.97,46,AVOID_LONG,62,NEUTRAL
BCAX,28.91,29.815,28.99,29.69,REJECTED_PDH,BELOW_PDL,True,29.9,28.79,0.108,OR_BOTTOM_THIRD,0.116,False,True,0.116,2.71,18,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
BRBR,13.35,12.99,12.24,12.94,ABOVE_PDH,ABOVE_PDL,True,13.16,12.7826,1.0,ABOVE_ORH,0.814,True,False,0.814,3.52,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
