ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
PLUG,Long,T1-STRONG_LONG,100,BOUNCE,2.79,2.585,3.38,2.71,2.83,2.62,49130839,-2.87,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
BCAX,Long,T1-STRONG_LONG,100,PULLBACK,22.52,21.2915,24.977,25.0,25.84,24.01,717330,11.01,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
RYTM,Long,T1-STRONG_LONG,100,PULLBACK,93.145,87.0284,105.3782,106.19,107.0,99.4901,1289024,14.01,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
INTC,Long,T1-STRONG_LONG,100,PULLBACK,129.12,118.6588,150.0423,132.28,137.98,128.3,132578970,2.45,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
ARXS,Long,T1-STRONG_LONG,100,BOUNCE,46.06,42.2532,53.6736,45.35,46.6,42.6899,860443,-1.54,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
SRXH,Long,T2-LONG,60,BOUNCE,0.1116,0.0595,0.2158,0.0907,0.1143,0.085,101914125,-18.73,CLOSED_LOSS,-0.4,False,2026-06-23_1500,2026-06-23_0441_ranked
BJRI,Long,T2-LONG,100,BOUNCE,54.72,50.2266,63.7068,53.16,55.23,53.105,950129,-2.85,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
CECO,Long,T1-STRONG_LONG,100,BOUNCE,99.67,93.5371,111.9358,96.67,99.1999,95.0,674248,-3.01,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
KYTX,Long,T1-STRONG_LONG,100,BOUNCE,8.3,7.6533,9.5934,8.43,8.57,8.0827,519612,1.57,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
CELC,Long,T1-STRONG_LONG,100,BOUNCE,89.93,85.1272,99.5356,90.21,92.605,87.88,658997,0.31,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
QTEX,Long,T2-LONG,69,BOUNCE,2.01,1.9352,2.1597,1.9,1.99,1.78,8977496,-5.47,STOPPED,-1.0,False,2026-06-23_1500,2026-06-23_0441_ranked
KEEL,Long,T1-STRONG_LONG,100,BOUNCE,6.66,6.1013,7.7774,6.6,6.875,6.04,59944581,-0.9,TARGET_HIT,1.5,True,2026-06-23_1500,2026-06-23_0441_ranked
