ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
WEN,CHANNEL_GAP_BREAKOUT_LONG,LONG,85.0,9.17,9.01,10.44,10.3,653,8.33,FAVORABLE,11.24,9.1657,BELOW,-0.2673,12.51,1.105,110.5% (FULL ROTATION — exhaustion signal),RISING,False,"{""confluence_quality"": 30.0, ""confluence_dirty_anchor"": 10.0, ""confluence_high_genesis"": 6.0, ""bull_gaps_built_below"": 8.0, ""prior_breaks_on_strong_vol"": 6.0, ""current_vol_expanding"": 5.0, ""level_well_tested"": 3.0, ""channel_gap_breakout_long"": 12.0, ""regime_favorable"": 5.0}",channel-gap confluence score 100 (co_aligned_breakout) | anchor gap is DIRTY (unfinished auction business) | anchor gap high genesis (264293159) | 9 fresh bull gap(s) below — demand staircase | prior breaks on strong vol (avg 1.31×) | current vol 4.24× avg — expanding into the test | level tagged 25× before — established | ASC channel rising into gap floor @ $8.85 (~-0d ahead) | SPY FAVORABLE,"CHANNEL-GAP BREAKOUT: ASC 5m channel projecting into daily gap floor @ $8.85 (~-0d). Long $9.17, target $10.44.",2026-06-25T06:29:39
WEN,BULL_BOUNCE_PENDING,LONG,71.5,9.13,8.98,10.44,10.3,701,9.21,FAVORABLE,11.24,9.1657,BELOW,-0.2673,12.51,1.105,110.5% (FULL ROTATION — exhaustion signal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 0.5, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_in_play"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $9.13 (5m 6tk MINOR gap body) | only 0.1% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | hot volume 11.2x avg | float rotation 1.10x — supply rotating, in play | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $9.13 on pullback (0.1% below current $9.17). Stop $8.98. Anchor: 5m 6tk.,2026-06-25T06:29:39
SOFI,BULL_BOUNCE_PENDING,LONG,71.2,17.16,16.5,19.88,18.91,150,4.1,FAVORABLE,1.4,17.51,DEEP_BELOW,-0.465,32.73,0.0935,9.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 14.2, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $16.93 (weekly 71tk COMPRESSION gap body) | only 1.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $17.16 (2% pullback cap; anchor at $16.93 too far). Stop $16.5. Anchor: weekly 71tk.,2026-06-25T06:29:40
SKYQ,BULL_BOUNCE_PENDING,LONG,92.8,2.8,2.66,2.94,,714,1.0,FAVORABLE,3.73,2.8005,DEEP_BELOW,-0.856,19.45,13.4242,1342.4% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 8.8, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""sector_top_quartile"": 3.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","MARKET: score 93 CONVICTION - take entry now at $2.80, not waiting for the $2.44 pullback | 7.2% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | hot volume 3.7x avg | float rotation 13.42x — parabolic engagement | UTILITIES STRONG (STRONG) — sector tailwind | breakout volume surge — real demand active | SPY FAVORABLE",MARKET BUY @ ~$2.80 (CONVICTION score 93). Stop $2.66. Anchor: 15m 34tk @ $2.44.,2026-06-25T06:29:40
RKT,BULL_BOUNCE_PENDING,LONG,84.0,15.39,13.89,16.16,,66,0.51,FAVORABLE,2.07,14.86,DEEP_BELOW,-0.39,24.36,0.0224,2.2% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 15.0, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $13.50 anchor - enter on strength above today's high, no pullback | 6.3% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $13.90 cleared anchor $13.50, 2/4 strength, regime FAVORABLE — buy-stop $15.39, 1.5xATR stop","BUY-STOP @ $15.39 (above today's high $15.37). Stop $13.89 (1.5xATR). Score 84, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-06-25T06:29:39
RUN,BULL_BOUNCE_PENDING,LONG,100.0,14.9,14.15,16.45,16.7,134,2.08,FAVORABLE,5.0,14.9,DEEP_BELOW,-0.336,22.44,0.224,22.4% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.6, ""conviction_tier"": 10.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""sector_bottom_quartile"": -3.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","MARKET: score 100 CONVICTION - take entry now at $14.90, not waiting for the $13.77 pullback | 3.2% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | hot volume 5.0x avg | TECH WEAK (WEAK) — sector headwind | breakout volume surge — real demand active | SPY FAVORABLE",MARKET BUY @ ~$14.90 (CONVICTION score 100). Stop $14.15. Anchor: daily 132tk @ $13.77.,2026-06-25T06:29:39
RUN,BULL_BOUNCE,LONG,83.7,14.9,13.18,20.96,,58,3.52,FAVORABLE,5.0,14.9,DEEP_BELOW,-0.336,22.44,0.224,22.4% (active),RISING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 9.7, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on daily (score 65) | price at lower rail ($13.38) | anchor: daily 132tk @ $13.77 | 8 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: daily ASC, rails $13.38-$20.96",2026-06-25T06:29:39
RUN,CHANNEL_RECLAIM_LONG,LONG,67.0,14.9,11.58,15.65,,30,0.22,FAVORABLE,5.0,14.9,DEEP_BELOW,-0.336,22.44,0.224,22.4% (active),RISING,False,"{""recent_breakdown"": 10.0, ""reclaim_in_progress"": 16.0, ""ascending_channel"": 10.0, ""anchor_held"": 12.0, ""obv_rising"": 8.0, ""rel_vol_strong"": 6.0, ""regime_favorable"": 5.0}",recent low $11.70 dipped below rail $13.38 | price $14.90 now back inside channel — reclaim attempt | ASC channel (daily) | anchor: daily 132tk @ $13.77 held | OBV rising — accumulation underneath reclaim | relative volume 4.995x — conviction in reclaim | SPY FAVORABLE,"Channel: daily ASC, breakdown reclaimed. Validated low $11.70 → now $14.90",2026-06-25T06:29:39
WKSP,BULL_BOUNCE_PENDING,LONG,69.0,0.94,0.89,1.03,1.08,2076,1.84,FAVORABLE,2.43,0.9486,DEEP_BELOW,-0.8063,4.9,2.7456,274.6% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $0.94 (15m 2tk MINOR gap body) | only 0.4% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | float rotation 2.75x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $0.94 on pullback (0.4% below current $0.95). Stop $0.89. Anchor: 15m 2tk.,2026-06-25T06:29:40
ABSI,BULL_BOUNCE_PENDING,LONG,100.0,10.11,9.6,10.62,,197,1.0,FAVORABLE,5.2,10.11,NEAR_HIGH,-0.0809,11.0,0.2452,24.5% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","MARKET: score 100 CONVICTION - take entry now at $10.11, not waiting for the $8.71 pullback | 5.9% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | hot volume 5.2x avg | breakout volume surge — real demand active | SPY FAVORABLE",MARKET BUY @ ~$10.11 (CONVICTION score 100). Stop $9.6. Anchor: daily 160tk @ $8.71.,2026-06-25T06:29:39
