ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
LNKS,LONG,HOLDING-LONG,1.76,1.9,1.94,1.67,1.94,1.67,1.8279,30.37,40.74,917618,30.6,1.35,1.9,1.69,2.32,476,923.7972,EXTREME,PM low,0.21,0.1542,2.27,True,1.61,57.1,N/A
BNKK,LONG,HOLDING-LONG,2.58,2.81,2.96,2.55,2.96,2.55,2.7879,17.27,27.73,616709,20.52,2.2,2.81,2.51,3.41,333,399.1529,STRETCHED,PM low,0.3,0.2038,2.45,True,7.87,7.8,N/A
