ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
OLED,Long,BREAKOUT,T2-LONG,60,86.6475,82.062,95.8185,90.52,2.0,4.5855,85.6,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,0.8,,,,,,,,,,MED,0.01,90.52,91.21,89.83,-1.5,DISCOUNT,DISCOUNT,0,0,0,4.0,D,False,0.8,True,False,4.056778571428569,1.13,N/A,
HAWK,Long,PULLBACK,T2-LONG,100,23.12,21.1751,27.0098,,2.0,1.9449,23.12,3.1,APPROACH,8,7,"10m,15m,1h,1m,30m,4h,5m",22.4,21.83,OPEN_ROAD,EXCITED,1.33,5275526.0,0.9,1.3,0.0,1.0,22.2,28.0,8.0,2.79,NANO,0.37,21.815,22.28,21.35,-4.2,PREMIUM,PREMIUM,62,1,57,2.8,D,,,,False,2.4589785714285717,0.79,N/A,
WDAY,Long,BREAKOUT,T2-LONG,100,116.12,109.6682,129.0236,,2.0,6.4518,115.13,0.0,INSIDE,4,4,,,,OPEN_ROAD,EXCITED,1.69,,,,,,,,,,HIGH,0.03,115.29,113.04,117.54,4.0,MID,DISCOUNT,292,1,0,3.8,D,False,0.9,True,False,6.377485714285712,1.01,N/A,
HLNE,Long,BOUNCE,T2-LONG,79,75.63,73.1574,80.5752,79.0,2.0,2.4726,75.63,0.0,CLOSE,1,1,1m,75.62,75.42,OPEN_ROAD,EXCITED,1.92,71440.0,0.8,0.9,0.0,0.0,17.5,37.0,8.0,41.17,MED,0.02,79.0,79.51,78.49,-1.3,DISCOUNT,DISCOUNT,20,1,0,2.1,D,,,,False,4.463914285714288,0.55,N/A,
SRAD,Long,BOUNCE,T3-LONG_WATCH,59,14.7,14.1426,15.83,,2.0,0.5574,14.7,0.6,CLOSE,2,2,"1h,4h",14.61,14.58,HIGHWAY,WAITING,0.4,963484.0,0.7,0.6,0.0,0.0,12.8,32.0,8.0,146.98,HIGH,0.01,14.54,14.58,14.5,-0.5,PREMIUM,PREMIUM,532,4,139,7.7,B,,,,True,0.8962857142857142,0.62,N/A,
VTAK,Long,PULLBACK,T2-LONG,100,0.92,0.8101,1.1398,1.0049,2.0,0.1099,0.92,3.4,APPROACH,3,3,"1h,30m,5m",0.889,0.8601,OPEN_ROAD,EXCITED,1630.4,48838044.0,11.7,6.6,35983789.0,2.0,43.1,19.0,8.0,2.29,NANO,20.55,1.0049,0.8697,1.14,31.1,DISCOUNT,DISCOUNT,22,4,7,5.5,D,,,,False,0.12282142857142861,0.89,N/A,
BRBR,Long,PULLBACK,T3-LONG_WATCH,72,10.5,9.9813,11.93,,2.8,0.5187,11.27,6.8,APPROACH,2,2,"1h,4h",10.5,10.29,MIXED,EXCITED,2.04,87040044.0,1.8,2.0,0.0,1.0,35.1,23.0,8.0,105.8,HIGH,0.1,10.19,10.17,10.21,0.4,FLAT,FLAT,175,6,113,5.9,B,,,,True,0.6889285714285712,0.75,N/A,
ANNX,Long,PULLBACK,T1-STRONG_LONG,100,4.985,4.753,6.1,5.015,4.8,0.232,5.28,5.6,APPROACH,3,3,"1h,30m,4h",4.985,4.9,HIGHWAY,EXCITED,4.37,23759448.0,1.8,1.7,0.0,1.0,20.9,23.0,8.0,129.35,HIGH,0.05,5.015,5.04,4.99,-1.0,PREMIUM,DISCOUNT,111,4,86,15.5,B,,,,True,0.34935714285714287,0.66,N/A,
GO,Long,BREAKOUT,T1-STRONG_LONG,79,9.47,9.0792,12.1,9.515,6.7,0.3908,9.47,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,1.19,,,,,,,,,,HIGH,0.04,9.515,9.36,9.67,3.3,MID,DISCOUNT,319,8,22,27.8,A,False,1.2,True,True,0.45014285714285723,0.87,N/A,
EPC,Long,PULLBACK,T1-STRONG_LONG,100,24.66,21.75,30.48,,2.0,2.91,26.22,5.9,APPROACH,5,5,"10m,15m,1d,30m,5m",24.66,22.72,HIGHWAY,EXCITED,5.61,528846891.0,3.0,2.2,0.0,1.0,23.2,40.0,8.0,41.31,MED,0.07,23.75,22.72,24.78,9.1,PREMIUM,MID,2342,7,1130,99.9,A,,,,False,1.3784357142857144,2.11,N/A,
PBF,Long,PULLBACK,T2-LONG,67,37.62,36.1713,40.5174,39.03,2.0,1.4487,40.69,7.5,WAITING,1,1,1d,37.62,37.29,OPEN_ROAD,EXCITED,1.42,114446098.0,1.2,1.2,0.0,0.0,12.7,18.0,8.0,97.47,HIGH,0.03,39.03,39.29,38.77,-1.3,PREMIUM,DISCOUNT,151,6,71,4.3,B,,,,False,2.3078571428571424,0.63,N/A,
ACVA,Long,PULLBACK,T2-LONG,70,6.4,5.9558,7.53,,2.5,0.4442,6.4,3.5,APPROACH,1,1,4h,6.174,6.14,HIGHWAY,EXCITED,0.7,1317760.0,0.9,1.0,0.0,0.0,9.9,25.0,8.0,159.06,HIGH,0.02,6.4,6.37,6.43,0.9,MID,DISCOUNT,126,5,41,17.7,B,,,,True,0.3585714285714286,1.24,N/A,
AVTX,Long,BOUNCE,T3-LONG_WATCH,75,17.83,17.1159,19.2581,,2.0,0.7141,17.83,0.8,CLOSE,1,1,5m,17.69,17.6453,OPEN_ROAD,EXCITED,0.96,135376.0,1.2,2.2,0.0,1.0,32.4,35.0,8.0,40.31,MED,0.05,16.93,17.08,16.78,-1.8,PREMIUM,PREMIUM,594,7,239,4.6,B,,,,True,1.1323785714285715,0.63,N/A,
VSTS,Long,BOUNCE,T1-STRONG_LONG,100,13.2,12.4936,14.6128,,2.0,0.7064,13.2,1.4,CLOSE,2,2,"1d,4h",13.02,12.88,HIGHWAY,EXCITED,1.05,34751434.0,0.9,1.2,0.0,0.0,6.0,21.0,8.0,91.31,HIGH,0.02,13.045,13.11,12.98,-1.0,PREMIUM,DISCOUNT,789,9,41,99.9,A,,,,True,0.5479999999999998,1.29,N/A,
LIND,Long,PULLBACK,T1-STRONG_LONG,100,25.77,23.2412,30.8276,,2.0,2.5288,25.77,3.5,APPROACH,2,2,"1d,4h",24.87,23.96,HIGHWAY,EXCITED,2.22,115429290.0,1.4,1.3,0.0,0.0,11.5,56.0,8.0,49.57,MED,0.02,25.175,25.55,24.8,-2.9,PREMIUM,DISCOUNT,2244,13,459,99.9,A,,,,False,1.1845357142857147,2.13,N/A,
ZD,Long,BOUNCE,T3-LONG_WATCH,69,46.4,43.9604,51.2792,,2.0,2.4396,46.4,1.6,CLOSE,1,1,4h,45.68,45.32,OPEN_ROAD,EXCITED,0.81,3781293.0,1.4,1.7,0.0,1.0,7.0,13.0,8.0,33.22,MED,0.03,45.195,45.32,45.07,-0.6,PREMIUM,PREMIUM,1612,4,98,2.3,C,,,,False,2.0159285714285704,1.21,N/A,
BCAX,Long,PULLBACK,T1-STRONG_LONG,100,25.0,22.2324,30.5352,,2.0,2.7676,25.0,4.6,APPROACH,6,4,"1d,1h,30m,4h",23.85,22.92,HIGHWAY,EXCITED,2.95,127518924.0,1.2,1.9,0.0,1.0,24.3,48.0,8.0,36.65,MED,0.02,24.41,24.55,24.27,-1.1,PREMIUM,DISCOUNT,994,7,367,99.9,A,,,,False,1.1463571428571433,2.41,N/A,
GETY,Long,BREAKOUT,T2-LONG,100,1.15,0.3819,2.6862,,2.0,0.7681,0.93,0.0,INSIDE,4,4,,,,OPEN_ROAD,EXCITED,85.01,,,,,,,,,,HIGH,0.12,1.14,1.15,1.13,-1.7,DISCOUNT,DISCOUNT,1,1,0,2.2,D,False,1.7,True,False,0.1489,5.16,N/A,
HTFL,Long,BOUNCE,T1-STRONG_LONG,100,34.48,32.8248,37.7904,,2.0,1.6552,34.48,1.3,CLOSE,3,3,"10m,15m,4h",34.035,33.84,HIGHWAY,WAITING,0.66,4464712.0,1.1,1.3,0.0,0.0,9.6,35.0,8.0,66.26,HIGH,0.02,33.595,33.84,33.35,-1.4,PREMIUM,PREMIUM,1208,8,405,99.9,A,,,,False,1.9081500000000005,0.87,N/A,
RARE,Long,PULLBACK,T1-STRONG_LONG,91,28.76,26.1027,34.38,28.805,2.1,2.6573,28.76,4.6,APPROACH,2,2,"1d,4h",27.44,26.91,MIXED,EXCITED,1.58,204092784.0,1.1,1.4,0.0,0.0,19.9,38.0,8.0,94.5,HIGH,0.02,28.805,29.03,28.58,-1.6,MID,DISCOUNT,1788,5,962,19.5,A,,,,False,1.3339285714285707,1.99,N/A,
